gene_id	GSM4280001	GSM4280002	GSM4280003	GSM4280004	GSM4280005	GSM4280006
ENSG00000154075	7400	109	158	243	211	89
ENSG00000127620	1250	18	25	28	29	19
ENSG00000217374	39950	603	694	631	795	921
ENSG00000122398	700	9	4	7	7	11
ENSG00000210656	750	7	11	10	8	16
ENSG00000217360	550	8	12	14	4	7
ENSG00000108910	48100	762	1593	830	1063	950
ENSG00000211087	3700	98	96	73	36	43
ENSG00000189281	1300	15	10	37	26	28
ENSG00000221310	1150	18	12	23	13	16
ENSG00000169230	18050	311	241	363	169	210
ENSG00000136361	700	11	19	17	25	8
ENSG00000201811	550	4	4	5	12	7
ENSG00000174746	16750	446	238	508	325	444
ENSG00000239533	500	11	15	5	15	17
ENSG00000249259	3600	77	64	78	87	62
ENSG00000186042	2500	126	178	143	128	124
ENSG00000121962	2750	46	76	55	40	102
ENSG00000198557	4050	112	123	104	104	149
ENSG00000100047	215300	1879	1252	1427	1510	3170
ENSG00000172904	2450	41	28	30	40	42
ENSG00000240765	650	4	7	8	11	17
ENSG00000184062	100	2	5	2	0	2
ENSG00000205598	4500	57	164	76	161	115
ENSG00000144960	5300	66	35	92	43	78
ENSG00000239788	15950	333	256	286	305	219
ENSG00000246601	2850	43	95	45	51	75
ENSG00000207496	2150	40	62	74	61	72
ENSG00000144824	2550	41	43	25	36	42
ENSG00000147955	3650	46	28	39	50	31
ENSG00000128723	15600	213	87	135	248	219
ENSG00000192858	3350	63	109	54	108	64
ENSG00000157022	7200	272	244	101	159	74
ENSG00000188555	239400	3942	12323	6280	5703	7436
ENSG00000156663	7450	335	126	445	383	335
ENSG00000197310	250	3	6	5	5	15
ENSG00000225427	382700	7016	4073	3734	4651	3502
ENSG00000128582	9850	354	247	310	334	326
ENSG00000138390	1350	19	19	27	26	37
ENSG00000169130	55550	911	864	1235	920	905
ENSG00000166674	8450	99	173	139	284	222
ENSG00000161916	1450	42	70	57	41	53
ENSG00000209480	2900	40	31	42	48	47
ENSG00000157421	1400	13	19	37	12	30
ENSG00000140093	12400	193	218	145	177	163
ENSG00000112246	53650	1472	2058	792	1251	730
ENSG00000100153	5200	73	62	74	101	73
ENSG00000232958	22800	436	361	458	467	264
ENSG00000171611	395250	5305	8737	6393	5871	4216
ENSG00000119217	450	13	14	8	16	9
ENSG00000220741	9950	353	281	263	258	344
ENSG00000195709	4300	119	82	106	74	55
ENSG00000168339	750	22	13	5	12	21
ENSG00000168766	850	19	20	19	26	30
ENSG00000146351	4650	187	171	204	133	138
ENSG00000203731	23200	345	209	323	217	261
ENSG00000236226	2450	61	33	84	56	70
ENSG00000108020	9450	197	142	126	130	198
ENSG00000107496	31100	484	546	1166	441	687
ENSG00000197408	11750	174	454	194	423	173
ENSG00000183207	35750	477	899	417	1214	923
ENSG00000211737	19500	294	326	576	431	183
ENSG00000192753	14750	494	228	366	294	255
ENSG00000219805	200250	5491	6562	5858	6650	8311
ENSG00000109039	25600	274	343	767	610	372
ENSG00000133475	7400	145	125	116	116	109
ENSG00000174463	22200	515	518	887	364	659
ENSG00000168975	1250	14	31	26	20	11
ENSG00000237123	3400	127	101	87	70	48
ENSG00000203415	27850	1198	307	920	781	878
ENSG00000247640	29750	562	406	329	343	408
ENSG00000190424	114700	2280	4314	2117	1591	2956
ENSG00000232521	6700	146	108	139	122	193
ENSG00000211801	300	4	14	5	13	4
ENSG00000158867	520800	5006	8177	7632	11282	11113
ENSG00000173245	76400	1954	1433	789	1197	1029
ENSG00000154014	850	17	21	10	16	18
ENSG00000192819	104750	2324	1738	2159	1466	1360
ENSG00000136100	10850	106	206	70	151	277
ENSG00000231455	100	2	2	2	1	2
ENSG00000216836	4300	59	37	51	63	79
ENSG00000112841	850	83	29	39	30	45
ENSG00000213819	255950	5108	2416	3909	3001	3401
ENSG00000223375	2000	26	47	34	20	22
ENSG00000205768	3700	82	32	74	100	77
ENSG00000190595	6600	74	76	50	80	100
ENSG00000133877	2950	57	57	65	72	48
ENSG00000143659	1300	13	27	20	15	10
ENSG00000164921	9550	144	204	141	140	207
ENSG00000193130	84000	2005	908	1125	946	1675
ENSG00000215670	22300	596	684	436	647	484
ENSG00000186114	1400	16	65	19	15	23
ENSG00000123581	350	11	12	10	5	17
ENSG00000222967	12950	200	196	202	138	283
ENSG00000111520	1650	23	26	50	32	49
ENSG00000211491	2900	53	50	31	45	25
ENSG00000150629	250	3	6	4	4	7
ENSG00000112835	316900	7075	3568	6901	6815	6148
ENSG00000142970	21000	732	778	804	1032	1162
ENSG00000201650	1200	29	24	14	24	19
ENSG00000224912	58700	917	1053	589	1171	1251
ENSG00000245860	141250	1175	2277	1389	3500	3023
ENSG00000153699	100	2	1	4	2	2
ENSG00000157130	3150	40	15	47	84	56
ENSG00000216987	2550	92	81	76	116	46
ENSG00000222500	25000	493	708	468	500	573
ENSG00000213433	4400	147	114	97	60	201
ENSG00000155532	6750	71	105	65	64	31
ENSG00000248098	2250	134	108	136	151	159
ENSG00000215673	221200	4860	4379	5694	6666	6950
ENSG00000116074	671700	9387	3943	9115	21079	11057
ENSG00000243789	2300	57	30	60	50	52
ENSG00000182288	1400	33	32	19	36	37
ENSG00000228499	1828550	35545	21265	26553	22362	29878
ENSG00000211949	1450	25	7	13	23	10
ENSG00000181144	1700	29	48	45	44	30
ENSG00000122183	8800	206	116	76	150	136
ENSG00000129402	28900	242	310	271	411	381
ENSG00000218857	83000	1167	1479	654	788	948
ENSG00000199416	9400	200	226	175	335	291
ENSG00000107853	1400	41	33	29	39	13
ENSG00000213124	17550	600	313	218	336	461
ENSG00000189720	20900	240	195	283	245	203
ENSG00000122506	345050	6970	8476	8335	5070	4699
ENSG00000111926	4100	202	124	75	106	115
ENSG00000183544	300	9	10	8	8	6
ENSG00000134825	450	8	21	11	23	11
ENSG00000136275	161950	2063	3158	1490	2596	3505
ENSG00000219675	3700	43	45	48	18	71
ENSG00000235390	150	4	1	0	6	1
ENSG00000122737	3650	28	30	56	43	44
ENSG00000205426	9950	134	261	91	118	122
ENSG00000198485	68100	1249	1071	1249	1692	1285
ENSG00000248078	450	15	8	11	9	10
ENSG00000161076	14850	429	571	711	423	647
ENSG00000163460	33800	503	316	588	571	455
ENSG00000175100	1150	46	36	44	34	38
ENSG00000100642	5600	95	82	105	61	121
ENSG00000173879	307550	6846	5987	3423	3399	6575
ENSG00000110153	258300	3623	5307	5769	5275	3140
ENSG00000114971	64000	518	814	862	1171	815
ENSG00000127428	7250	244	219	217	552	124
ENSG00000200086	104250	1092	1111	869	1125	1413
ENSG00000246543	3700	110	153	109	97	120
ENSG00000231277	6550	114	74	144	114	60
ENSG00000103143	1800	26	37	20	27	30
ENSG00000217435	6950	164	172	196	155	100
ENSG00000207797	6200	113	118	179	114	99
ENSG00000114597	924150	27199	50721	23579	33784	40145
ENSG00000227057	5850	108	81	150	148	120
ENSG00000151958	81800	2057	1985	1526	1424	2591
ENSG00000203466	111450	1658	1726	1441	2357	2362
ENSG00000119104	4350	118	90	56	161	89
ENSG00000199113	64650	1402	1619	1565	2260	1039
ENSG00000162633	0	0	1	1	2	5
ENSG00000117832	5900	245	173	147	160	215
ENSG00000216087	30700	646	878	1068	539	622
ENSG00000235852	50	1	3	1	0	4
ENSG00000203705	500	13	13	12	11	15
ENSG00000151660	55600	1688	558	1050	955	1577
ENSG00000177692	8050	91	29	99	104	36
ENSG00000122375	1150	9	9	14	12	21
ENSG00000195326	3900	41	121	77	43	48
ENSG00000142980	1950	32	37	38	60	34
ENSG00000133195	45400	665	805	971	550	498
ENSG00000246142	13550	199	218	394	483	289
ENSG00000176263	2750	44	117	38	68	107
ENSG00000241149	2050	29	23	27	42	51
ENSG00000141991	7850	149	80	68	66	132
ENSG00000103487	96900	2088	2711	3166	2274	1415
ENSG00000239334	9550	326	218	195	271	370
ENSG00000238263	33700	363	242	418	395	449
ENSG00000239168	5700	54	59	91	141	110
ENSG00000179382	800	2	11	6	16	16
ENSG00000126539	1200	50	35	41	31	32
ENSG00000197052	20000	706	403	703	487	524
ENSG00000151599	9000	148	167	150	216	169
ENSG00000220757	1400	26	25	20	24	30
ENSG00000111276	50	9	2	11	4	6
ENSG00000233582	4000	130	118	96	197	100
ENSG00000190817	3100	86	90	95	45	52
ENSG00000122698	2000	57	73	116	48	96
ENSG00000223042	2900	53	78	46	116	91
ENSG00000239107	13900	110	272	238	252	359
ENSG00000207106	8000	427	313	190	393	255
ENSG00000130055	37650	731	1341	1201	981	689
ENSG00000235902	54650	1178	487	721	1002	1429
ENSG00000204193	64950	2743	1859	992	1191	2309
ENSG00000198289	39700	800	553	564	643	528
ENSG00000164002	3500	33	71	58	136	68
ENSG00000126202	8800	119	90	171	109	132
ENSG00000213889	21350	220	368	371	391	443
ENSG00000169768	4350	110	120	66	46	79
ENSG00000159701	17200	537	523	392	462	272
ENSG00000237497	70150	1506	1661	1246	1758	2064
ENSG00000242047	1600	27	14	21	30	32
ENSG00000172961	200	2	6	2	1	6
ENSG00000109798	71300	2084	1618	1916	2765	1652
ENSG00000204450	9700	140	140	249	102	147
ENSG00000220073	25400	521	450	560	261	277
ENSG00000152777	200	14	14	2	8	9
ENSG00000244641	201850	4604	3879	5349	7129	8681
ENSG00000224483	40650	664	278	524	392	377
ENSG00000104547	7000	28	142	113	110	98
ENSG00000121939	2300	99	47	41	83	41
ENSG00000181104	5050	166	195	132	297	148
ENSG00000110984	8300	104	87	73	109	105
ENSG00000242437	5150	89	55	41	70	111
ENSG00000156050	200	16	24	5	10	12
ENSG00000198932	111800	1588	2506	1845	1065	1567
ENSG00000167601	5750	90	95	60	146	191
ENSG00000121415	7550	106	106	155	158	152
ENSG00000246738	12100	129	138	161	205	115
ENSG00000165605	0	1	1	0	3	1
ENSG00000118523	22550	541	309	446	347	500
ENSG00000182711	6400	89	70	66	68	66
ENSG00000143463	3850	67	67	69	74	44
ENSG00000106298	7050	101	169	118	201	161
ENSG00000170785	850	16	27	16	15	15
ENSG00000111874	31050	633	1105	955	606	1034
ENSG00000107097	2200	34	19	31	41	33
ENSG00000102220	1100	15	24	17	21	23
ENSG00000124794	2050	7	37	23	21	39
ENSG00000154772	10900	195	130	158	97	137
ENSG00000157376	30950	1989	663	362	359	775
ENSG00000172149	2200	48	47	44	38	79
ENSG00000122691	650	3	3	7	5	7
ENSG00000222511	68750	1177	1608	1144	1794	1183
ENSG00000184861	600	8	14	14	4	15
ENSG00000187816	83300	1855	590	1065	2218	1785
ENSG00000148155	6000	96	143	245	125	100
ENSG00000178972	1400	51	22	32	15	35
ENSG00000116900	1550	32	62	47	71	49
ENSG00000117233	14550	481	275	361	414	366
ENSG00000129086	34100	601	570	1274	652	777
ENSG00000190215	3700	94	104	65	128	91
ENSG00000176788	48250	800	714	727	999	781
ENSG00000121994	329900	11038	9547	10983	9182	5571
ENSG00000244210	3300	68	68	130	82	119
ENSG00000131138	600	15	12	10	20	10
ENSG00000119297	600	22	20	13	35	22
ENSG00000181944	350	20	8	12	5	8
ENSG00000194820	1400	23	19	50	28	39
ENSG00000211653	1950	20	23	19	33	41
ENSG00000111233	250	8	1	7	17	8
ENSG00000175980	19350	551	342	396	423	432
ENSG00000186849	100	3	4	0	1	1
ENSG00000176230	300	10	8	6	17	6
ENSG00000100309	460050	12038	4784	5870	8038	4937
ENSG00000143441	55650	1693	2677	1344	947	1155
ENSG00000114605	19400	301	423	449	477	508
ENSG00000134335	18900	159	224	381	413	491
ENSG00000130186	144750	3765	2824	6007	4720	4337
ENSG00000147422	23250	440	180	405	506	567
ENSG00000198610	11850	225	162	157	157	205
ENSG00000190877	550	15	25	11	14	13
ENSG00000221601	5450	164	132	116	106	138
ENSG00000243037	1700	21	31	31	37	36
ENSG00000173893	1150	39	46	25	25	49
ENSG00000112290	2600	14	27	27	28	38
ENSG00000212687	9050	247	80	110	130	90
ENSG00000121231	2850	34	118	69	117	82
ENSG00000100623	62150	426	1240	601	734	803
ENSG00000240360	150	18	9	10	12	7
ENSG00000179801	4300	62	44	132	89	138
ENSG00000102483	385400	7435	5649	5953	4073	4351
ENSG00000137668	7900	100	212	77	119	41
ENSG00000200906	80000	1016	1352	1471	1058	1565
ENSG00000214059	63000	1708	1511	1425	918	935
ENSG00000200143	48550	1798	1380	1673	814	2457
ENSG00000190891	37350	791	570	918	550	525
ENSG00000109807	600	15	10	7	12	9
ENSG00000108927	3950	58	106	85	84	121
ENSG00000114264	2600	57	40	54	94	103
ENSG00000146975	50	4	2	10	9	6
ENSG00000223369	2150	39	53	75	54	65
ENSG00000181411	1000	7	7	10	6	16
ENSG00000106075	100	7	4	5	4	5
ENSG00000162185	7250	319	227	181	259	364
ENSG00000131331	9550	159	150	75	114	142
ENSG00000125528	1600	54	60	22	41	41
ENSG00000231421	600	17	16	16	25	13
ENSG00000220644	1200	52	67	26	30	45
ENSG00000137652	4900	68	55	39	80	52
ENSG00000164011	2300	50	59	63	54	72
ENSG00000220344	7000	110	170	117	202	57
ENSG00000240243	2350	53	35	64	19	73
ENSG00000170196	20000	309	372	243	493	662
ENSG00000104565	15000	360	501	372	303	588
ENSG00000223660	18900	380	275	294	220	501
ENSG00000220802	2250	45	42	27	60	32
ENSG00000146245	2000	44	54	43	26	60
ENSG00000125509	24500	358	303	384	213	618
ENSG00000222630	4200	61	28	71	99	71
ENSG00000181108	4400	192	73	145	167	97
ENSG00000235847	100	0	2	0	1	2
ENSG00000105576	50	2	0	0	2	0
ENSG00000208830	9550	269	285	221	352	258
ENSG00000118572	14050	346	481	204	384	280
ENSG00000222022	123050	1780	2092	2120	2371	1325
ENSG00000154577	40850	890	467	465	333	627
ENSG00000126268	5000	196	212	252	205	187
ENSG00000198945	4600	158	176	134	165	164
ENSG00000160162	1000	8	7	6	9	7
ENSG00000121707	23850	1213	709	570	1188	812
ENSG00000180001	1250	70	52	75	79	40
ENSG00000248334	23700	462	578	265	873	538
ENSG00000124839	6950	262	151	289	291	107
ENSG00000165584	13650	223	264	259	118	224
ENSG00000104510	38000	822	539	946	834	1501
ENSG00000129355	1650	77	93	59	50	45
ENSG00000225845	1750	42	66	47	53	65
ENSG00000245642	1350	22	40	34	17	17
ENSG00000219524	3550	92	58	33	96	56
ENSG00000229404	201500	3064	3735	2424	4828	4418
ENSG00000231057	4100	36	68	73	84	83
ENSG00000245443	59900	807	1107	1419	2000	2261
ENSG00000226976	50950	562	1165	796	881	1277
ENSG00000142868	33850	766	620	1073	840	885
ENSG00000244885	43450	725	432	406	637	1699
ENSG00000165990	850	21	19	10	21	14
ENSG00000182916	14900	361	276	178	268	329
ENSG00000165524	145250	4544	4947	4967	4239	2865
ENSG00000233578	1500	42	31	53	35	31
ENSG00000212921	5100	170	140	149	190	143
ENSG00000100862	1250	29	41	39	44	26
ENSG00000223146	7650	125	237	430	359	204
ENSG00000235937	500	10	11	28	14	12
ENSG00000102391	126150	4006	4111	4319	2306	3746
ENSG00000241268	5550	94	62	59	108	89
ENSG00000142303	500	13	4	0	5	7
ENSG00000174111	167800	3443	5133	3450	5513	6879
ENSG00000188913	50950	1275	579	805	991	1092
ENSG00000227418	23300	614	575	353	306	513
ENSG00000135137	30500	426	314	427	247	384
ENSG00000148117	2800	58	114	100	56	53
ENSG00000139745	3050	48	98	82	91	88
ENSG00000146688	24400	696	670	469	421	562
ENSG00000223348	51050	690	358	824	588	843
ENSG00000130385	65100	859	807	830	818	1113
ENSG00000209139	14450	234	241	213	215	383
ENSG00000171850	3150	44	35	70	53	63
ENSG00000241200	6350	116	90	94	37	160
ENSG00000133351	105050	1642	1444	2107	704	1520
ENSG00000231575	193150	2631	2172	1654	2350	2648
ENSG00000110180	3600	98	65	28	73	78
ENSG00000136935	4450	78	74	37	96	83
ENSG00000219482	86700	1371	1296	2101	917	2023
ENSG00000247301	30000	632	367	1099	638	990
ENSG00000105935	47200	474	805	322	338	514
ENSG00000196693	750	3	5	11	15	19
ENSG00000197854	1550	42	29	71	70	59
ENSG00000106165	2350	36	59	25	50	32
ENSG00000175068	18650	339	202	230	171	221
ENSG00000187725	300	5	4	7	3	9
ENSG00000180197	88850	2375	2454	2357	2323	2858
ENSG00000140976	19750	315	321	254	234	347
ENSG00000241229	20400	236	424	366	360	562
ENSG00000244726	400	12	5	6	14	7
ENSG00000187482	3500	236	133	167	108	131
ENSG00000142281	154300	1082	1789	1139	1989	1737
ENSG00000125669	500	4	16	5	4	7
ENSG00000113179	5850	292	180	197	219	219
ENSG00000247920	54400	573	1072	598	511	787
ENSG00000242271	1300	39	23	27	49	7
ENSG00000163143	62100	573	733	945	569	718
ENSG00000193202	3050	57	120	106	80	23
ENSG00000100449	110700	1574	2638	1475	823	1360
ENSG00000223215	19450	464	451	237	520	197
ENSG00000168793	12450	177	279	253	206	132
ENSG00000158743	249100	11292	8459	9861	11682	9932
ENSG00000214079	27800	678	523	1126	691	932
ENSG00000185267	79850	2144	2269	610	2140	2415
ENSG00000239059	850	10	10	12	13	12
ENSG00000162132	2650	23	23	40	26	46
ENSG00000144467	58450	702	725	596	760	365
ENSG00000150179	56600	1072	659	451	811	837
ENSG00000165031	7750	170	112	110	151	104
ENSG00000240648	20650	1104	830	565	531	620
ENSG00000143928	900	18	13	17	11	17
ENSG00000187263	15300	136	282	221	237	235
ENSG00000133727	700	14	9	14	12	13
ENSG00000106282	17600	442	301	380	171	330
ENSG00000222298	1650	19	35	57	29	74
ENSG00000183614	3200	40	25	44	42	74
ENSG00000145384	10550	269	177	76	143	80
ENSG00000173939	250050	4385	6249	2892	6354	7168
ENSG00000157499	1150	8	16	27	17	15
ENSG00000118424	1700	27	35	27	46	24
ENSG00000239846	39350	843	1025	1390	1192	1286
ENSG00000200030	5450	41	54	24	53	79
ENSG00000148691	533800	6079	3744	4200	4263	5752
ENSG00000237873	10600	164	351	152	228	227
ENSG00000100688	6600	137	196	150	192	192
ENSG00000138167	9050	299	101	377	418	186
ENSG00000233617	288450	5338	3490	4565	3003	5060
ENSG00000200319	35950	839	749	518	743	343
ENSG00000237889	26850	584	227	395	226	365
ENSG00000202163	12550	123	324	134	222	334
ENSG00000239489	250	8	5	6	1	6
ENSG00000174869	900	17	15	16	36	11
ENSG00000221383	151700	2716	1932	2336	2340	3108
ENSG00000222907	19200	590	696	473	1071	280
ENSG00000119236	14700	165	447	431	475	615
ENSG00000153977	17000	542	715	387	606	592
ENSG00000168945	3350	42	38	24	40	40
ENSG00000166516	8100	531	369	196	270	209
ENSG00000171497	1400	24	24	32	17	27
ENSG00000123596	19600	300	224	339	347	342
ENSG00000148507	1200	18	42	37	25	26
ENSG00000157921	3900	97	67	104	100	109
ENSG00000238635	17700	219	473	227	221	429
ENSG00000221483	3650	94	64	61	61	39
ENSG00000126433	22150	431	470	418	498	248
ENSG00000200993	28800	432	238	535	324	391
ENSG00000190600	6100	296	320	151	225	230
ENSG00000214926	77400	1907	1478	867	1066	1956
ENSG00000130343	250	2	8	2	11	7
ENSG00000153485	0	6	4	8	6	8
ENSG00000196351	26800	402	619	546	394	332
ENSG00000150679	49100	1750	1001	966	822	1301
ENSG00000244298	449050	11986	4627	3784	9386	6445
ENSG00000143482	25250	535	876	517	767	250
ENSG00000109582	22150	485	1154	1139	330	763
ENSG00000211113	1350	12	27	32	20	18
ENSG00000146707	27850	668	640	883	611	713
ENSG00000210969	25200	589	482	759	482	383
ENSG00000247015	700	15	17	16	14	11
ENSG00000210675	1150	24	23	21	19	25
ENSG00000235760	8050	126	74	202	102	122
ENSG00000145400	10250	337	194	210	260	256
ENSG00000219720	0	0	3	2	2	0
ENSG00000220701	11400	186	182	124	201	188
ENSG00000159511	14500	350	203	113	218	275
ENSG00000153655	6700	93	155	94	76	94
ENSG00000216832	11150	248	363	222	262	154
ENSG00000215518	16100	363	476	406	254	366
ENSG00000228736	350	20	13	12	10	19
ENSG00000234039	18000	387	205	219	336	444
ENSG00000200373	4100	81	55	52	103	83
ENSG00000246177	1350	33	14	17	16	33
ENSG00000178393	10300	154	128	263	131	206
ENSG00000101821	192700	1736	2040	1941	3139	1911
ENSG00000233902	150	4	13	11	5	11
ENSG00000236421	400	6	5	2	2	3
ENSG00000207207	200	7	3	4	5	5
ENSG00000157131	558050	6245	7807	7475	9518	8705
ENSG00000165132	6050	77	91	69	97	74
ENSG00000181679	6550	128	136	138	130	250
ENSG00000206978	2050	26	33	39	37	29
ENSG00000232032	600	26	15	18	11	22
ENSG00000162933	100	1	3	1	3	3
ENSG00000127235	13150	224	172	196	222	283
ENSG00000171964	8900	304	246	162	277	161
ENSG00000233999	150	3	2	3	2	3
ENSG00000164675	600	16	11	21	29	16
ENSG00000100362	1800	49	25	21	39	25
ENSG00000183426	7500	108	194	122	141	124
ENSG00000161123	10300	248	294	233	210	214
ENSG00000171659	82400	2053	1450	684	1762	1030
ENSG00000179722	121250	2034	2295	1682	2882	4326
ENSG00000211879	63950	849	1079	914	966	2664
ENSG00000242138	120450	1154	1787	2424	789	2210
ENSG00000244727	600	13	29	14	16	11
ENSG00000142408	2700	33	61	24	39	97
ENSG00000129664	33900	1724	2058	1785	1291	1228
ENSG00000226376	16050	160	357	237	335	181
ENSG00000183943	6150	136	97	129	124	84
ENSG00000234205	150	5	3	3	2	4
ENSG00000204333	100	2	4	0	2	5
ENSG00000213309	52100	872	479	361	550	886
ENSG00000205663	15800	140	208	440	246	224
ENSG00000143564	3000	101	92	85	56	72
ENSG00000212700	5850	42	45	40	73	59
ENSG00000122734	400	5	7	4	7	5
ENSG00000103657	33650	172	314	323	260	334
ENSG00000104199	88900	864	841	1164	1769	1511
ENSG00000228031	123000	2199	4179	2527	3507	7104
ENSG00000220094	7000	74	112	92	96	122
ENSG00000214097	2800	51	78	99	140	124
ENSG00000133707	1150	10	16	14	9	19
ENSG00000146007	68250	1943	961	1359	1904	1881
ENSG00000117128	214150	4757	2852	2431	4651	3024
ENSG00000116542	2050	31	28	29	47	36
ENSG00000192056	14650	143	147	230	306	227
ENSG00000104437	10950	134	237	243	155	115
ENSG00000200266	1900	46	24	29	80	48
ENSG00000236661	50	0	1	2	0	0
ENSG00000149951	3500	50	81	125	43	69
ENSG00000189265	24450	676	308	339	454	310
ENSG00000125569	350	7	12	8	11	8
ENSG00000153207	1650	34	17	32	26	48
ENSG00000133065	50	0	2	0	0	0
ENSG00000207731	45900	2197	800	1996	1648	2753
ENSG00000193266	13750	299	286	287	610	364
ENSG00000161362	6750	149	151	304	77	133
ENSG00000171118	5150	67	68	81	76	76
ENSG00000189235	1300	29	36	54	30	58
ENSG00000118705	4600	167	170	96	124	122
ENSG00000111445	3950	56	80	130	65	99
ENSG00000137958	3600	77	81	93	75	111
ENSG00000165839	8650	121	90	110	148	100
ENSG00000187722	7950	224	260	220	146	132
ENSG00000226612	112700	2222	2257	2729	4218	1495
ENSG00000212087	300	6	18	3	6	6
ENSG00000241645	10300	96	158	357	463	325
ENSG00000151070	1550	34	56	48	42	28
ENSG00000171856	400	23	23	31	18	9
ENSG00000124135	100	1	2	1	1	1
ENSG00000198946	34450	436	487	489	585	537
ENSG00000158961	650	11	11	16	10	13
ENSG00000204816	900	34	13	45	48	19
ENSG00000165334	17150	507	200	353	427	313
ENSG00000179381	250	14	18	5	15	16
ENSG00000117537	7900	150	74	72	151	129
ENSG00000223757	8450	132	90	81	94	114
ENSG00000239557	69850	658	572	920	565	748
ENSG00000196633	41400	826	826	970	1393	586
ENSG00000131578	2900	29	12	36	23	21
ENSG00000212840	63750	521	444	957	1321	1041
ENSG00000145219	4500	120	141	81	121	85
ENSG00000232165	8050	199	175	190	321	186
ENSG00000188662	5950	91	125	54	76	60
ENSG00000110081	17000	497	465	347	667	865
ENSG00000105112	1250	8	12	15	2	14
ENSG00000135681	14150	214	164	227	215	255
ENSG00000125792	67650	778	1959	718	677	1973
ENSG00000114157	5300	74	64	99	77	38
ENSG00000119622	357950	5438	4786	11130	8722	10330
ENSG00000234849	1850	22	28	52	22	21
ENSG00000185645	9000	249	217	209	228	124
ENSG00000100045	5000	41	82	45	60	52
ENSG00000120974	1350	34	12	28	39	28
ENSG00000235605	900	16	17	6	7	15
ENSG00000177388	3800	36	46	37	41	51
ENSG00000159908	3600	137	106	108	125	112
ENSG00000226693	800	28	22	27	26	43
ENSG00000230996	57450	781	659	993	708	665
ENSG00000133401	137850	2520	3079	2839	4252	3549
ENSG00000124841	200	3	8	3	5	0
ENSG00000129281	32500	801	618	458	574	627
ENSG00000192261	5350	287	148	133	257	201
ENSG00000156787	12000	147	160	249	230	269
