gene_id	GSM2360001	GSM2360002	GSM2360003	GSM2360004	GSM2360005	GSM2360006
ENSMUSG00000110693	910	688	1353	493	398	452
ENSMUSG00000120700	98	187	125	113	64	70
ENSMUSG00000161432	27	24	35	38	30	31
ENSMUSG00000111393	185	263	399	227	198	197
ENSMUSG00000189493	0	0	4	0	2	0
ENSMUSG00000203154	580	524	708	540	809	378
ENSMUSG00000216874	369	489	273	313	427	558
ENSMUSG00000215487	4	4	11	6	10	6
ENSMUSG00000182723	177	132	330	103	102	162
ENSMUSG00000210571	20	25	14	20	28	29
ENSMUSG00000217964	435	772	1386	655	266	518
ENSMUSG00000109044	3	1	2	1	5	1
ENSMUSG00000186783	32	23	30	28	25	40
ENSMUSG00000123679	646	485	834	465	788	443
ENSMUSG00000143120	2303	4068	2875	1148	602	1402
ENSMUSG00000103475	0	3	2	1	0	0
ENSMUSG00000123994	33	39	83	44	79	35
ENSMUSG00000196772	208	352	433	195	394	231
ENSMUSG00000193098	52	52	41	41	52	22
ENSMUSG00000109483	5411	4172	2942	2648	2281	1978
ENSMUSG00000201757	11	25	13	12	10	14
ENSMUSG00000120505	325	236	344	169	369	174
ENSMUSG00000159648	15	17	15	7	24	16
ENSMUSG00000200328	2517	1483	2485	2511	3040	2123
ENSMUSG00000208676	212	349	202	152	91	159
ENSMUSG00000190639	44	103	42	85	78	49
ENSMUSG00000187647	9	4	12	4	7	7
ENSMUSG00000174491	4352	3270	3742	2734	7560	3525
ENSMUSG00000100737	286	486	554	573	960	1100
ENSMUSG00000201197	564	760	708	681	654	718
ENSMUSG00000201509	1188	1415	1171	1255	1006	2697
ENSMUSG00000126506	251	580	211	249	275	353
ENSMUSG00000138709	34	24	30	48	27	28
ENSMUSG00000205945	61	34	13	24	32	21
ENSMUSG00000119826	18	11	46	28	34	32
ENSMUSG00000150943	2570	2336	1866	2309	3670	2544
ENSMUSG00000105695	12	5	18	4	8	12
ENSMUSG00000106370	25	21	52	57	36	46
ENSMUSG00000103624	104	112	75	63	49	84
ENSMUSG00000120715	123	340	295	78	341	245
ENSMUSG00000192468	311	404	369	593	217	475
ENSMUSG00000195358	26	31	26	14	10	11
ENSMUSG00000187532	5	6	8	5	4	3
ENSMUSG00000142663	91	182	58	151	204	196
ENSMUSG00000109126	1124	1631	1957	1858	1717	1168
ENSMUSG00000185201	429	980	594	823	529	512
ENSMUSG00000209948	134	197	158	401	221	326
ENSMUSG00000212874	227	120	119	82	31	85
ENSMUSG00000150083	216	325	193	494	279	223
ENSMUSG00000157121	78	184	204	144	104	65
ENSMUSG00000203462	495	1092	1133	696	1134	1051
ENSMUSG00000113128	24	23	44	25	13	24
ENSMUSG00000188012	123	167	137	150	160	270
ENSMUSG00000142197	56	143	130	52	96	134
ENSMUSG00000155785	989	1005	792	335	356	590
ENSMUSG00000184436	323	187	228	205	122	215
ENSMUSG00000184555	10450	11735	20399	29742	17820	22825
ENSMUSG00000149797	2898	1557	3408	2755	3170	3018
ENSMUSG00000167726	1373	2763	2450	3794	2988	2438
ENSMUSG00000143690	3	5	9	3	1	0
ENSMUSG00000118709	76	95	71	82	154	53
ENSMUSG00000132281	43	55	38	32	25	60
ENSMUSG00000200999	521	298	307	374	441	321
ENSMUSG00000139634	3	1	4	0	0	0
ENSMUSG00000136460	1340	878	2294	1018	2223	2038
ENSMUSG00000146948	1536	1121	917	1161	1394	1225
ENSMUSG00000140911	7	12	13	9	9	15
ENSMUSG00000165894	15	19	18	16	22	4
ENSMUSG00000215328	33	22	46	36	46	23
ENSMUSG00000132129	243	338	279	133	119	150
ENSMUSG00000129618	1108	1264	1323	508	563	743
ENSMUSG00000120504	11857	10549	7057	6945	15223	7067
ENSMUSG00000183097	249	96	120	88	97	108
ENSMUSG00000145520	892	770	551	612	850	469
ENSMUSG00000158135	226	246	217	186	352	206
ENSMUSG00000120158	3211	5689	8397	4964	6213	8783
ENSMUSG00000128869	578	722	480	518	735	427
ENSMUSG00000119574	2864	2225	2212	1558	1824	4305
ENSMUSG00000120136	12	24	19	27	12	16
ENSMUSG00000156610	185	35	87	133	85	129
ENSMUSG00000192004	19	42	42	22	12	29
ENSMUSG00000207794	3372	4365	1446	2982	2408	1891
ENSMUSG00000201301	446	571	372	890	302	588
ENSMUSG00000174277	109	119	92	115	146	81
ENSMUSG00000215388	76	139	87	58	43	58
ENSMUSG00000145393	246	431	445	337	403	448
ENSMUSG00000127754	49	35	28	69	24	42
ENSMUSG00000169852	49	23	14	20	26	22
ENSMUSG00000119505	462	298	291	290	337	512
ENSMUSG00000168742	26057	15905	13101	17818	29096	29078
ENSMUSG00000104918	302	137	156	79	72	123
ENSMUSG00000205827	31	71	56	26	94	61
ENSMUSG00000113339	12	16	13	17	14	19
ENSMUSG00000183354	5	14	16	9	21	4
ENSMUSG00000194091	656	251	412	434	462	474
ENSMUSG00000146705	501	1522	958	1083	369	611
ENSMUSG00000126448	103	66	253	212	226	176
ENSMUSG00000175175	193	229	226	271	431	346
ENSMUSG00000212428	176	183	284	166	124	322
ENSMUSG00000122285	289	200	230	269	204	252
ENSMUSG00000161482	6	6	10	6	8	6
ENSMUSG00000169632	45	58	33	73	76	113
ENSMUSG00000198674	141	177	303	173	212	253
ENSMUSG00000115300	38	35	26	23	34	47
ENSMUSG00000169721	45	51	38	43	54	43
ENSMUSG00000213618	39	40	37	18	41	27
ENSMUSG00000114196	46	59	104	52	100	91
ENSMUSG00000152013	733	871	698	829	661	981
ENSMUSG00000189494	105	85	50	139	134	68
ENSMUSG00000141562	149	79	134	114	40	75
ENSMUSG00000179500	611	609	916	455	893	671
ENSMUSG00000140760	415	475	375	727	397	692
ENSMUSG00000136515	3016	2637	3036	5939	4636	2769
ENSMUSG00000125815	7	2	2	1	1	4
ENSMUSG00000218826	496	843	530	511	907	516
ENSMUSG00000168813	42	46	69	51	57	70
ENSMUSG00000132630	250	183	178	264	185	169
ENSMUSG00000197549	756	623	401	658	1174	1159
ENSMUSG00000126164	1554	968	2172	1235	2037	1061
ENSMUSG00000212626	962	982	1793	1559	1633	1474
ENSMUSG00000198653	189	215	294	187	158	265
ENSMUSG00000131645	2932	4456	2556	2207	6811	3827
ENSMUSG00000120237	73	111	42	74	139	48
ENSMUSG00000168468	127	91	121	151	136	157
ENSMUSG00000162101	459	658	821	532	662	546
ENSMUSG00000121749	54	51	58	31	45	73
ENSMUSG00000129554	6772	13344	17570	20432	17254	12918
ENSMUSG00000114517	1928	1345	758	1413	1121	839
ENSMUSG00000156447	11102	8490	15305	14598	12148	9993
ENSMUSG00000140883	175	166	97	137	276	60
ENSMUSG00000146479	55	108	62	93	54	56
ENSMUSG00000163669	105	186	249	138	178	137
ENSMUSG00000117028	749	1128	667	671	829	623
ENSMUSG00000191431	36	43	50	29	72	21
ENSMUSG00000188511	395	347	233	349	429	389
ENSMUSG00000158581	209	165	110	114	131	101
ENSMUSG00000125372	3426	1991	3945	3819	2440	5109
ENSMUSG00000153546	38	31	56	65	47	43
ENSMUSG00000188024	1194	1275	1253	959	1121	1197
ENSMUSG00000195978	36	36	40	49	22	40
ENSMUSG00000139186	17	21	34	18	17	21
ENSMUSG00000208572	26	32	41	25	58	54
ENSMUSG00000124600	14	14	15	7	12	6
ENSMUSG00000156502	293	372	220	260	181	147
ENSMUSG00000158648	1484	793	1650	1373	929	1479
ENSMUSG00000198857	213	283	223	159	217	179
ENSMUSG00000173482	483	823	826	520	456	678
ENSMUSG00000149758	3942	2945	5536	3542	6164	1832
ENSMUSG00000203345	610	231	571	215	223	287
ENSMUSG00000124351	306	293	163	224	222	226
ENSMUSG00000168507	99	66	121	70	79	45
ENSMUSG00000150747	6	7	5	4	1	7
ENSMUSG00000178652	1935	2013	1842	643	929	621
ENSMUSG00000153944	5	4	6	2	7	6
ENSMUSG00000198129	1709	1125	1172	642	541	290
ENSMUSG00000199890	96	83	86	199	114	110
ENSMUSG00000194023	2567	2824	3223	1194	1678	1148
ENSMUSG00000197038	134	119	154	158	188	309
ENSMUSG00000215627	43	25	12	21	30	17
ENSMUSG00000102765	389	554	364	309	223	470
ENSMUSG00000169148	55	38	49	30	35	48
ENSMUSG00000164532	82	54	62	73	165	132
ENSMUSG00000167046	192	97	137	160	163	249
ENSMUSG00000192732	108	84	77	123	119	96
ENSMUSG00000103167	91	47	80	64	99	92
ENSMUSG00000210855	20	34	19	29	30	35
ENSMUSG00000132189	112	101	79	60	73	181
ENSMUSG00000144093	1	1	5	5	1	0
ENSMUSG00000172392	59	73	91	96	82	115
ENSMUSG00000110960	21	16	9	17	14	14
ENSMUSG00000101038	913	1629	1367	1930	1237	1080
ENSMUSG00000215817	1856	1449	2584	582	2413	1424
ENSMUSG00000169505	6	3	2	0	5	4
ENSMUSG00000211474	168	282	191	192	169	194
ENSMUSG00000116319	107	91	73	58	119	196
ENSMUSG00000126062	26	14	21	22	23	22
ENSMUSG00000104921	589	377	752	554	350	207
ENSMUSG00000110685	33	26	42	63	58	85
ENSMUSG00000203600	11	10	2	9	1	2
ENSMUSG00000111479	63	127	87	82	101	95
ENSMUSG00000193144	51	89	98	113	100	203
ENSMUSG00000201996	194	276	284	266	205	191
ENSMUSG00000100721	18	13	17	10	14	11
ENSMUSG00000196288	522	558	430	456	257	792
ENSMUSG00000134083	581	822	678	673	591	739
ENSMUSG00000138879	10	15	21	20	30	33
ENSMUSG00000185957	134	62	68	37	36	37
ENSMUSG00000219800	106	63	95	196	109	115
ENSMUSG00000169456	37	58	38	30	36	36
ENSMUSG00000135760	4104	6287	9178	5421	3197	6775
ENSMUSG00000190646	134	226	220	360	197	261
ENSMUSG00000141742	32	12	16	19	19	27
ENSMUSG00000160755	33	20	39	24	6	49
ENSMUSG00000119975	154	90	129	161	152	208
ENSMUSG00000107940	9771	13216	14582	13880	11520	5453
ENSMUSG00000170725	95	47	114	108	195	104
ENSMUSG00000120347	707	489	246	168	152	291
ENSMUSG00000171888	303	338	260	593	406	373
ENSMUSG00000136279	209	124	139	133	129	134
ENSMUSG00000176855	22524	26243	12101	10714	14592	18316
ENSMUSG00000182464	73	45	28	50	38	56
ENSMUSG00000179871	542	642	791	527	560	823
ENSMUSG00000143588	230	152	241	175	294	115
ENSMUSG00000128190	704	799	263	441	516	700
ENSMUSG00000210135	18	10	8	22	8	12
ENSMUSG00000144060	4600	5753	4069	5610	2726	5269
ENSMUSG00000136463	222	257	277	115	216	93
ENSMUSG00000178474	107	121	278	175	200	170
ENSMUSG00000148582	19	28	40	33	15	43
ENSMUSG00000207743	39	39	46	29	26	44
ENSMUSG00000191127	736	735	779	382	582	341
ENSMUSG00000173944	852	873	585	578	779	772
ENSMUSG00000113514	1030	1078	1695	1113	578	558
ENSMUSG00000111519	694	1616	2004	2954	1574	1839
ENSMUSG00000120856	428	590	534	540	739	361
ENSMUSG00000169037	171	106	323	265	159	78
ENSMUSG00000218813	450	1174	973	323	607	909
ENSMUSG00000150715	596	403	450	262	529	450
ENSMUSG00000157135	197	226	214	154	154	77
ENSMUSG00000190422	837	710	624	1206	712	953
ENSMUSG00000143792	1286	3037	2503	2771	1480	2578
ENSMUSG00000212487	168	139	166	266	204	363
ENSMUSG00000198962	57	64	88	49	58	59
ENSMUSG00000168872	658	343	483	791	556	512
ENSMUSG00000189414	4601	2678	7059	8763	6090	9860
ENSMUSG00000187714	72	113	70	106	55	143
ENSMUSG00000154325	139	141	300	152	147	173
ENSMUSG00000144840	101	115	179	165	95	73
ENSMUSG00000193122	1488	3203	1642	1603	2233	2452
ENSMUSG00000125631	3	1	1	3	7	7
ENSMUSG00000214379	284	257	503	379	268	310
ENSMUSG00000215861	1329	2213	1734	2286	1294	1183
ENSMUSG00000124950	25	25	42	39	29	42
ENSMUSG00000108777	3515	2574	3381	2260	3619	2321
ENSMUSG00000179557	646	324	401	546	465	249
ENSMUSG00000210713	79	39	73	66	55	58
ENSMUSG00000166936	307	201	238	352	229	195
ENSMUSG00000110186	5	16	3	4	10	3
ENSMUSG00000122045	45	58	45	42	69	42
ENSMUSG00000145295	5165	5566	6190	6301	3074	3255
ENSMUSG00000212486	47	36	10	34	18	32
ENSMUSG00000117280	4827	5559	7345	6224	5846	4576
ENSMUSG00000138137	113	138	168	193	120	161
ENSMUSG00000152736	1682	2277	1688	895	1024	1333
ENSMUSG00000106745	153	200	129	440	104	134
ENSMUSG00000160145	0	1	3	1	4	1
ENSMUSG00000156718	33	54	63	31	17	49
ENSMUSG00000155243	426	333	167	102	186	198
ENSMUSG00000164693	14	13	26	17	9	15
ENSMUSG00000154839	18	13	15	8	11	10
ENSMUSG00000128562	396	252	417	327	285	221
ENSMUSG00000160998	38	38	28	37	49	36
ENSMUSG00000216493	12	4	6	2	5	4
ENSMUSG00000125918	20	43	37	25	34	44
ENSMUSG00000129761	673	792	1208	832	549	1533
ENSMUSG00000202961	68	50	53	30	47	37
ENSMUSG00000167256	1069	1137	945	777	1366	1474
ENSMUSG00000153217	2553	1876	6040	3079	7890	2324
ENSMUSG00000120680	181	148	127	149	202	179
ENSMUSG00000105914	8	12	15	27	22	13
ENSMUSG00000158008	15	6	7	7	13	27
ENSMUSG00000207154	130	104	168	53	123	172
ENSMUSG00000103627	553	717	1060	1079	781	1151
ENSMUSG00000154743	171	167	202	226	219	259
ENSMUSG00000198436	482	177	200	674	437	346
ENSMUSG00000119173	45	62	96	24	93	38
ENSMUSG00000119111	278	237	188	256	322	221
ENSMUSG00000128873	48	95	45	30	59	64
ENSMUSG00000139656	121	86	42	80	91	82
ENSMUSG00000185556	7	17	12	11	11	19
ENSMUSG00000104694	4	8	3	5	6	10
ENSMUSG00000209294	58	53	72	68	65	45
ENSMUSG00000212371	15	16	10	21	24	11
ENSMUSG00000180888	21	13	25	17	6	22
ENSMUSG00000181193	461	477	880	486	563	587
ENSMUSG00000114357	86	131	173	110	89	174
ENSMUSG00000179576	46462	41740	39653	56894	38144	44303
ENSMUSG00000203230	577	471	1575	1567	747	602
ENSMUSG00000118071	59	28	17	45	70	34
ENSMUSG00000217072	1352	1845	2302	877	599	678
ENSMUSG00000188847	234	273	186	290	420	249
ENSMUSG00000122118	95	87	74	33	16	36
ENSMUSG00000175922	1574	1398	1001	1202	1074	805
ENSMUSG00000157772	53	33	27	44	13	46
ENSMUSG00000200996	1	0	1	0	1	2
ENSMUSG00000198844	889	936	688	1022	583	820
ENSMUSG00000193343	38	34	48	10	35	42
ENSMUSG00000193136	4437	3485	2589	1959	4281	2002
ENSMUSG00000138665	76	39	50	47	55	34
ENSMUSG00000123199	16	13	25	14	10	26
ENSMUSG00000126768	3809	3553	1801	3942	2027	3227
ENSMUSG00000169975	19	36	21	25	29	17
ENSMUSG00000160792	232	280	294	277	394	204
ENSMUSG00000143880	2942	2802	1593	1671	2393	2009
ENSMUSG00000119817	195	152	155	234	247	249
ENSMUSG00000117904	86	139	207	82	134	129
ENSMUSG00000198699	246	137	138	139	246	229
ENSMUSG00000158108	436	1173	746	569	934	1028
ENSMUSG00000100444	32	17	10	24	29	34
ENSMUSG00000143339	447	466	483	222	236	304
ENSMUSG00000123895	546	312	368	367	434	499
ENSMUSG00000149479	11946	12645	17584	12340	14552	24170
ENSMUSG00000163817	61	136	59	64	81	48
ENSMUSG00000165476	34	31	10	36	24	12
ENSMUSG00000217659	914	843	1538	850	602	654
ENSMUSG00000157742	49	68	76	77	38	44
ENSMUSG00000158444	385	365	211	194	210	234
ENSMUSG00000130041	166	198	116	246	201	105
ENSMUSG00000198477	2037	1794	847	1475	1794	1759
ENSMUSG00000193223	59	48	34	43	42	28
ENSMUSG00000211298	197	186	103	64	101	186
ENSMUSG00000167637	2	3	1	1	1	1
ENSMUSG00000198837	27	36	15	22	41	41
ENSMUSG00000136350	3267	2077	4232	2790	3876	3449
ENSMUSG00000135138	22	42	26	61	46	63
ENSMUSG00000155440	58	69	63	28	27	20
ENSMUSG00000118409	10	4	18	13	19	8
ENSMUSG00000187021	386	599	689	315	517	419
ENSMUSG00000121171	272	226	300	304	159	128
ENSMUSG00000152302	18	24	27	8	23	5
ENSMUSG00000118839	828	500	709	658	697	378
ENSMUSG00000167782	191	127	332	340	169	325
ENSMUSG00000179795	903	1139	687	601	640	546
ENSMUSG00000156517	42	45	28	41	43	18
ENSMUSG00000149931	4324	4315	7974	2766	4368	5518
ENSMUSG00000142792	315	526	234	136	420	264
ENSMUSG00000157901	53	128	77	102	111	56
ENSMUSG00000183264	39	36	57	44	82	52
ENSMUSG00000181482	143	77	104	33	68	119
ENSMUSG00000156676	749	838	878	722	352	1086
ENSMUSG00000211562	85	151	73	95	52	99
ENSMUSG00000130026	2383	3068	3758	1559	568	859
ENSMUSG00000206063	330	461	387	246	667	440
ENSMUSG00000204680	5272	3233	5174	3049	2855	2381
ENSMUSG00000150355	544	703	721	590	1170	713
ENSMUSG00000198362	87	142	111	134	186	114
ENSMUSG00000158326	8	3	1	5	1	3
ENSMUSG00000154848	331	286	405	238	285	235
ENSMUSG00000107265	628	580	990	765	391	1272
ENSMUSG00000209051	298	221	189	99	164	189
ENSMUSG00000144682	453	331	252	388	478	423
ENSMUSG00000202035	64	67	44	58	61	74
ENSMUSG00000142317	38	91	62	68	71	58
ENSMUSG00000101354	50	11	25	24	28	14
ENSMUSG00000103263	1147	1855	3708	1872	2381	2337
ENSMUSG00000143525	300	202	212	172	230	146
ENSMUSG00000178431	31	92	42	49	72	63
ENSMUSG00000112979	13	15	19	4	15	10
ENSMUSG00000210985	43	108	123	159	105	157
ENSMUSG00000100466	3523	2445	2770	3280	3057	3116
ENSMUSG00000157487	454	325	312	448	422	376
ENSMUSG00000177804	14	49	25	32	41	35
ENSMUSG00000208794	2334	4269	1961	2713	2367	1620
ENSMUSG00000109415	1612	2281	3532	2263	1530	2840
ENSMUSG00000145282	672	937	1302	994	694	1519
ENSMUSG00000211783	494	518	395	867	246	1037
ENSMUSG00000188541	1984	1627	2658	2159	2634	1046
ENSMUSG00000153410	347	576	394	435	384	409
ENSMUSG00000184422	867	938	867	709	944	532
ENSMUSG00000198804	15	32	33	29	39	22
ENSMUSG00000168565	2025	2698	2676	2585	3818	2635
ENSMUSG00000172127	241	190	214	197	187	271
ENSMUSG00000213548	10510	7332	4185	14758	16005	9086
ENSMUSG00000173652	1	4	4	2	2	1
ENSMUSG00000157896	500	838	344	799	605	494
ENSMUSG00000138019	946	952	1447	967	1013	589
ENSMUSG00000187663	101	64	129	62	68	93
ENSMUSG00000101051	463	259	449	341	586	468
ENSMUSG00000209149	611	307	587	601	845	932
ENSMUSG00000105955	1213	1127	869	634	356	452
ENSMUSG00000119432	37	13	38	51	63	51
ENSMUSG00000108235	68	146	107	115	103	132
ENSMUSG00000201862	1141	1235	519	834	789	1631
ENSMUSG00000209028	2484	2852	4167	1785	1643	1584
ENSMUSG00000154127	226	135	173	94	200	97
ENSMUSG00000159919	228	105	154	222	170	64
ENSMUSG00000150455	148	213	114	258	190	328
ENSMUSG00000152323	843	1604	1982	1370	1141	1821
ENSMUSG00000208909	14	27	11	24	20	25
ENSMUSG00000156508	7	13	5	10	9	19
ENSMUSG00000145507	178	346	301	151	157	266
ENSMUSG00000143847	18	11	12	20	12	16
ENSMUSG00000183467	94	81	129	33	50	55
ENSMUSG00000199042	197	117	334	278	224	222
ENSMUSG00000195675	652	759	856	281	361	316
ENSMUSG00000214846	16	18	14	10	13	22
ENSMUSG00000169468	450	636	1384	1087	578	1326
ENSMUSG00000205018	7	6	9	12	5	4
ENSMUSG00000113401	484	468	592	425	452	457
ENSMUSG00000150330	1	5	3	8	10	6
ENSMUSG00000102091	12	5	14	2	11	19
ENSMUSG00000136884	456	461	591	548	624	497
ENSMUSG00000179458	163	153	58	61	73	52
ENSMUSG00000118107	67	17	26	47	28	36
ENSMUSG00000131328	61	96	106	76	65	55
ENSMUSG00000120595	272	226	271	375	600	406
ENSMUSG00000149375	87	156	87	134	145	112
ENSMUSG00000156626	134	131	110	127	85	174
ENSMUSG00000142930	1292	1117	1173	944	1703	1914
ENSMUSG00000139630	34	15	48	31	39	46
ENSMUSG00000189828	52	73	66	61	14	77
ENSMUSG00000213258	69	54	29	52	15	35
ENSMUSG00000191192	1516	1413	2250	2219	1931	2051
ENSMUSG00000105913	837	791	1080	1243	958	1464
ENSMUSG00000133165	3362	2582	4302	2812	1479	1690
ENSMUSG00000157544	236	112	188	204	190	168
ENSMUSG00000148988	98	77	182	89	84	155
ENSMUSG00000181011	559	707	695	992	945	832
ENSMUSG00000157895	84	163	188	52	54	127
ENSMUSG00000152043	798	448	570	951	686	417
ENSMUSG00000185912	679	345	427	515	226	1464
ENSMUSG00000134796	54	30	34	55	58	47
ENSMUSG00000195357	150	73	120	129	125	95
ENSMUSG00000197436	112	96	49	80	120	109
ENSMUSG00000105450	1999	5770	3277	8684	5120	4893
ENSMUSG00000191246	36453	43771	24895	16289	19565	34251
ENSMUSG00000198078	224	81	117	52	128	92
ENSMUSG00000204046	311	243	421	306	125	175
ENSMUSG00000151034	2	3	2	0	1	1
ENSMUSG00000186753	243	194	185	200	175	156
ENSMUSG00000207157	247	122	200	237	188	120
ENSMUSG00000156831	8	6	16	11	10	15
ENSMUSG00000105558	1078	461	332	452	586	475
ENSMUSG00000195546	1	5	9	11	5	6
ENSMUSG00000164190	53	111	61	111	103	73
ENSMUSG00000155789	275	184	176	76	200	290
ENSMUSG00000201694	15	12	22	26	16	23
ENSMUSG00000151352	863	760	1311	627	1166	698
ENSMUSG00000148390	1574	1701	564	1885	1050	1291
ENSMUSG00000134785	14	7	4	13	4	22
ENSMUSG00000114964	10	3	5	5	4	7
ENSMUSG00000108430	608	667	554	836	497	597
ENSMUSG00000121915	93	141	153	146	215	209
ENSMUSG00000202771	4	12	8	18	8	9
ENSMUSG00000100484	177	170	103	110	31	152
ENSMUSG00000150889	165	89	98	191	84	82
ENSMUSG00000102715	188	128	111	122	160	68
ENSMUSG00000197446	534	600	1002	1000	1356	866
ENSMUSG00000123799	298	222	370	270	232	330
ENSMUSG00000183308	14440	7856	13553	4174	4532	3003
ENSMUSG00000159937	2020	3707	1789	1326	1960	1989
ENSMUSG00000201420	664	900	482	617	731	585
ENSMUSG00000145883	1346	1499	1426	728	1446	475
ENSMUSG00000218693	1901	1999	2178	1296	1981	3772
ENSMUSG00000165173	2095	894	948	803	589	767
ENSMUSG00000219147	20	10	24	16	19	3
ENSMUSG00000147277	722	2021	765	888	946	901
ENSMUSG00000168860	80	105	258	199	205	203
ENSMUSG00000199631	4450	4805	3941	3741	3250	2954
ENSMUSG00000196985	119	206	251	176	279	155
ENSMUSG00000115656	355	620	511	242	236	763
ENSMUSG00000106973	444	249	321	325	309	250
ENSMUSG00000181389	4629	2716	2890	7053	2942	4388
ENSMUSG00000209841	213	208	278	175	270	59
ENSMUSG00000135132	66	96	77	85	153	77
ENSMUSG00000104032	370	221	447	220	300	353
ENSMUSG00000179556	41	58	73	60	90	66
ENSMUSG00000103143	189	193	181	124	309	174
ENSMUSG00000172155	171	199	118	109	204	70
ENSMUSG00000191060	162	347	321	286	345	373
ENSMUSG00000126859	12551	4978	6284	9184	5255	8995
ENSMUSG00000145247	69	61	67	61	60	52
ENSMUSG00000150452	159	90	190	175	236	159
ENSMUSG00000184840	116	211	142	101	173	97
ENSMUSG00000173809	408	702	663	331	778	679
ENSMUSG00000107919	23	8	16	11	19	15
ENSMUSG00000158568	30	26	46	31	40	27
ENSMUSG00000168576	90	87	77	183	102	163
ENSMUSG00000204572	403	572	496	462	480	191
ENSMUSG00000163768	305	428	293	148	150	93
ENSMUSG00000198780	63	67	62	13	36	37
ENSMUSG00000149347	19	24	14	30	19	24
ENSMUSG00000219727	294	502	771	462	320	272
ENSMUSG00000153997	2200	2345	2346	3258	3301	2101
ENSMUSG00000192385	222	179	278	443	237	525
ENSMUSG00000145573	262	124	136	213	175	255
ENSMUSG00000213565	355	217	343	196	326	306
ENSMUSG00000209669	18	31	19	17	35	20
ENSMUSG00000149329	57	64	94	94	82	59
ENSMUSG00000128036	119	158	151	91	149	99
ENSMUSG00000173455	244	215	252	264	386	215
ENSMUSG00000110134	138	116	168	125	119	131
ENSMUSG00000118620	15	2	11	19	17	8
ENSMUSG00000209790	1163	1729	1994	1014	1140	1478
ENSMUSG00000137068	3887	5514	4774	3472	5397	4017
ENSMUSG00000201101	60	89	68	85	141	111
ENSMUSG00000145046	479	335	773	244	342	190
ENSMUSG00000118170	291	402	656	294	245	231
ENSMUSG00000100898	853	485	517	1280	1316	906
ENSMUSG00000174518	8	10	6	11	1	4
ENSMUSG00000180023	4213	4508	6465	3242	3457	2475
ENSMUSG00000185549	54	55	46	94	49	72
ENSMUSG00000193438	1609	3367	2696	1558	2121	3874
ENSMUSG00000126162	232	142	124	113	177	180
ENSMUSG00000103114	98	65	58	75	46	67
ENSMUSG00000136856	91	86	110	111	104	94
ENSMUSG00000129402	549	700	1254	863	1013	1029
ENSMUSG00000214132	50	21	17	23	27	17
ENSMUSG00000207760	74	65	88	96	105	44
ENSMUSG00000169751	46	53	32	51	75	64
ENSMUSG00000172666	4	2	5	14	5	3
