gene_id	GSM2360001	GSM2360002	GSM2360003	GSM2360004	GSM2360005	GSM2360006
ENSMUSG00000010073	55200	1598	1178	856	1313	1270
ENSMUSG00000010074	14900	484	241	191	307	324
ENSMUSG00000010075	3900	89	80	41	32	28
ENSMUSG00000010076	2100	44	32	38	35	33
ENSMUSG00000010077	2300	13	25	29	40	37
ENSMUSG00000010078	216900	4986	3916	2403	1461	1373
ENSMUSG00000010079	350	17	7	7	6	7
ENSMUSG00000010080	1700	67	62	54	50	27
ENSMUSG00000010081	4350	51	130	84	71	91
ENSMUSG00000010082	11850	354	245	164	239	197
ENSMUSG00000010083	37250	1341	694	556	260	557
ENSMUSG00000010084	550	6	6	14	9	7
ENSMUSG00000010085	250	4	3	1	2	3
ENSMUSG00000010086	9150	201	185	78	131	145
ENSMUSG00000010087	102250	1045	1228	1191	1620	1990
ENSMUSG00000010088	47450	462	645	484	503	756
ENSMUSG00000010089	12300	185	423	384	351	240
ENSMUSG00000010090	4950	117	67	85	54	67
ENSMUSG00000010091	14300	208	254	343	193	197
ENSMUSG00000010092	4050	53	56	102	91	62
ENSMUSG00000010093	42700	530	808	800	924	623
ENSMUSG00000010094	1750	28	24	34	32	29
ENSMUSG00000010095	6500	173	226	234	153	134
ENSMUSG00000010096	5550	75	90	104	80	113
ENSMUSG00000010097	23650	274	283	402	408	319
ENSMUSG00000010098	12300	171	308	191	304	253
ENSMUSG00000010099	647650	17305	30081	22378	25952	30466
ENSMUSG00000010100	105800	3566	2679	2452	3539	3191
ENSMUSG00000010101	92900	3171	3905	3943	3512	2938
ENSMUSG00000010102	350	1	1	4	0	4
ENSMUSG00000010103	5500	39	76	80	45	74
ENSMUSG00000010104	1450	43	16	42	68	75
ENSMUSG00000010105	22900	455	481	373	430	406
ENSMUSG00000010106	50	1	2	1	1	1
ENSMUSG00000010107	176550	1436	2307	2064	2718	1050
ENSMUSG00000010108	52500	1039	1780	1517	647	950
ENSMUSG00000010109	750	20	10	15	28	15
ENSMUSG00000010110	1650	27	23	7	27	27
ENSMUSG00000010111	3300	46	59	33	30	26
ENSMUSG00000010112	9050	151	175	124	120	143
ENSMUSG00000010113	68800	578	999	430	397	465
ENSMUSG00000010114	331250	7839	9708	17453	6828	5578
ENSMUSG00000010115	5900	44	83	65	105	104
ENSMUSG00000010116	36850	554	517	470	616	455
ENSMUSG00000010117	8350	278	132	189	121	186
ENSMUSG00000010118	236100	6576	4530	5812	7869	4814
ENSMUSG00000010119	24400	603	647	665	801	718
ENSMUSG00000010120	170900	2543	2298	2416	1235	2188
ENSMUSG00000010121	300	25	16	15	13	11
ENSMUSG00000010122	5200	77	139	117	64	141
ENSMUSG00000010123	2500	40	34	24	44	35
ENSMUSG00000010124	188800	2724	2961	3272	2194	4951
ENSMUSG00000010125	28350	613	350	651	343	843
ENSMUSG00000010126	5900	58	102	102	41	87
ENSMUSG00000010127	3700	93	62	66	34	87
ENSMUSG00000010128	22700	408	124	399	495	355
ENSMUSG00000010129	1050	49	36	49	30	36
ENSMUSG00000010130	1200	21	14	25	12	38
ENSMUSG00000010131	10600	251	346	626	283	471
ENSMUSG00000010132	1031000	15656	15933	11602	11976	16052
ENSMUSG00000010133	5550	83	65	122	113	77
ENSMUSG00000010134	1750	67	61	47	100	65
ENSMUSG00000010135	1050	15	21	8	18	12
ENSMUSG00000010136	450	10	5	16	9	7
ENSMUSG00000010137	19900	421	428	260	337	553
ENSMUSG00000010138	48200	749	635	775	1091	680
ENSMUSG00000010139	7150	231	129	139	240	210
ENSMUSG00000010140	15650	498	420	248	241	208
ENSMUSG00000010141	8500	174	122	110	135	148
ENSMUSG00000010142	6100	114	209	211	157	240
ENSMUSG00000010143	150	10	11	5	13	11
ENSMUSG00000010144	2700	91	57	65	25	66
ENSMUSG00000010145	8150	66	76	153	87	71
ENSMUSG00000010146	1400	25	21	17	31	21
ENSMUSG00000010147	2300	105	41	74	49	68
ENSMUSG00000010148	1700	49	19	31	18	16
ENSMUSG00000010149	2050	79	61	66	73	65
ENSMUSG00000010150	38800	355	1469	519	438	517
ENSMUSG00000010151	4050	34	36	55	76	80
ENSMUSG00000010152	8850	172	111	99	130	64
ENSMUSG00000010153	98500	1330	1580	777	510	540
ENSMUSG00000010154	20750	685	332	450	339	463
ENSMUSG00000010155	165850	2393	7547	4831	5684	5165
ENSMUSG00000010156	50	2	0	0	2	2
ENSMUSG00000010157	54700	1338	727	530	1066	754
ENSMUSG00000010158	3100	37	75	81	24	59
ENSMUSG00000010159	13300	148	102	146	209	193
ENSMUSG00000010160	104550	2054	1048	545	915	964
ENSMUSG00000010161	81000	1418	1028	1505	2130	922
ENSMUSG00000010162	55100	1132	1395	1151	1531	1017
ENSMUSG00000010163	9650	196	147	132	153	276
ENSMUSG00000010164	168400	3930	2286	3310	2606	4359
ENSMUSG00000010165	10550	182	119	85	64	64
ENSMUSG00000010166	5650	135	67	131	74	71
ENSMUSG00000010167	32500	567	447	1098	950	345
ENSMUSG00000010168	2500	52	67	35	68	51
ENSMUSG00000010169	563950	9523	9749	12318	16764	11430
ENSMUSG00000010170	60650	1401	438	1644	1164	1035
ENSMUSG00000010171	609000	4459	7380	12624	10687	15480
ENSMUSG00000010172	8800	28	127	92	145	115
ENSMUSG00000010173	2300	75	41	56	57	56
ENSMUSG00000010174	6750	140	101	195	233	220
ENSMUSG00000010175	30100	684	702	762	401	643
ENSMUSG00000010176	2250	31	67	68	20	42
ENSMUSG00000010177	30850	493	136	190	151	371
ENSMUSG00000010178	6950	144	141	159	133	241
ENSMUSG00000010179	276750	3073	1699	2569	1877	4410
ENSMUSG00000010180	2200	54	43	43	40	50
ENSMUSG00000010181	49100	749	750	1751	1309	945
ENSMUSG00000010182	1850	37	29	24	38	33
ENSMUSG00000010183	800	25	12	26	17	29
ENSMUSG00000010184	1550	38	34	42	45	34
ENSMUSG00000010185	900	14	11	11	20	18
ENSMUSG00000010186	10100	157	191	191	115	265
ENSMUSG00000010187	44150	873	1569	735	1559	807
ENSMUSG00000010188	12000	204	154	267	158	298
ENSMUSG00000010189	32300	634	1323	210	384	645
ENSMUSG00000010190	190400	5595	9313	2968	5059	4981
ENSMUSG00000010191	13700	118	200	325	261	358
ENSMUSG00000010192	14200	185	290	172	274	237
ENSMUSG00000010193	5550	67	69	87	45	127
ENSMUSG00000010194	300	5	5	2	5	5
ENSMUSG00000010195	34100	730	491	344	837	738
ENSMUSG00000010196	50	0	5	6	5	6
ENSMUSG00000010197	42900	660	583	636	407	740
ENSMUSG00000010198	11300	125	183	96	91	190
ENSMUSG00000010199	105200	1637	2245	1445	1387	1096
ENSMUSG00000010200	7350	107	130	118	62	78
ENSMUSG00000010201	1300	17	33	20	33	43
ENSMUSG00000010202	19550	360	360	480	189	177
ENSMUSG00000010203	4050	129	55	48	104	47
ENSMUSG00000010204	1850	118	95	87	98	86
ENSMUSG00000010205	6700	190	107	217	124	156
ENSMUSG00000010206	6300	86	154	105	91	64
ENSMUSG00000010207	4950	150	72	77	53	116
ENSMUSG00000010208	2650	23	50	23	47	36
ENSMUSG00000010209	9650	240	131	69	99	100
ENSMUSG00000010210	100	2	0	3	1	1
ENSMUSG00000010211	7700	101	85	96	58	168
ENSMUSG00000010212	900	6	11	11	18	6
ENSMUSG00000010213	48850	428	1394	1228	2452	1367
ENSMUSG00000010214	103200	1380	1237	2012	2165	1345
ENSMUSG00000010215	150	4	1	2	6	2
ENSMUSG00000010216	10750	140	108	320	235	191
ENSMUSG00000010217	8200	121	141	82	107	116
ENSMUSG00000010218	1300	48	50	25	33	11
ENSMUSG00000010219	16900	569	257	188	710	452
ENSMUSG00000010220	2850	59	38	79	57	55
ENSMUSG00000010221	350	3	3	4	4	9
ENSMUSG00000010222	7000	187	86	178	58	114
ENSMUSG00000010223	3450	110	68	121	164	83
ENSMUSG00000010224	13800	177	165	177	224	352
ENSMUSG00000010225	750	12	9	15	11	23
ENSMUSG00000010226	17200	459	819	579	686	247
ENSMUSG00000010227	30000	1048	429	470	591	1219
ENSMUSG00000010228	300	18	35	23	14	8
ENSMUSG00000010229	1300	39	39	33	41	26
ENSMUSG00000010230	7850	132	55	146	161	113
ENSMUSG00000010231	3350	30	47	59	58	52
ENSMUSG00000010232	174400	4794	4661	3042	6989	4032
ENSMUSG00000010233	9200	163	215	299	128	272
ENSMUSG00000010234	1300	30	49	21	33	10
ENSMUSG00000010235	2000	21	25	40	51	17
ENSMUSG00000010236	6250	210	102	129	113	171
ENSMUSG00000010237	671800	17505	21492	12915	11158	17090
ENSMUSG00000010238	3050	123	45	189	101	108
ENSMUSG00000010239	14300	246	161	192	175	197
ENSMUSG00000010240	76000	1033	424	228	240	419
ENSMUSG00000010241	6600	136	154	137	112	124
ENSMUSG00000010242	671500	10018	12964	23470	12135	18930
ENSMUSG00000010243	1500	48	23	42	43	32
ENSMUSG00000010244	34300	763	621	623	936	396
ENSMUSG00000010245	17050	232	552	168	261	225
ENSMUSG00000010246	31750	591	500	242	451	597
ENSMUSG00000010247	800	20	9	10	17	18
ENSMUSG00000010248	150800	5717	6247	3463	5876	3327
ENSMUSG00000010249	5050	64	83	113	124	70
ENSMUSG00000010250	5750	142	257	131	125	197
ENSMUSG00000010251	900	21	16	28	10	30
ENSMUSG00000010252	2200	40	46	32	37	39
ENSMUSG00000010253	23850	601	343	536	497	460
ENSMUSG00000010254	48750	829	506	861	859	861
ENSMUSG00000010255	38800	326	759	855	663	615
ENSMUSG00000010256	93000	1506	1337	2660	1833	1534
ENSMUSG00000010257	34450	244	760	596	598	516
ENSMUSG00000010258	9900	118	224	193	327	193
ENSMUSG00000010259	26450	386	689	466	691	1076
ENSMUSG00000010260	23900	633	498	297	432	680
ENSMUSG00000010261	5250	101	111	116	196	79
ENSMUSG00000010262	20850	482	501	413	577	577
ENSMUSG00000010263	79900	508	1806	1780	1960	972
ENSMUSG00000010264	15350	305	223	191	174	168
ENSMUSG00000010265	4550	70	83	120	44	115
ENSMUSG00000010266	49900	803	857	517	549	720
ENSMUSG00000010267	415600	2848	8158	5576	12143	6595
ENSMUSG00000010268	18550	150	197	165	141	59
ENSMUSG00000010269	6250	89	111	139	99	117
ENSMUSG00000010270	5650	115	100	92	119	133
ENSMUSG00000010271	53500	1320	1983	1754	970	2762
ENSMUSG00000010272	100	4	3	3	3	3
ENSMUSG00000010273	17200	259	160	469	271	251
ENSMUSG00000010274	85500	822	1768	1416	1693	1651
ENSMUSG00000010275	1700	17	30	29	32	39
ENSMUSG00000010276	297150	10067	5871	2439	2949	3106
ENSMUSG00000010277	11300	240	360	285	663	342
ENSMUSG00000010278	3700	29	80	41	47	57
ENSMUSG00000010279	16650	257	144	109	194	83
ENSMUSG00000010280	300	12	11	9	3	2
ENSMUSG00000010281	1400	52	32	29	25	43
ENSMUSG00000010282	480700	10955	8229	5507	7033	6290
ENSMUSG00000010283	1450	28	40	15	44	25
ENSMUSG00000010284	212950	5144	4322	6508	4919	6191
ENSMUSG00000010285	10050	409	191	104	124	130
ENSMUSG00000010286	86100	2123	2251	612	771	845
ENSMUSG00000010287	9150	250	137	244	96	76
ENSMUSG00000010288	100	1	2	4	0	2
ENSMUSG00000010289	2750	70	13	38	59	48
ENSMUSG00000010290	14250	194	300	232	328	303
ENSMUSG00000010291	600	14	19	23	15	12
ENSMUSG00000010292	200	13	21	10	9	9
ENSMUSG00000010293	17800	312	306	137	288	429
ENSMUSG00000010294	1350	34	43	30	20	65
ENSMUSG00000010295	200	1	6	7	2	9
ENSMUSG00000010296	2250	43	50	41	34	35
ENSMUSG00000010297	15600	926	1090	444	589	1751
ENSMUSG00000010298	3350	82	75	27	46	45
ENSMUSG00000010299	38650	656	1421	959	941	552
ENSMUSG00000010300	103450	2237	2087	2059	2720	5156
ENSMUSG00000010301	10700	66	94	348	375	199
ENSMUSG00000010302	1100	26	11	8	19	23
ENSMUSG00000010303	700	11	8	6	6	6
ENSMUSG00000010304	9850	99	114	104	135	167
ENSMUSG00000010305	41150	1057	620	953	1443	974
ENSMUSG00000010306	10650	316	420	295	326	236
ENSMUSG00000010307	28650	418	351	383	592	269
ENSMUSG00000010308	4750	63	46	74	46	67
ENSMUSG00000010309	9850	306	225	165	186	314
ENSMUSG00000010310	2250	48	35	51	42	16
ENSMUSG00000010311	5700	42	120	70	132	94
ENSMUSG00000010312	650	15	8	4	20	5
ENSMUSG00000010313	400	3	6	11	4	10
ENSMUSG00000010314	3000	42	55	55	72	52
ENSMUSG00000010315	1050	28	19	14	14	9
ENSMUSG00000010316	1150	39	39	25	15	39
ENSMUSG00000010317	20150	489	881	349	419	468
ENSMUSG00000010318	5400	131	154	85	111	173
ENSMUSG00000010319	2476450	51409	40336	48731	60901	73702
ENSMUSG00000010320	122850	850	2045	1054	1245	1163
ENSMUSG00000010321	2050	44	61	48	33	48
ENSMUSG00000010322	51950	374	886	603	751	581
ENSMUSG00000010323	10300	96	282	315	285	382
ENSMUSG00000010324	3250	59	30	11	36	39
ENSMUSG00000010325	99600	4787	1727	2001	1085	1285
ENSMUSG00000010326	1350	25	26	26	29	46
ENSMUSG00000010327	150	3	0	3	0	1
ENSMUSG00000010328	35750	663	829	934	422	722
ENSMUSG00000010329	3250	62	29	52	29	20
ENSMUSG00000010330	198500	5039	2328	2326	2713	5446
ENSMUSG00000010331	850	35	36	37	35	35
ENSMUSG00000010332	550	21	13	6	2	2
ENSMUSG00000010333	162150	3517	2501	3443	1770	3145
ENSMUSG00000010334	600	26	12	20	14	32
ENSMUSG00000010335	9450	139	289	300	272	152
ENSMUSG00000010336	287950	3203	2033	2495	2520	1728
ENSMUSG00000010337	6650	140	214	141	105	236
ENSMUSG00000010338	6100	210	90	90	155	143
ENSMUSG00000010339	8200	150	115	136	218	139
ENSMUSG00000010340	44900	592	873	1082	982	775
ENSMUSG00000010341	3400	19	32	42	19	30
ENSMUSG00000010342	9350	975	377	723	427	731
ENSMUSG00000010343	26600	433	544	529	620	442
ENSMUSG00000010344	1029700	20672	6227	18146	21394	12697
ENSMUSG00000010345	3200	100	85	53	53	57
ENSMUSG00000010346	1650	15	39	25	27	26
ENSMUSG00000010347	44800	434	674	1129	1293	864
ENSMUSG00000010348	2550	49	114	116	77	83
ENSMUSG00000010349	9050	374	307	384	413	198
ENSMUSG00000010350	14650	111	153	134	199	162
ENSMUSG00000010351	91250	2331	996	1225	1424	1775
ENSMUSG00000010352	2300	33	21	29	29	52
ENSMUSG00000010353	6150	198	72	114	112	97
ENSMUSG00000010354	0	2	2	1	2	1
ENSMUSG00000010355	350	8	21	30	29	30
ENSMUSG00000010356	154600	2939	4888	3226	2080	1967
ENSMUSG00000010357	2150	143	56	58	21	39
ENSMUSG00000010358	1800	55	32	18	25	27
ENSMUSG00000010359	400	16	15	14	10	11
ENSMUSG00000010360	33300	399	370	579	411	286
ENSMUSG00000010361	9000	346	190	243	175	170
ENSMUSG00000010362	850	6	12	19	18	4
ENSMUSG00000010363	22350	683	509	497	684	596
ENSMUSG00000010364	34300	385	568	315	198	280
ENSMUSG00000010365	19250	742	1020	936	670	618
ENSMUSG00000010366	2050	45	15	33	43	25
ENSMUSG00000010367	110500	3195	2964	3770	4875	5271
ENSMUSG00000010368	14750	382	159	329	306	246
ENSMUSG00000010369	8400	102	209	87	110	155
ENSMUSG00000010370	2000	47	49	75	78	64
ENSMUSG00000010371	1750	72	93	58	51	70
ENSMUSG00000010372	39850	803	422	972	902	513
ENSMUSG00000010373	3700	113	94	67	114	76
ENSMUSG00000010374	110400	1875	1999	799	767	1641
ENSMUSG00000010375	18100	306	576	424	300	592
ENSMUSG00000010376	86550	1922	2402	3290	2387	1602
ENSMUSG00000010377	28350	553	570	578	386	507
ENSMUSG00000010378	5150	103	147	141	160	240
ENSMUSG00000010379	250	8	1	3	9	1
ENSMUSG00000010380	7150	179	333	166	379	130
ENSMUSG00000010381	27500	586	669	560	532	747
ENSMUSG00000010382	6650	248	121	264	112	146
ENSMUSG00000010383	28450	439	294	460	516	386
ENSMUSG00000010384	1800	72	59	52	73	54
ENSMUSG00000010385	3750	79	50	82	52	50
ENSMUSG00000010386	1400	47	41	21	21	19
ENSMUSG00000010387	87500	3279	2034	2956	3467	2395
ENSMUSG00000010388	14450	157	300	223	146	186
ENSMUSG00000010389	2050	84	43	40	31	38
ENSMUSG00000010390	1800	12	5	9	4	12
ENSMUSG00000010391	2250	111	70	97	114	154
ENSMUSG00000010392	216100	3246	2700	1978	2617	1939
ENSMUSG00000010393	12150	313	178	459	448	206
ENSMUSG00000010394	2350	48	42	32	23	28
ENSMUSG00000010395	126800	2907	2038	3206	2394	1491
ENSMUSG00000010396	92100	1920	1255	2224	2079	2113
ENSMUSG00000010397	47750	936	627	947	1123	788
ENSMUSG00000010398	27750	650	922	932	526	573
ENSMUSG00000010399	88450	1179	1402	1016	1756	1576
ENSMUSG00000010400	19000	239	335	429	384	722
ENSMUSG00000010401	68000	465	778	501	547	639
ENSMUSG00000010402	2400	29	33	40	24	38
ENSMUSG00000010403	229500	7373	9639	3988	3934	2781
ENSMUSG00000010404	11750	204	180	155	163	224
ENSMUSG00000010405	555300	5868	10176	6765	6095	6563
ENSMUSG00000010406	100	3	3	4	2	8
ENSMUSG00000010407	23150	431	416	557	722	306
ENSMUSG00000010408	73350	1237	980	861	1274	854
ENSMUSG00000010409	5800	84	80	68	45	108
ENSMUSG00000010410	14300	480	320	398	409	266
ENSMUSG00000010411	37150	347	768	711	432	605
ENSMUSG00000010412	28550	327	614	404	526	604
ENSMUSG00000010413	1150	40	52	46	40	23
ENSMUSG00000010414	4100	113	118	151	103	80
ENSMUSG00000010415	69250	784	1109	1457	776	546
ENSMUSG00000010416	101600	1978	1086	1411	1392	1367
ENSMUSG00000010417	12850	87	173	177	137	123
ENSMUSG00000010418	6100	110	81	168	139	180
ENSMUSG00000010419	10600	213	264	188	266	154
ENSMUSG00000010420	80600	685	1327	1392	1000	614
ENSMUSG00000010421	1250	14	8	32	25	12
ENSMUSG00000010422	300	4	10	10	14	14
ENSMUSG00000010423	10550	131	219	209	194	217
ENSMUSG00000010424	800	15	8	15	20	17
ENSMUSG00000010425	950	47	66	44	42	39
ENSMUSG00000010426	9450	204	272	187	115	145
ENSMUSG00000010427	20600	625	453	250	427	330
ENSMUSG00000010428	350	14	13	28	14	15
ENSMUSG00000010429	22600	893	595	551	989	970
ENSMUSG00000010430	450	10	3	2	5	6
ENSMUSG00000010431	38150	297	595	323	366	448
ENSMUSG00000010432	450	8	6	5	5	10
ENSMUSG00000010433	300	14	16	4	12	20
ENSMUSG00000010434	22300	499	701	528	633	425
ENSMUSG00000010435	4850	210	181	63	31	71
ENSMUSG00000010436	1600	39	30	29	34	31
ENSMUSG00000010437	9150	114	217	33	60	78
ENSMUSG00000010438	13100	240	303	415	334	321
ENSMUSG00000010439	7700	169	126	164	139	116
ENSMUSG00000010440	6750	142	123	84	204	144
ENSMUSG00000010441	87550	1133	605	2077	1510	870
ENSMUSG00000010442	1050	41	23	23	39	37
ENSMUSG00000010443	2850	63	87	47	63	79
ENSMUSG00000010444	2950	34	53	32	63	46
ENSMUSG00000010445	118300	1934	1339	1271	1736	985
ENSMUSG00000010446	45700	779	977	811	963	1308
ENSMUSG00000010447	102350	2119	1345	1707	2470	1068
ENSMUSG00000010448	13500	182	179	184	173	99
ENSMUSG00000010449	4650	77	82	86	104	149
ENSMUSG00000010450	38350	1324	577	822	1043	1117
ENSMUSG00000010451	5850	154	145	73	39	39
ENSMUSG00000010452	21350	566	628	886	623	576
ENSMUSG00000010453	25250	889	656	486	818	657
ENSMUSG00000010454	1350	16	60	47	47	25
ENSMUSG00000010455	7850	106	153	138	88	115
ENSMUSG00000010456	10850	233	349	86	151	78
ENSMUSG00000010457	145800	2887	5392	6120	9011	3583
ENSMUSG00000010458	912000	16971	28833	32421	20216	37324
ENSMUSG00000010459	8500	170	129	45	152	139
ENSMUSG00000010460	8750	138	77	148	92	107
ENSMUSG00000010461	50	1	0	1	0	0
ENSMUSG00000010462	5700	184	325	392	321	171
ENSMUSG00000010463	3500	149	87	58	105	200
ENSMUSG00000010464	800	24	20	14	18	22
ENSMUSG00000010465	36850	670	314	372	828	580
ENSMUSG00000010466	850	15	15	6	8	7
ENSMUSG00000010467	6600	94	108	101	42	111
ENSMUSG00000010468	8800	181	98	175	289	247
ENSMUSG00000010469	650	10	12	11	13	9
ENSMUSG00000010470	15400	1068	474	877	574	166
ENSMUSG00000010471	62200	1256	762	1743	1273	2173
ENSMUSG00000010472	500	14	4	9	11	10
ENSMUSG00000010473	500	12	14	10	4	19
ENSMUSG00000010474	27100	713	584	400	756	819
ENSMUSG00000010475	4700	100	122	140	79	186
ENSMUSG00000010476	350	5	7	8	7	10
ENSMUSG00000010477	3500	89	84	65	60	28
ENSMUSG00000010478	7850	124	147	160	103	74
ENSMUSG00000010479	9650	216	56	56	166	112
ENSMUSG00000010480	36250	1118	645	599	548	787
ENSMUSG00000010481	16000	362	292	181	493	218
ENSMUSG00000010482	569500	15519	7598	4035	8071	2497
ENSMUSG00000010483	170050	3505	2286	2532	2455	2512
ENSMUSG00000010484	51750	175	709	993	466	353
ENSMUSG00000010485	68100	1533	1069	1379	1029	1157
ENSMUSG00000010486	113950	2203	1584	2236	2879	2547
ENSMUSG00000010487	27500	425	448	889	268	593
ENSMUSG00000010488	100	3	10	13	11	23
ENSMUSG00000010489	35450	729	782	699	565	1127
ENSMUSG00000010490	11150	218	99	254	158	214
ENSMUSG00000010491	244050	4123	3526	4355	6533	4061
ENSMUSG00000010492	8450	160	168	111	194	108
ENSMUSG00000010493	29500	310	217	514	515	408
ENSMUSG00000010494	11500	436	207	354	169	281
ENSMUSG00000010495	249500	4256	3652	2565	2746	2866
ENSMUSG00000010496	15600	229	236	231	219	222
ENSMUSG00000010497	8200	70	73	60	73	52
ENSMUSG00000010498	17400	473	145	343	182	378
ENSMUSG00000010499	3450	61	142	80	42	81
