gene_id	GSM4280001	GSM4280002	GSM4280003	GSM4280004	GSM4280005	GSM4280006
ENSG00000174463	444	515	518	887	364	659
ENSG00000168975	25	14	31	26	20	11
ENSG00000237123	68	127	101	87	70	48
ENSG00000203415	557	1198	307	920	781	878
ENSG00000247640	595	562	406	329	343	408
ENSG00000190424	2294	2280	4314	2117	1591	2956
ENSG00000232521	134	146	108	139	122	193
ENSG00000211801	6	4	14	5	13	4
ENSG00000158867	10416	5006	8177	7632	11282	11113
ENSG00000173245	1528	1954	1433	789	1197	1029
ENSG00000154014	17	17	21	10	16	18
ENSG00000192819	2095	2324	1738	2159	1466	1360
ENSG00000136100	217	106	206	70	151	277
ENSG00000231455	2	2	2	2	1	2
ENSG00000216836	86	59	37	51	63	79
ENSG00000112841	17	83	29	39	30	45
ENSG00000213819	5119	5108	2416	3909	3001	3401
ENSG00000223375	40	26	47	34	20	22
ENSG00000205768	74	82	32	74	100	77
ENSG00000190595	132	74	76	50	80	100
ENSG00000133877	59	57	57	65	72	48
ENSG00000143659	26	13	27	20	15	10
ENSG00000164921	191	144	204	141	140	207
ENSG00000193130	1680	2005	908	1125	946	1675
ENSG00000215670	446	596	684	436	647	484
ENSG00000186114	28	16	65	19	15	23
ENSG00000123581	7	11	12	10	5	17
ENSG00000222967	259	200	196	202	138	283
ENSG00000111520	33	23	26	50	32	49
ENSG00000211491	58	53	50	31	45	25
ENSG00000150629	5	3	6	4	4	7
ENSG00000112835	6338	7075	3568	6901	6815	6148
ENSG00000142970	420	732	778	804	1032	1162
ENSG00000201650	24	29	24	14	24	19
ENSG00000224912	1174	917	1053	589	1171	1251
ENSG00000245860	2825	1175	2277	1389	3500	3023
ENSG00000153699	2	2	1	4	2	2
ENSG00000157130	63	40	15	47	84	56
ENSG00000216987	51	92	81	76	116	46
ENSG00000222500	500	493	708	468	500	573
ENSG00000213433	88	147	114	97	60	201
ENSG00000155532	135	71	105	65	64	31
ENSG00000248098	45	134	108	136	151	159
ENSG00000215673	4424	4860	4379	5694	6666	6950
ENSG00000116074	13434	9387	3943	9115	21079	11057
ENSG00000243789	46	57	30	60	50	52
ENSG00000182288	28	33	32	19	36	37
ENSG00000228499	36571	35545	21265	26553	22362	29878
ENSG00000211949	29	25	7	13	23	10
ENSG00000181144	34	29	48	45	44	30
ENSG00000122183	176	206	116	76	150	136
ENSG00000129402	578	242	310	271	411	381
ENSG00000218857	1660	1167	1479	654	788	948
ENSG00000199416	188	200	226	175	335	291
ENSG00000107853	28	41	33	29	39	13
ENSG00000213124	351	600	313	218	336	461
ENSG00000189720	418	240	195	283	245	203
ENSG00000122506	6901	6970	8476	8335	5070	4699
ENSG00000111926	82	202	124	75	106	115
ENSG00000183544	6	9	10	8	8	6
ENSG00000134825	9	8	21	11	23	11
ENSG00000136275	3239	2063	3158	1490	2596	3505
ENSG00000219675	74	43	45	48	18	71
ENSG00000235390	3	4	1	0	6	1
ENSG00000122737	73	28	30	56	43	44
ENSG00000205426	199	134	261	91	118	122
ENSG00000198485	1362	1249	1071	1249	1692	1285
ENSG00000248078	9	15	8	11	9	10
ENSG00000161076	297	429	571	711	423	647
ENSG00000163460	676	503	316	588	571	455
ENSG00000175100	23	46	36	44	34	38
ENSG00000100642	112	95	82	105	61	121
ENSG00000173879	6151	6846	5987	3423	3399	6575
ENSG00000110153	5166	3623	5307	5769	5275	3140
ENSG00000114971	1280	518	814	862	1171	815
ENSG00000127428	145	244	219	217	552	124
ENSG00000200086	2085	1092	1111	869	1125	1413
ENSG00000246543	74	110	153	109	97	120
ENSG00000231277	131	114	74	144	114	60
ENSG00000103143	36	26	37	20	27	30
ENSG00000217435	139	164	172	196	155	100
ENSG00000207797	124	113	118	179	114	99
ENSG00000114597	18483	27199	50721	23579	33784	40145
ENSG00000227057	117	108	81	150	148	120
ENSG00000151958	1636	2057	1985	1526	1424	2591
ENSG00000203466	2229	1658	1726	1441	2357	2362
ENSG00000119104	87	118	90	56	161	89
ENSG00000199113	1293	1402	1619	1565	2260	1039
ENSG00000162633	0	0	1	1	2	5
ENSG00000117832	118	245	173	147	160	215
ENSG00000216087	614	646	878	1068	539	622
ENSG00000235852	1	1	3	1	0	4
ENSG00000203705	10	13	13	12	11	15
ENSG00000151660	1112	1688	558	1050	955	1577
ENSG00000177692	161	91	29	99	104	36
ENSG00000122375	23	9	9	14	12	21
ENSG00000195326	78	41	121	77	43	48
ENSG00000142980	39	32	37	38	60	34
ENSG00000133195	908	665	805	971	550	498
ENSG00000246142	271	199	218	394	483	289
ENSG00000176263	55	44	117	38	68	107
ENSG00000241149	41	29	23	27	42	51
ENSG00000141991	157	149	80	68	66	132
ENSG00000103487	1938	2088	2711	3166	2274	1415
ENSG00000239334	191	326	218	195	271	370
ENSG00000238263	674	363	242	418	395	449
ENSG00000239168	114	54	59	91	141	110
ENSG00000179382	16	2	11	6	16	16
ENSG00000126539	24	50	35	41	31	32
ENSG00000197052	400	706	403	703	487	524
ENSG00000151599	180	148	167	150	216	169
ENSG00000220757	28	26	25	20	24	30
ENSG00000111276	1	9	2	11	4	6
ENSG00000233582	80	130	118	96	197	100
ENSG00000190817	62	86	90	95	45	52
ENSG00000122698	40	57	73	116	48	96
ENSG00000223042	58	53	78	46	116	91
ENSG00000239107	278	110	272	238	252	359
ENSG00000207106	160	427	313	190	393	255
ENSG00000130055	753	731	1341	1201	981	689
ENSG00000235902	1093	1178	487	721	1002	1429
ENSG00000204193	1299	2743	1859	992	1191	2309
ENSG00000198289	794	800	553	564	643	528
ENSG00000164002	70	33	71	58	136	68
ENSG00000126202	176	119	90	171	109	132
ENSG00000213889	427	220	368	371	391	443
ENSG00000169768	87	110	120	66	46	79
ENSG00000159701	344	537	523	392	462	272
ENSG00000237497	1403	1506	1661	1246	1758	2064
ENSG00000242047	32	27	14	21	30	32
ENSG00000172961	4	2	6	2	1	6
ENSG00000109798	1426	2084	1618	1916	2765	1652
ENSG00000204450	194	140	140	249	102	147
ENSG00000220073	508	521	450	560	261	277
ENSG00000152777	4	14	14	2	8	9
ENSG00000244641	4037	4604	3879	5349	7129	8681
ENSG00000224483	813	664	278	524	392	377
ENSG00000104547	140	28	142	113	110	98
ENSG00000121939	46	99	47	41	83	41
ENSG00000181104	101	166	195	132	297	148
ENSG00000110984	166	104	87	73	109	105
ENSG00000242437	103	89	55	41	70	111
ENSG00000156050	4	16	24	5	10	12
ENSG00000198932	2236	1588	2506	1845	1065	1567
ENSG00000167601	115	90	95	60	146	191
ENSG00000121415	151	106	106	155	158	152
ENSG00000246738	242	129	138	161	205	115
ENSG00000165605	0	1	1	0	3	1
ENSG00000118523	451	541	309	446	347	500
ENSG00000182711	128	89	70	66	68	66
ENSG00000143463	77	67	67	69	74	44
ENSG00000106298	141	101	169	118	201	161
ENSG00000170785	17	16	27	16	15	15
ENSG00000111874	621	633	1105	955	606	1034
ENSG00000107097	44	34	19	31	41	33
ENSG00000102220	22	15	24	17	21	23
ENSG00000124794	41	7	37	23	21	39
ENSG00000154772	218	195	130	158	97	137
ENSG00000157376	619	1989	663	362	359	775
ENSG00000172149	44	48	47	44	38	79
ENSG00000122691	13	3	3	7	5	7
ENSG00000222511	1375	1177	1608	1144	1794	1183
ENSG00000184861	12	8	14	14	4	15
ENSG00000187816	1666	1855	590	1065	2218	1785
ENSG00000148155	120	96	143	245	125	100
ENSG00000178972	28	51	22	32	15	35
ENSG00000116900	31	32	62	47	71	49
ENSG00000117233	291	481	275	361	414	366
ENSG00000129086	682	601	570	1274	652	777
ENSG00000190215	74	94	104	65	128	91
ENSG00000176788	965	800	714	727	999	781
ENSG00000121994	6598	11038	9547	10983	9182	5571
ENSG00000244210	66	68	68	130	82	119
ENSG00000131138	12	15	12	10	20	10
ENSG00000119297	12	22	20	13	35	22
ENSG00000181944	7	20	8	12	5	8
ENSG00000194820	28	23	19	50	28	39
ENSG00000211653	39	20	23	19	33	41
ENSG00000111233	5	8	1	7	17	8
ENSG00000175980	387	551	342	396	423	432
ENSG00000186849	2	3	4	0	1	1
ENSG00000176230	6	10	8	6	17	6
ENSG00000100309	9201	12038	4784	5870	8038	4937
ENSG00000143441	1113	1693	2677	1344	947	1155
ENSG00000114605	388	301	423	449	477	508
ENSG00000134335	378	159	224	381	413	491
ENSG00000130186	2895	3765	2824	6007	4720	4337
ENSG00000147422	465	440	180	405	506	567
ENSG00000198610	237	225	162	157	157	205
ENSG00000190877	11	15	25	11	14	13
ENSG00000221601	109	164	132	116	106	138
ENSG00000243037	34	21	31	31	37	36
ENSG00000173893	23	39	46	25	25	49
ENSG00000112290	52	14	27	27	28	38
ENSG00000212687	181	247	80	110	130	90
ENSG00000121231	57	34	118	69	117	82
ENSG00000100623	1243	426	1240	601	734	803
ENSG00000240360	3	18	9	10	12	7
ENSG00000179801	86	62	44	132	89	138
ENSG00000102483	7708	7435	5649	5953	4073	4351
ENSG00000137668	158	100	212	77	119	41
ENSG00000200906	1600	1016	1352	1471	1058	1565
ENSG00000214059	1260	1708	1511	1425	918	935
ENSG00000200143	971	1798	1380	1673	814	2457
ENSG00000190891	747	791	570	918	550	525
ENSG00000109807	12	15	10	7	12	9
ENSG00000108927	79	58	106	85	84	121
ENSG00000114264	52	57	40	54	94	103
ENSG00000146975	1	4	2	10	9	6
ENSG00000223369	43	39	53	75	54	65
ENSG00000181411	20	7	7	10	6	16
ENSG00000106075	2	7	4	5	4	5
ENSG00000162185	145	319	227	181	259	364
ENSG00000131331	191	159	150	75	114	142
ENSG00000125528	32	54	60	22	41	41
ENSG00000231421	12	17	16	16	25	13
ENSG00000220644	24	52	67	26	30	45
ENSG00000137652	98	68	55	39	80	52
ENSG00000164011	46	50	59	63	54	72
ENSG00000220344	140	110	170	117	202	57
ENSG00000240243	47	53	35	64	19	73
ENSG00000170196	400	309	372	243	493	662
ENSG00000104565	300	360	501	372	303	588
ENSG00000223660	378	380	275	294	220	501
ENSG00000220802	45	45	42	27	60	32
ENSG00000146245	40	44	54	43	26	60
ENSG00000125509	490	358	303	384	213	618
ENSG00000222630	84	61	28	71	99	71
ENSG00000181108	88	192	73	145	167	97
ENSG00000235847	2	0	2	0	1	2
ENSG00000105576	1	2	0	0	2	0
ENSG00000208830	191	269	285	221	352	258
ENSG00000118572	281	346	481	204	384	280
ENSG00000222022	2461	1780	2092	2120	2371	1325
ENSG00000154577	817	890	467	465	333	627
ENSG00000126268	100	196	212	252	205	187
ENSG00000198945	92	158	176	134	165	164
ENSG00000160162	20	8	7	6	9	7
ENSG00000121707	477	1213	709	570	1188	812
ENSG00000180001	25	70	52	75	79	40
ENSG00000248334	474	462	578	265	873	538
ENSG00000124839	139	262	151	289	291	107
ENSG00000165584	273	223	264	259	118	224
ENSG00000104510	760	822	539	946	834	1501
ENSG00000129355	33	77	93	59	50	45
ENSG00000225845	35	42	66	47	53	65
ENSG00000245642	27	22	40	34	17	17
ENSG00000219524	71	92	58	33	96	56
ENSG00000229404	4030	3064	3735	2424	4828	4418
ENSG00000231057	82	36	68	73	84	83
ENSG00000245443	1198	807	1107	1419	2000	2261
ENSG00000226976	1019	562	1165	796	881	1277
ENSG00000142868	677	766	620	1073	840	885
ENSG00000244885	869	725	432	406	637	1699
ENSG00000165990	17	21	19	10	21	14
ENSG00000182916	298	361	276	178	268	329
ENSG00000165524	2905	4544	4947	4967	4239	2865
ENSG00000233578	30	42	31	53	35	31
ENSG00000212921	102	170	140	149	190	143
ENSG00000100862	25	29	41	39	44	26
ENSG00000223146	153	125	237	430	359	204
ENSG00000235937	10	10	11	28	14	12
ENSG00000102391	2523	4006	4111	4319	2306	3746
ENSG00000241268	111	94	62	59	108	89
ENSG00000142303	10	13	4	0	5	7
ENSG00000174111	3356	3443	5133	3450	5513	6879
ENSG00000188913	1019	1275	579	805	991	1092
ENSG00000227418	466	614	575	353	306	513
ENSG00000135137	610	426	314	427	247	384
ENSG00000148117	56	58	114	100	56	53
ENSG00000139745	61	48	98	82	91	88
ENSG00000146688	488	696	670	469	421	562
ENSG00000223348	1021	690	358	824	588	843
ENSG00000130385	1302	859	807	830	818	1113
ENSG00000209139	289	234	241	213	215	383
ENSG00000171850	63	44	35	70	53	63
ENSG00000241200	127	116	90	94	37	160
ENSG00000133351	2101	1642	1444	2107	704	1520
ENSG00000231575	3863	2631	2172	1654	2350	2648
ENSG00000110180	72	98	65	28	73	78
ENSG00000136935	89	78	74	37	96	83
ENSG00000219482	1734	1371	1296	2101	917	2023
ENSG00000247301	600	632	367	1099	638	990
ENSG00000105935	944	474	805	322	338	514
ENSG00000196693	15	3	5	11	15	19
ENSG00000197854	31	42	29	71	70	59
ENSG00000106165	47	36	59	25	50	32
ENSG00000175068	373	339	202	230	171	221
ENSG00000187725	6	5	4	7	3	9
ENSG00000180197	1777	2375	2454	2357	2323	2858
ENSG00000140976	395	315	321	254	234	347
ENSG00000241229	408	236	424	366	360	562
ENSG00000244726	8	12	5	6	14	7
ENSG00000187482	70	236	133	167	108	131
ENSG00000142281	3086	1082	1789	1139	1989	1737
ENSG00000125669	10	4	16	5	4	7
ENSG00000113179	117	292	180	197	219	219
ENSG00000247920	1088	573	1072	598	511	787
ENSG00000242271	26	39	23	27	49	7
ENSG00000163143	1242	573	733	945	569	718
ENSG00000193202	61	57	120	106	80	23
ENSG00000100449	2214	1574	2638	1475	823	1360
ENSG00000223215	389	464	451	237	520	197
ENSG00000168793	249	177	279	253	206	132
ENSG00000158743	4982	11292	8459	9861	11682	9932
ENSG00000214079	556	678	523	1126	691	932
ENSG00000185267	1597	2144	2269	610	2140	2415
ENSG00000239059	17	10	10	12	13	12
ENSG00000162132	53	23	23	40	26	46
ENSG00000144467	1169	702	725	596	760	365
ENSG00000150179	1132	1072	659	451	811	837
ENSG00000165031	155	170	112	110	151	104
ENSG00000240648	413	1104	830	565	531	620
ENSG00000143928	18	18	13	17	11	17
ENSG00000187263	306	136	282	221	237	235
ENSG00000133727	14	14	9	14	12	13
ENSG00000106282	352	442	301	380	171	330
ENSG00000222298	33	19	35	57	29	74
ENSG00000183614	64	40	25	44	42	74
ENSG00000145384	211	269	177	76	143	80
ENSG00000173939	5001	4385	6249	2892	6354	7168
ENSG00000157499	23	8	16	27	17	15
ENSG00000118424	34	27	35	27	46	24
ENSG00000239846	787	843	1025	1390	1192	1286
ENSG00000200030	109	41	54	24	53	79
ENSG00000148691	10676	6079	3744	4200	4263	5752
ENSG00000237873	212	164	351	152	228	227
ENSG00000100688	132	137	196	150	192	192
ENSG00000138167	181	299	101	377	418	186
ENSG00000233617	5769	5338	3490	4565	3003	5060
ENSG00000200319	719	839	749	518	743	343
ENSG00000237889	537	584	227	395	226	365
ENSG00000202163	251	123	324	134	222	334
ENSG00000239489	5	8	5	6	1	6
ENSG00000174869	18	17	15	16	36	11
ENSG00000221383	3034	2716	1932	2336	2340	3108
ENSG00000222907	384	590	696	473	1071	280
ENSG00000119236	294	165	447	431	475	615
ENSG00000153977	340	542	715	387	606	592
ENSG00000168945	67	42	38	24	40	40
ENSG00000166516	162	531	369	196	270	209
ENSG00000171497	28	24	24	32	17	27
ENSG00000123596	392	300	224	339	347	342
ENSG00000148507	24	18	42	37	25	26
ENSG00000157921	78	97	67	104	100	109
ENSG00000238635	354	219	473	227	221	429
ENSG00000221483	73	94	64	61	61	39
ENSG00000126433	443	431	470	418	498	248
ENSG00000200993	576	432	238	535	324	391
ENSG00000190600	122	296	320	151	225	230
ENSG00000214926	1548	1907	1478	867	1066	1956
ENSG00000130343	5	2	8	2	11	7
ENSG00000153485	0	6	4	8	6	8
ENSG00000196351	536	402	619	546	394	332
ENSG00000150679	982	1750	1001	966	822	1301
ENSG00000244298	8981	11986	4627	3784	9386	6445
ENSG00000143482	505	535	876	517	767	250
ENSG00000109582	443	485	1154	1139	330	763
ENSG00000211113	27	12	27	32	20	18
ENSG00000146707	557	668	640	883	611	713
ENSG00000210969	504	589	482	759	482	383
ENSG00000247015	14	15	17	16	14	11
ENSG00000210675	23	24	23	21	19	25
ENSG00000235760	161	126	74	202	102	122
ENSG00000145400	205	337	194	210	260	256
ENSG00000219720	0	0	3	2	2	0
ENSG00000220701	228	186	182	124	201	188
ENSG00000159511	290	350	203	113	218	275
ENSG00000153655	134	93	155	94	76	94
ENSG00000216832	223	248	363	222	262	154
ENSG00000215518	322	363	476	406	254	366
ENSG00000228736	7	20	13	12	10	19
ENSG00000234039	360	387	205	219	336	444
ENSG00000200373	82	81	55	52	103	83
ENSG00000246177	27	33	14	17	16	33
ENSG00000178393	206	154	128	263	131	206
ENSG00000101821	3854	1736	2040	1941	3139	1911
ENSG00000233902	3	4	13	11	5	11
ENSG00000236421	8	6	5	2	2	3
ENSG00000207207	4	7	3	4	5	5
ENSG00000157131	11161	6245	7807	7475	9518	8705
ENSG00000165132	121	77	91	69	97	74
ENSG00000181679	131	128	136	138	130	250
ENSG00000206978	41	26	33	39	37	29
ENSG00000232032	12	26	15	18	11	22
ENSG00000162933	2	1	3	1	3	3
ENSG00000127235	263	224	172	196	222	283
ENSG00000171964	178	304	246	162	277	161
ENSG00000233999	3	3	2	3	2	3
ENSG00000164675	12	16	11	21	29	16
ENSG00000100362	36	49	25	21	39	25
ENSG00000183426	150	108	194	122	141	124
ENSG00000161123	206	248	294	233	210	214
ENSG00000171659	1648	2053	1450	684	1762	1030
ENSG00000179722	2425	2034	2295	1682	2882	4326
ENSG00000211879	1279	849	1079	914	966	2664
ENSG00000242138	2409	1154	1787	2424	789	2210
ENSG00000244727	12	13	29	14	16	11
ENSG00000142408	54	33	61	24	39	97
ENSG00000129664	678	1724	2058	1785	1291	1228
ENSG00000226376	321	160	357	237	335	181
ENSG00000183943	123	136	97	129	124	84
ENSG00000234205	3	5	3	3	2	4
ENSG00000204333	2	2	4	0	2	5
ENSG00000213309	1042	872	479	361	550	886
ENSG00000205663	316	140	208	440	246	224
ENSG00000143564	60	101	92	85	56	72
ENSG00000212700	117	42	45	40	73	59
ENSG00000122734	8	5	7	4	7	5
ENSG00000103657	673	172	314	323	260	334
ENSG00000104199	1778	864	841	1164	1769	1511
ENSG00000228031	2460	2199	4179	2527	3507	7104
ENSG00000220094	140	74	112	92	96	122
ENSG00000214097	56	51	78	99	140	124
ENSG00000133707	23	10	16	14	9	19
ENSG00000146007	1365	1943	961	1359	1904	1881
ENSG00000117128	4283	4757	2852	2431	4651	3024
ENSG00000116542	41	31	28	29	47	36
ENSG00000192056	293	143	147	230	306	227
ENSG00000104437	219	134	237	243	155	115
ENSG00000200266	38	46	24	29	80	48
ENSG00000236661	1	0	1	2	0	0
ENSG00000149951	70	50	81	125	43	69
ENSG00000189265	489	676	308	339	454	310
ENSG00000125569	7	7	12	8	11	8
ENSG00000153207	33	34	17	32	26	48
ENSG00000133065	1	0	2	0	0	0
ENSG00000207731	918	2197	800	1996	1648	2753
ENSG00000193266	275	299	286	287	610	364
ENSG00000161362	135	149	151	304	77	133
ENSG00000171118	103	67	68	81	76	76
ENSG00000189235	26	29	36	54	30	58
ENSG00000118705	92	167	170	96	124	122
ENSG00000111445	79	56	80	130	65	99
ENSG00000137958	72	77	81	93	75	111
ENSG00000165839	173	121	90	110	148	100
ENSG00000187722	159	224	260	220	146	132
ENSG00000226612	2254	2222	2257	2729	4218	1495
ENSG00000212087	6	6	18	3	6	6
ENSG00000241645	206	96	158	357	463	325
ENSG00000151070	31	34	56	48	42	28
ENSG00000171856	8	23	23	31	18	9
ENSG00000124135	2	1	2	1	1	1
ENSG00000198946	689	436	487	489	585	537
ENSG00000158961	13	11	11	16	10	13
ENSG00000204816	18	34	13	45	48	19
ENSG00000165334	343	507	200	353	427	313
ENSG00000179381	5	14	18	5	15	16
ENSG00000117537	158	150	74	72	151	129
ENSG00000223757	169	132	90	81	94	114
ENSG00000239557	1397	658	572	920	565	748
ENSG00000196633	828	826	826	970	1393	586
ENSG00000131578	58	29	12	36	23	21
ENSG00000212840	1275	521	444	957	1321	1041
ENSG00000145219	90	120	141	81	121	85
ENSG00000232165	161	199	175	190	321	186
ENSG00000188662	119	91	125	54	76	60
ENSG00000110081	340	497	465	347	667	865
ENSG00000105112	25	8	12	15	2	14
ENSG00000135681	283	214	164	227	215	255
ENSG00000125792	1353	778	1959	718	677	1973
ENSG00000114157	106	74	64	99	77	38
ENSG00000119622	7159	5438	4786	11130	8722	10330
ENSG00000234849	37	22	28	52	22	21
ENSG00000185645	180	249	217	209	228	124
ENSG00000100045	100	41	82	45	60	52
ENSG00000120974	27	34	12	28	39	28
ENSG00000235605	18	16	17	6	7	15
ENSG00000177388	76	36	46	37	41	51
ENSG00000159908	72	137	106	108	125	112
ENSG00000226693	16	28	22	27	26	43
ENSG00000230996	1149	781	659	993	708	665
ENSG00000133401	2757	2520	3079	2839	4252	3549
ENSG00000124841	4	3	8	3	5	0
ENSG00000129281	650	801	618	458	574	627
ENSG00000192261	107	287	148	133	257	201
ENSG00000156787	240	147	160	249	230	269
ENSG00000242443	30038	13858	19952	16760	7424	20382
ENSG00000242637	1697	1977	1454	2188	1919	1828
ENSG00000110596	378	447	448	373	280	216
ENSG00000194826	182	154	152	172	114	332
ENSG00000238650	2	2	1	2	3	2
ENSG00000205323	641	754	521	363	864	929
ENSG00000166033	30	29	34	19	46	50
ENSG00000233381	288	214	254	213	260	262
ENSG00000109821	162	137	137	235	161	142
ENSG00000135061	923	863	1677	787	1008	779
ENSG00000230337	10700	5625	3919	9624	8055	12196
ENSG00000244776	1805	634	1164	1005	469	805
ENSG00000237821	1168	2351	1325	1699	3634	1888
ENSG00000178077	103	123	171	50	45	126
ENSG00000236051	501	465	369	228	188	472
ENSG00000166181	639	502	868	612	513	568
ENSG00000129172	8	11	6	14	14	6
ENSG00000126159	9130	9037	7392	11465	8352	9723
