gene_id	GSM2360001	GSM2360002	GSM2360003	GSM2360004	GSM2360005	GSM2360006
ENSMUSG00000010034	156	194	114	132	175	132
ENSMUSG00000010035	95	133	243	155	107	199
ENSMUSG00000010036	3998	2942	2834	3532	1887	1740
ENSMUSG00000010037	476	1043	455	596	700	1253
ENSMUSG00000010038	135	155	188	214	367	335
ENSMUSG00000010039	1383	1722	724	2037	1482	1467
ENSMUSG00000010040	49	96	105	155	127	132
ENSMUSG00000010041	26	28	42	20	17	22
ENSMUSG00000010042	481	406	314	786	210	597
ENSMUSG00000010043	226	364	386	525	660	711
ENSMUSG00000010044	81	92	84	95	71	93
ENSMUSG00000010045	44	44	55	35	31	32
ENSMUSG00000010046	168	410	295	160	226	159
ENSMUSG00000010047	0	1	1	0	1	0
ENSMUSG00000010048	756	679	721	404	560	601
ENSMUSG00000010049	380	291	568	374	308	558
ENSMUSG00000010050	2	5	11	3	10	5
ENSMUSG00000010051	509	398	335	215	149	158
ENSMUSG00000010052	16	22	27	41	31	40
ENSMUSG00000010053	988	1203	1499	454	357	861
ENSMUSG00000010054	4	2	1	4	3	10
ENSMUSG00000010055	20	34	34	31	30	7
ENSMUSG00000010056	374	433	1021	395	836	702
ENSMUSG00000010057	1084	1861	1265	1292	1299	768
ENSMUSG00000010058	1	1	1	0	4	2
ENSMUSG00000010059	72	55	54	61	31	31
ENSMUSG00000010060	191	456	346	276	387	248
ENSMUSG00000010061	20	38	66	50	35	26
ENSMUSG00000010062	3455	3459	2435	3203	4614	2966
ENSMUSG00000010063	20	13	14	4	14	12
ENSMUSG00000010064	455	260	130	193	276	289
ENSMUSG00000010065	27	22	13	20	23	17
ENSMUSG00000010066	3732	2736	2385	3666	3973	2579
ENSMUSG00000010067	84	109	190	155	177	151
ENSMUSG00000010068	39	40	64	99	31	80
ENSMUSG00000010069	5	5	2	3	11	2
ENSMUSG00000010070	5016	2659	3816	3805	5526	6215
ENSMUSG00000010071	516	415	935	1071	514	582
ENSMUSG00000010072	480	576	541	928	482	565
ENSMUSG00000010073	1104	1598	1178	856	1313	1270
ENSMUSG00000010074	298	484	241	191	307	324
ENSMUSG00000010075	78	89	80	41	32	28
ENSMUSG00000010076	42	44	32	38	35	33
ENSMUSG00000010077	46	13	25	29	40	37
ENSMUSG00000010078	4338	4986	3916	2403	1461	1373
ENSMUSG00000010079	7	17	7	7	6	7
ENSMUSG00000010080	34	67	62	54	50	27
ENSMUSG00000010081	87	51	130	84	71	91
ENSMUSG00000010082	237	354	245	164	239	197
ENSMUSG00000010083	745	1341	694	556	260	557
ENSMUSG00000010084	11	6	6	14	9	7
ENSMUSG00000010085	5	4	3	1	2	3
ENSMUSG00000010086	183	201	185	78	131	145
ENSMUSG00000010087	2045	1045	1228	1191	1620	1990
ENSMUSG00000010088	949	462	645	484	503	756
ENSMUSG00000010089	246	185	423	384	351	240
ENSMUSG00000010090	99	117	67	85	54	67
ENSMUSG00000010091	286	208	254	343	193	197
ENSMUSG00000010092	81	53	56	102	91	62
ENSMUSG00000010093	854	530	808	800	924	623
ENSMUSG00000010094	35	28	24	34	32	29
ENSMUSG00000010095	130	173	226	234	153	134
ENSMUSG00000010096	111	75	90	104	80	113
ENSMUSG00000010097	473	274	283	402	408	319
ENSMUSG00000010098	246	171	308	191	304	253
ENSMUSG00000010099	12953	17305	30081	22378	25952	30466
ENSMUSG00000010100	2116	3566	2679	2452	3539	3191
ENSMUSG00000010101	1858	3171	3905	3943	3512	2938
ENSMUSG00000010102	7	1	1	4	0	4
ENSMUSG00000010103	110	39	76	80	45	74
ENSMUSG00000010104	29	43	16	42	68	75
ENSMUSG00000010105	458	455	481	373	430	406
ENSMUSG00000010106	1	1	2	1	1	1
ENSMUSG00000010107	3531	1436	2307	2064	2718	1050
ENSMUSG00000010108	1050	1039	1780	1517	647	950
ENSMUSG00000010109	15	20	10	15	28	15
ENSMUSG00000010110	33	27	23	7	27	27
ENSMUSG00000010111	66	46	59	33	30	26
ENSMUSG00000010112	181	151	175	124	120	143
ENSMUSG00000010113	1376	578	999	430	397	465
ENSMUSG00000010114	6625	7839	9708	17453	6828	5578
ENSMUSG00000010115	118	44	83	65	105	104
ENSMUSG00000010116	737	554	517	470	616	455
ENSMUSG00000010117	167	278	132	189	121	186
ENSMUSG00000010118	4722	6576	4530	5812	7869	4814
ENSMUSG00000010119	488	603	647	665	801	718
ENSMUSG00000010120	3418	2543	2298	2416	1235	2188
ENSMUSG00000010121	6	25	16	15	13	11
ENSMUSG00000010122	104	77	139	117	64	141
ENSMUSG00000010123	50	40	34	24	44	35
ENSMUSG00000010124	3776	2724	2961	3272	2194	4951
ENSMUSG00000010125	567	613	350	651	343	843
ENSMUSG00000010126	118	58	102	102	41	87
ENSMUSG00000010127	74	93	62	66	34	87
ENSMUSG00000010128	454	408	124	399	495	355
ENSMUSG00000010129	21	49	36	49	30	36
ENSMUSG00000010130	24	21	14	25	12	38
ENSMUSG00000010131	212	251	346	626	283	471
ENSMUSG00000010132	20620	15656	15933	11602	11976	16052
ENSMUSG00000010133	111	83	65	122	113	77
ENSMUSG00000010134	35	67	61	47	100	65
ENSMUSG00000010135	21	15	21	8	18	12
ENSMUSG00000010136	9	10	5	16	9	7
ENSMUSG00000010137	398	421	428	260	337	553
ENSMUSG00000010138	964	749	635	775	1091	680
ENSMUSG00000010139	143	231	129	139	240	210
ENSMUSG00000010140	313	498	420	248	241	208
ENSMUSG00000010141	170	174	122	110	135	148
ENSMUSG00000010142	122	114	209	211	157	240
ENSMUSG00000010143	3	10	11	5	13	11
ENSMUSG00000010144	54	91	57	65	25	66
ENSMUSG00000010145	163	66	76	153	87	71
ENSMUSG00000010146	28	25	21	17	31	21
ENSMUSG00000010147	46	105	41	74	49	68
ENSMUSG00000010148	34	49	19	31	18	16
ENSMUSG00000010149	41	79	61	66	73	65
ENSMUSG00000010150	776	355	1469	519	438	517
ENSMUSG00000010151	81	34	36	55	76	80
ENSMUSG00000010152	177	172	111	99	130	64
ENSMUSG00000010153	1970	1330	1580	777	510	540
ENSMUSG00000010154	415	685	332	450	339	463
ENSMUSG00000010155	3317	2393	7547	4831	5684	5165
ENSMUSG00000010156	1	2	0	0	2	2
ENSMUSG00000010157	1094	1338	727	530	1066	754
ENSMUSG00000010158	62	37	75	81	24	59
ENSMUSG00000010159	266	148	102	146	209	193
ENSMUSG00000010160	2091	2054	1048	545	915	964
ENSMUSG00000010161	1620	1418	1028	1505	2130	922
ENSMUSG00000010162	1102	1132	1395	1151	1531	1017
ENSMUSG00000010163	193	196	147	132	153	276
ENSMUSG00000010164	3368	3930	2286	3310	2606	4359
ENSMUSG00000010165	211	182	119	85	64	64
ENSMUSG00000010166	113	135	67	131	74	71
ENSMUSG00000010167	650	567	447	1098	950	345
ENSMUSG00000010168	50	52	67	35	68	51
ENSMUSG00000010169	11279	9523	9749	12318	16764	11430
ENSMUSG00000010170	1213	1401	438	1644	1164	1035
ENSMUSG00000010171	12180	4459	7380	12624	10687	15480
ENSMUSG00000010172	176	28	127	92	145	115
ENSMUSG00000010173	46	75	41	56	57	56
ENSMUSG00000010174	135	140	101	195	233	220
ENSMUSG00000010175	602	684	702	762	401	643
ENSMUSG00000010176	45	31	67	68	20	42
ENSMUSG00000010177	617	493	136	190	151	371
ENSMUSG00000010178	139	144	141	159	133	241
ENSMUSG00000010179	5535	3073	1699	2569	1877	4410
ENSMUSG00000010180	44	54	43	43	40	50
ENSMUSG00000010181	982	749	750	1751	1309	945
ENSMUSG00000010182	37	37	29	24	38	33
ENSMUSG00000010183	16	25	12	26	17	29
ENSMUSG00000010184	31	38	34	42	45	34
ENSMUSG00000010185	18	14	11	11	20	18
ENSMUSG00000010186	202	157	191	191	115	265
ENSMUSG00000010187	883	873	1569	735	1559	807
ENSMUSG00000010188	240	204	154	267	158	298
ENSMUSG00000010189	646	634	1323	210	384	645
ENSMUSG00000010190	3808	5595	9313	2968	5059	4981
ENSMUSG00000010191	274	118	200	325	261	358
ENSMUSG00000010192	284	185	290	172	274	237
ENSMUSG00000010193	111	67	69	87	45	127
ENSMUSG00000010194	6	5	5	2	5	5
ENSMUSG00000010195	682	730	491	344	837	738
ENSMUSG00000010196	1	0	5	6	5	6
ENSMUSG00000010197	858	660	583	636	407	740
ENSMUSG00000010198	226	125	183	96	91	190
ENSMUSG00000010199	2104	1637	2245	1445	1387	1096
ENSMUSG00000010200	147	107	130	118	62	78
ENSMUSG00000010201	26	17	33	20	33	43
ENSMUSG00000010202	391	360	360	480	189	177
ENSMUSG00000010203	81	129	55	48	104	47
ENSMUSG00000010204	37	118	95	87	98	86
ENSMUSG00000010205	134	190	107	217	124	156
ENSMUSG00000010206	126	86	154	105	91	64
ENSMUSG00000010207	99	150	72	77	53	116
ENSMUSG00000010208	53	23	50	23	47	36
ENSMUSG00000010209	193	240	131	69	99	100
ENSMUSG00000010210	2	2	0	3	1	1
ENSMUSG00000010211	154	101	85	96	58	168
ENSMUSG00000010212	18	6	11	11	18	6
ENSMUSG00000010213	977	428	1394	1228	2452	1367
ENSMUSG00000010214	2064	1380	1237	2012	2165	1345
ENSMUSG00000010215	3	4	1	2	6	2
ENSMUSG00000010216	215	140	108	320	235	191
ENSMUSG00000010217	164	121	141	82	107	116
ENSMUSG00000010218	26	48	50	25	33	11
ENSMUSG00000010219	338	569	257	188	710	452
ENSMUSG00000010220	57	59	38	79	57	55
ENSMUSG00000010221	7	3	3	4	4	9
ENSMUSG00000010222	140	187	86	178	58	114
ENSMUSG00000010223	69	110	68	121	164	83
ENSMUSG00000010224	276	177	165	177	224	352
ENSMUSG00000010225	15	12	9	15	11	23
ENSMUSG00000010226	344	459	819	579	686	247
ENSMUSG00000010227	600	1048	429	470	591	1219
ENSMUSG00000010228	6	18	35	23	14	8
ENSMUSG00000010229	26	39	39	33	41	26
ENSMUSG00000010230	157	132	55	146	161	113
ENSMUSG00000010231	67	30	47	59	58	52
ENSMUSG00000010232	3488	4794	4661	3042	6989	4032
ENSMUSG00000010233	184	163	215	299	128	272
ENSMUSG00000010234	26	30	49	21	33	10
ENSMUSG00000010235	40	21	25	40	51	17
ENSMUSG00000010236	125	210	102	129	113	171
ENSMUSG00000010237	13436	17505	21492	12915	11158	17090
ENSMUSG00000010238	61	123	45	189	101	108
ENSMUSG00000010239	286	246	161	192	175	197
ENSMUSG00000010240	1520	1033	424	228	240	419
ENSMUSG00000010241	132	136	154	137	112	124
ENSMUSG00000010242	13430	10018	12964	23470	12135	18930
ENSMUSG00000010243	30	48	23	42	43	32
ENSMUSG00000010244	686	763	621	623	936	396
ENSMUSG00000010245	341	232	552	168	261	225
ENSMUSG00000010246	635	591	500	242	451	597
ENSMUSG00000010247	16	20	9	10	17	18
ENSMUSG00000010248	3016	5717	6247	3463	5876	3327
ENSMUSG00000010249	101	64	83	113	124	70
ENSMUSG00000010250	115	142	257	131	125	197
ENSMUSG00000010251	18	21	16	28	10	30
ENSMUSG00000010252	44	40	46	32	37	39
ENSMUSG00000010253	477	601	343	536	497	460
ENSMUSG00000010254	975	829	506	861	859	861
ENSMUSG00000010255	776	326	759	855	663	615
ENSMUSG00000010256	1860	1506	1337	2660	1833	1534
ENSMUSG00000010257	689	244	760	596	598	516
ENSMUSG00000010258	198	118	224	193	327	193
ENSMUSG00000010259	529	386	689	466	691	1076
ENSMUSG00000010260	478	633	498	297	432	680
ENSMUSG00000010261	105	101	111	116	196	79
ENSMUSG00000010262	417	482	501	413	577	577
ENSMUSG00000010263	1598	508	1806	1780	1960	972
ENSMUSG00000010264	307	305	223	191	174	168
ENSMUSG00000010265	91	70	83	120	44	115
ENSMUSG00000010266	998	803	857	517	549	720
ENSMUSG00000010267	8312	2848	8158	5576	12143	6595
ENSMUSG00000010268	371	150	197	165	141	59
ENSMUSG00000010269	125	89	111	139	99	117
ENSMUSG00000010270	113	115	100	92	119	133
ENSMUSG00000010271	1070	1320	1983	1754	970	2762
ENSMUSG00000010272	2	4	3	3	3	3
ENSMUSG00000010273	344	259	160	469	271	251
ENSMUSG00000010274	1710	822	1768	1416	1693	1651
ENSMUSG00000010275	34	17	30	29	32	39
ENSMUSG00000010276	5943	10067	5871	2439	2949	3106
ENSMUSG00000010277	226	240	360	285	663	342
ENSMUSG00000010278	74	29	80	41	47	57
ENSMUSG00000010279	333	257	144	109	194	83
ENSMUSG00000010280	6	12	11	9	3	2
ENSMUSG00000010281	28	52	32	29	25	43
ENSMUSG00000010282	9614	10955	8229	5507	7033	6290
ENSMUSG00000010283	29	28	40	15	44	25
ENSMUSG00000010284	4259	5144	4322	6508	4919	6191
ENSMUSG00000010285	201	409	191	104	124	130
ENSMUSG00000010286	1722	2123	2251	612	771	845
ENSMUSG00000010287	183	250	137	244	96	76
ENSMUSG00000010288	2	1	2	4	0	2
ENSMUSG00000010289	55	70	13	38	59	48
ENSMUSG00000010290	285	194	300	232	328	303
ENSMUSG00000010291	12	14	19	23	15	12
ENSMUSG00000010292	4	13	21	10	9	9
ENSMUSG00000010293	356	312	306	137	288	429
ENSMUSG00000010294	27	34	43	30	20	65
ENSMUSG00000010295	4	1	6	7	2	9
ENSMUSG00000010296	45	43	50	41	34	35
ENSMUSG00000010297	312	926	1090	444	589	1751
ENSMUSG00000010298	67	82	75	27	46	45
ENSMUSG00000010299	773	656	1421	959	941	552
ENSMUSG00000010300	2069	2237	2087	2059	2720	5156
ENSMUSG00000010301	214	66	94	348	375	199
ENSMUSG00000010302	22	26	11	8	19	23
ENSMUSG00000010303	14	11	8	6	6	6
ENSMUSG00000010304	197	99	114	104	135	167
ENSMUSG00000010305	823	1057	620	953	1443	974
ENSMUSG00000010306	213	316	420	295	326	236
ENSMUSG00000010307	573	418	351	383	592	269
ENSMUSG00000010308	95	63	46	74	46	67
ENSMUSG00000010309	197	306	225	165	186	314
ENSMUSG00000010310	45	48	35	51	42	16
ENSMUSG00000010311	114	42	120	70	132	94
ENSMUSG00000010312	13	15	8	4	20	5
ENSMUSG00000010313	8	3	6	11	4	10
ENSMUSG00000010314	60	42	55	55	72	52
ENSMUSG00000010315	21	28	19	14	14	9
ENSMUSG00000010316	23	39	39	25	15	39
ENSMUSG00000010317	403	489	881	349	419	468
ENSMUSG00000010318	108	131	154	85	111	173
ENSMUSG00000010319	49529	51409	40336	48731	60901	73702
ENSMUSG00000010320	2457	850	2045	1054	1245	1163
ENSMUSG00000010321	41	44	61	48	33	48
ENSMUSG00000010322	1039	374	886	603	751	581
ENSMUSG00000010323	206	96	282	315	285	382
ENSMUSG00000010324	65	59	30	11	36	39
ENSMUSG00000010325	1992	4787	1727	2001	1085	1285
ENSMUSG00000010326	27	25	26	26	29	46
ENSMUSG00000010327	3	3	0	3	0	1
ENSMUSG00000010328	715	663	829	934	422	722
ENSMUSG00000010329	65	62	29	52	29	20
ENSMUSG00000010330	3970	5039	2328	2326	2713	5446
ENSMUSG00000010331	17	35	36	37	35	35
ENSMUSG00000010332	11	21	13	6	2	2
ENSMUSG00000010333	3243	3517	2501	3443	1770	3145
ENSMUSG00000010334	12	26	12	20	14	32
ENSMUSG00000010335	189	139	289	300	272	152
ENSMUSG00000010336	5759	3203	2033	2495	2520	1728
ENSMUSG00000010337	133	140	214	141	105	236
ENSMUSG00000010338	122	210	90	90	155	143
ENSMUSG00000010339	164	150	115	136	218	139
ENSMUSG00000010340	898	592	873	1082	982	775
ENSMUSG00000010341	68	19	32	42	19	30
ENSMUSG00000010342	187	975	377	723	427	731
ENSMUSG00000010343	532	433	544	529	620	442
ENSMUSG00000010344	20594	20672	6227	18146	21394	12697
ENSMUSG00000010345	64	100	85	53	53	57
ENSMUSG00000010346	33	15	39	25	27	26
ENSMUSG00000010347	896	434	674	1129	1293	864
ENSMUSG00000010348	51	49	114	116	77	83
ENSMUSG00000010349	181	374	307	384	413	198
ENSMUSG00000010350	293	111	153	134	199	162
ENSMUSG00000010351	1825	2331	996	1225	1424	1775
ENSMUSG00000010352	46	33	21	29	29	52
ENSMUSG00000010353	123	198	72	114	112	97
ENSMUSG00000010354	0	2	2	1	2	1
ENSMUSG00000010355	7	8	21	30	29	30
ENSMUSG00000010356	3092	2939	4888	3226	2080	1967
ENSMUSG00000010357	43	143	56	58	21	39
ENSMUSG00000010358	36	55	32	18	25	27
ENSMUSG00000010359	8	16	15	14	10	11
ENSMUSG00000010360	666	399	370	579	411	286
ENSMUSG00000010361	180	346	190	243	175	170
ENSMUSG00000010362	17	6	12	19	18	4
ENSMUSG00000010363	447	683	509	497	684	596
ENSMUSG00000010364	686	385	568	315	198	280
ENSMUSG00000010365	385	742	1020	936	670	618
ENSMUSG00000010366	41	45	15	33	43	25
ENSMUSG00000010367	2210	3195	2964	3770	4875	5271
ENSMUSG00000010368	295	382	159	329	306	246
ENSMUSG00000010369	168	102	209	87	110	155
ENSMUSG00000010370	40	47	49	75	78	64
ENSMUSG00000010371	35	72	93	58	51	70
ENSMUSG00000010372	797	803	422	972	902	513
ENSMUSG00000010373	74	113	94	67	114	76
ENSMUSG00000010374	2208	1875	1999	799	767	1641
ENSMUSG00000010375	362	306	576	424	300	592
ENSMUSG00000010376	1731	1922	2402	3290	2387	1602
ENSMUSG00000010377	567	553	570	578	386	507
ENSMUSG00000010378	103	103	147	141	160	240
ENSMUSG00000010379	5	8	1	3	9	1
ENSMUSG00000010380	143	179	333	166	379	130
ENSMUSG00000010381	550	586	669	560	532	747
ENSMUSG00000010382	133	248	121	264	112	146
ENSMUSG00000010383	569	439	294	460	516	386
ENSMUSG00000010384	36	72	59	52	73	54
ENSMUSG00000010385	75	79	50	82	52	50
ENSMUSG00000010386	28	47	41	21	21	19
ENSMUSG00000010387	1750	3279	2034	2956	3467	2395
ENSMUSG00000010388	289	157	300	223	146	186
ENSMUSG00000010389	41	84	43	40	31	38
ENSMUSG00000010390	36	12	5	9	4	12
ENSMUSG00000010391	45	111	70	97	114	154
ENSMUSG00000010392	4322	3246	2700	1978	2617	1939
ENSMUSG00000010393	243	313	178	459	448	206
ENSMUSG00000010394	47	48	42	32	23	28
ENSMUSG00000010395	2536	2907	2038	3206	2394	1491
ENSMUSG00000010396	1842	1920	1255	2224	2079	2113
ENSMUSG00000010397	955	936	627	947	1123	788
ENSMUSG00000010398	555	650	922	932	526	573
ENSMUSG00000010399	1769	1179	1402	1016	1756	1576
ENSMUSG00000010400	380	239	335	429	384	722
ENSMUSG00000010401	1360	465	778	501	547	639
ENSMUSG00000010402	48	29	33	40	24	38
ENSMUSG00000010403	4590	7373	9639	3988	3934	2781
ENSMUSG00000010404	235	204	180	155	163	224
ENSMUSG00000010405	11106	5868	10176	6765	6095	6563
ENSMUSG00000010406	2	3	3	4	2	8
ENSMUSG00000010407	463	431	416	557	722	306
ENSMUSG00000010408	1467	1237	980	861	1274	854
ENSMUSG00000010409	116	84	80	68	45	108
ENSMUSG00000010410	286	480	320	398	409	266
ENSMUSG00000010411	743	347	768	711	432	605
ENSMUSG00000010412	571	327	614	404	526	604
ENSMUSG00000010413	23	40	52	46	40	23
ENSMUSG00000010414	82	113	118	151	103	80
ENSMUSG00000010415	1385	784	1109	1457	776	546
ENSMUSG00000010416	2032	1978	1086	1411	1392	1367
ENSMUSG00000010417	257	87	173	177	137	123
ENSMUSG00000010418	122	110	81	168	139	180
ENSMUSG00000010419	212	213	264	188	266	154
ENSMUSG00000010420	1612	685	1327	1392	1000	614
ENSMUSG00000010421	25	14	8	32	25	12
ENSMUSG00000010422	6	4	10	10	14	14
ENSMUSG00000010423	211	131	219	209	194	217
ENSMUSG00000010424	16	15	8	15	20	17
ENSMUSG00000010425	19	47	66	44	42	39
ENSMUSG00000010426	189	204	272	187	115	145
ENSMUSG00000010427	412	625	453	250	427	330
ENSMUSG00000010428	7	14	13	28	14	15
ENSMUSG00000010429	452	893	595	551	989	970
ENSMUSG00000010430	9	10	3	2	5	6
ENSMUSG00000010431	763	297	595	323	366	448
ENSMUSG00000010432	9	8	6	5	5	10
ENSMUSG00000010433	6	14	16	4	12	20
ENSMUSG00000010434	446	499	701	528	633	425
ENSMUSG00000010435	97	210	181	63	31	71
ENSMUSG00000010436	32	39	30	29	34	31
ENSMUSG00000010437	183	114	217	33	60	78
ENSMUSG00000010438	262	240	303	415	334	321
ENSMUSG00000010439	154	169	126	164	139	116
ENSMUSG00000010440	135	142	123	84	204	144
ENSMUSG00000010441	1751	1133	605	2077	1510	870
ENSMUSG00000010442	21	41	23	23	39	37
ENSMUSG00000010443	57	63	87	47	63	79
ENSMUSG00000010444	59	34	53	32	63	46
ENSMUSG00000010445	2366	1934	1339	1271	1736	985
ENSMUSG00000010446	914	779	977	811	963	1308
ENSMUSG00000010447	2047	2119	1345	1707	2470	1068
ENSMUSG00000010448	270	182	179	184	173	99
ENSMUSG00000010449	93	77	82	86	104	149
ENSMUSG00000010450	767	1324	577	822	1043	1117
ENSMUSG00000010451	117	154	145	73	39	39
ENSMUSG00000010452	427	566	628	886	623	576
ENSMUSG00000010453	505	889	656	486	818	657
ENSMUSG00000010454	27	16	60	47	47	25
ENSMUSG00000010455	157	106	153	138	88	115
ENSMUSG00000010456	217	233	349	86	151	78
ENSMUSG00000010457	2916	2887	5392	6120	9011	3583
ENSMUSG00000010458	18240	16971	28833	32421	20216	37324
ENSMUSG00000010459	170	170	129	45	152	139
ENSMUSG00000010460	175	138	77	148	92	107
ENSMUSG00000010461	1	1	0	1	0	0
ENSMUSG00000010462	114	184	325	392	321	171
ENSMUSG00000010463	70	149	87	58	105	200
ENSMUSG00000010464	16	24	20	14	18	22
ENSMUSG00000010465	737	670	314	372	828	580
ENSMUSG00000010466	17	15	15	6	8	7
ENSMUSG00000010467	132	94	108	101	42	111
ENSMUSG00000010468	176	181	98	175	289	247
ENSMUSG00000010469	13	10	12	11	13	9
ENSMUSG00000010470	308	1068	474	877	574	166
ENSMUSG00000010471	1244	1256	762	1743	1273	2173
ENSMUSG00000010472	10	14	4	9	11	10
ENSMUSG00000010473	10	12	14	10	4	19
ENSMUSG00000010474	542	713	584	400	756	819
ENSMUSG00000010475	94	100	122	140	79	186
ENSMUSG00000010476	7	5	7	8	7	10
ENSMUSG00000010477	70	89	84	65	60	28
ENSMUSG00000010478	157	124	147	160	103	74
ENSMUSG00000010479	193	216	56	56	166	112
ENSMUSG00000010480	725	1118	645	599	548	787
ENSMUSG00000010481	320	362	292	181	493	218
ENSMUSG00000010482	11390	15519	7598	4035	8071	2497
ENSMUSG00000010483	3401	3505	2286	2532	2455	2512
ENSMUSG00000010484	1035	175	709	993	466	353
ENSMUSG00000010485	1362	1533	1069	1379	1029	1157
ENSMUSG00000010486	2279	2203	1584	2236	2879	2547
ENSMUSG00000010487	550	425	448	889	268	593
ENSMUSG00000010488	2	3	10	13	11	23
ENSMUSG00000010489	709	729	782	699	565	1127
ENSMUSG00000010490	223	218	99	254	158	214
ENSMUSG00000010491	4881	4123	3526	4355	6533	4061
ENSMUSG00000010492	169	160	168	111	194	108
ENSMUSG00000010493	590	310	217	514	515	408
ENSMUSG00000010494	230	436	207	354	169	281
ENSMUSG00000010495	4990	4256	3652	2565	2746	2866
ENSMUSG00000010496	312	229	236	231	219	222
ENSMUSG00000010497	164	70	73	60	73	52
ENSMUSG00000010498	348	473	145	343	182	378
ENSMUSG00000010499	69	61	142	80	42	81
