gene_id	ctrl_1	ctrl_2	ctrl_3	treat_1	treat_2	treat_3
ENSG00000000165	120000	1300	2700	1200	1200	1800
ENSG00000000166	140000	1600	2600	1700	2900	2400
ENSG00000000167	105000	1900	1900	3900	1400	2100
ENSG00000000168	160000	1600	2100	1700	2800	1300
ENSG00000000169	165000	3000	2100	2500	1700	3000
ENSG00000000170	150000	700	3100	1900	1900	1800
ENSG00000000171	70000	2500	3000	3900	2300	3900
ENSG00000000172	185000	4700	2000	3400	2800	900
ENSG00000000173	110000	1800	1600	1700	1800	2800
ENSG00000000174	130000	2200	2200	1600	1700	3200
ENSG00000000175	105000	3200	1300	2000	2700	1600
ENSG00000000176	90000	1900	1400	1700	1900	2100
ENSG00000000177	115000	1500	2900	1900	1800	2400
ENSG00000000178	100000	3100	1400	2800	2500	900
ENSG00000000179	130000	1700	2600	2000	2700	1800
ENSG00000000180	100000	800	1600	2500	1400	2900
ENSG00000000181	110000	4200	2400	3100	2600	1000
ENSG00000000182	110000	1300	2300	2700	1700	4100
ENSG00000000183	115000	1800	3000	2700	2700	2100
ENSG00000000184	95000	1400	1900	2200	1700	700
ENSG00000000185	185000	3300	2300	900	2600	3100
ENSG00000000186	155000	2100	1100	2000	2100	1300
ENSG00000000187	130000	2400	2100	3000	800	2300
ENSG00000000188	160000	1400	2300	2600	1600	1200
ENSG00000000189	85000	2000	2300	2300	900	1000
ENSG00000000190	130000	1900	1600	2500	2600	2400
ENSG00000000191	145000	2100	2700	1100	1700	2600
ENSG00000000192	85000	3700	1100	2400	4400	1500
ENSG00000000193	100000	2200	2200	1100	3300	1500
ENSG00000000194	120000	1600	1800	3400	3500	3400
ENSG00000000195	115000	2600	2600	5800	1800	2200
ENSG00000000196	130000	1500	3300	1700	1700	1300
ENSG00000000197	95000	2000	2800	3700	3800	4000
ENSG00000000198	195000	2800	2600	2100	2800	3400
ENSG00000000199	125000	1700	400	3700	2100	4800
ENSG00000000200	155000	3700	2400	1800	2600	2000
ENSG00000000201	80000	2500	1700	2200	2900	3700
ENSG00000000202	95000	1800	2600	2000	1100	2000
ENSG00000000203	195000	3000	3900	1100	2800	1700
ENSG00000000204	130000	2300	2600	2200	3800	2400
ENSG00000000205	85000	1300	2100	2700	1200	2400
ENSG00000000206	180000	2000	1700	2400	1500	1800
ENSG00000000207	140000	2400	2800	2200	5400	2700
ENSG00000000208	55000	1500	1800	1500	1800	2200
ENSG00000000209	95000	2900	2600	2100	2000	1200
ENSG00000000210	185000	2600	3600	1100	2100	2000
ENSG00000000211	100000	2300	2200	2700	1900	2700
ENSG00000000212	100000	3700	2200	4300	1100	1900
ENSG00000000213	180000	400	3100	2600	3600	3000
ENSG00000000214	130000	2500	3900	1300	3300	2100
ENSG00000000215	160000	2400	2300	1500	2500	1800
ENSG00000000216	95000	1400	3800	2200	1900	2600
ENSG00000000217	125000	2000	3500	1400	3500	1700
ENSG00000000218	140000	1700	2300	1800	3100	1100
ENSG00000000219	120000	1700	1400	2700	1900	2400
ENSG00000000220	185000	2300	2800	2200	2700	1000
ENSG00000000221	110000	1900	900	2300	2200	1300
ENSG00000000222	75000	1600	2700	2200	1400	2500
ENSG00000000223	85000	2400	800	1700	3200	1300
ENSG00000000224	155000	1400	1300	3300	4100	2000
ENSG00000000225	90000	3500	1500	2100	1900	3700
ENSG00000000226	70000	2900	4000	2200	1500	4100
ENSG00000000227	75000	3200	1900	2700	4200	2300
ENSG00000000228	20000	4200	1600	2900	3100	2100
ENSG00000000229	200000	1100	1100	4200	1100	2600
ENSG00000000230	130000	3500	1700	2000	3900	4200
ENSG00000000231	175000	2900	1700	2100	3400	2100
ENSG00000000232	180000	3700	2900	1800	1600	1600
ENSG00000000233	60000	1500	4300	2400	1700	2300
ENSG00000000234	105000	2100	2500	3000	3200	2400
ENSG00000000235	100000	2700	1700	3200	3800	3400
ENSG00000000236	95000	2800	1100	2100	3700	1900
ENSG00000000237	135000	3000	2000	2100	3500	1600
ENSG00000000238	125000	2300	2800	3100	2400	1900
ENSG00000000239	245000	3200	2200	1400	1900	2000
ENSG00000000240	180000	3400	2800	2100	2400	1800
ENSG00000000241	185000	3100	2100	3400	2400	3600
ENSG00000000242	140000	5400	1900	1400	2300	2600
ENSG00000000243	60000	2100	5000	1800	1900	1600
ENSG00000000244	195000	2700	1700	1300	2200	2500
ENSG00000000245	120000	2000	3200	3200	3700	2300
ENSG00000000246	145000	1000	1700	3700	2600	2700
ENSG00000000247	140000	2500	2400	2200	2000	2700
ENSG00000000248	105000	2000	2000	1900	2500	1200
ENSG00000000249	180000	4300	3300	1400	3000	1700
ENSG00000000250	150000	1500	2300	1600	1800	3100
ENSG00000000251	75000	1300	1300	2900	2000	4300
ENSG00000000252	75000	1900	1400	3200	1200	3900
ENSG00000000253	130000	1200	1300	1000	2000	2400
ENSG00000000254	105000	1700	4700	2700	1400	2400
ENSG00000000255	210000	1600	2000	2600	3800	1100
ENSG00000000256	100000	1700	1600	4500	4600	3000
ENSG00000000257	135000	1800	2000	1400	4200	2500
ENSG00000000258	95000	1200	1900	2900	1700	3000
ENSG00000000259	75000	2500	2400	1900	3000	3300
ENSG00000000260	165000	2300	1400	2100	1600	3200
ENSG00000000261	125000	2900	3500	2400	1000	1900
ENSG00000000262	105000	2700	2800	2100	2000	2600
ENSG00000000263	80000	2600	1500	2800	2600	700
ENSG00000000264	150000	800	1500	1800	2300	2100
ENSG00000000265	155000	1400	1500	2700	2300	1200
ENSG00000000266	100000	1700	1500	3200	3000	2600
ENSG00000000267	110000	2000	1100	3000	2900	2100
ENSG00000000268	95000	1400	1800	1500	3800	3400
ENSG00000000269	85000	1500	2500	1800	1300	2100
ENSG00000000270	145000	3000	1700	1500	4200	3400
ENSG00000000271	75000	3900	1000	2700	1600	1600
ENSG00000000272	105000	2100	1600	1600	3100	3900
ENSG00000000273	85000	2200	3800	4300	3300	1900
ENSG00000000274	80000	1800	1600	1600	1300	2000
ENSG00000000275	120000	2400	500	2900	2200	2800
ENSG00000000276	130000	5700	1200	2800	2500	4100
ENSG00000000277	30000	4100	1600	3300	1900	1500
ENSG00000000278	120000	400	2800	2600	1700	2100
ENSG00000000279	90000	1900	1800	2600	2100	3000
ENSG00000000280	170000	3400	2100	1900	3400	2500
ENSG00000000281	180000	3800	2400	2500	2200	2100
ENSG00000000282	105000	1800	4400	1600	2000	1300
ENSG00000000283	160000	1900	1900	3100	2000	2000
ENSG00000000284	75000	2700	3000	1000	2300	1700
ENSG00000000285	180000	3700	4700	1800	1000	1000
ENSG00000000286	105000	2200	2500	3600	2300	1300
ENSG00000000287	125000	2500	1000	2300	1500	2800
ENSG00000000288	115000	2900	2300	2600	1800	3200
ENSG00000000289	125000	3800	1100	2800	4100	3000
ENSG00000000290	110000	3000	3800	2800	3200	2900
ENSG00000000291	190000	2000	4300	3000	1100	1900
ENSG00000000292	130000	1200	1900	2800	3700	2200
ENSG00000000293	45000	4900	2700	1600	2600	2200
ENSG00000000294	145000	1400	3500	1700	3100	2400
ENSG00000000295	100000	3100	1300	1700	1700	3900
ENSG00000000296	130000	1900	2500	2800	2800	3000
ENSG00000000297	260000	2000	2100	1100	1600	1800
ENSG00000000298	115000	2300	2700	1300	700	1800
ENSG00000000299	145000	2900	2400	1100	3200	3100
ENSG00000000300	75000	3600	6400	1700	2100	1400
ENSG00000000301	75000	2200	2900	1300	3300	2200
ENSG00000000302	100000	3600	3100	2700	3700	800
ENSG00000000303	85000	4800	1500	2100	1700	2100
ENSG00000000304	115000	2700	2700	2800	3100	1700
ENSG00000000305	95000	1900	3500	1700	2800	2800
ENSG00000000306	80000	1400	2600	1000	2400	2900
ENSG00000000307	65000	2100	1600	3700	2900	2300
ENSG00000000308	120000	2700	2600	2800	1900	3000
ENSG00000000309	120000	2500	900	2000	3200	2200
ENSG00000000310	105000	2800	2400	1400	1800	1000
ENSG00000000311	185000	2300	2200	1500	1400	1400
ENSG00000000312	80000	2300	2200	2900	1500	2400
ENSG00000000313	75000	3300	3200	3100	3200	2000
ENSG00000000314	35000	1200	3000	2000	2100	2600
ENSG00000000315	95000	1500	2700	2000	1600	2500
ENSG00000000316	30000	3400	2200	1900	3800	2800
ENSG00000000317	110000	3000	2200	1700	1600	1200
ENSG00000000318	70000	1000	1900	2800	1800	2700
ENSG00000000319	185000	4000	1300	1700	1800	1300
ENSG00000000320	145000	1700	2200	1800	2000	1900
ENSG00000000321	125000	2800	3300	1600	1600	3400
ENSG00000000322	75000	1700	2800	2100	1700	1700
ENSG00000000323	85000	3200	3800	3400	3300	2800
ENSG00000000324	105000	2700	2300	1700	1600	1000
ENSG00000000325	125000	3600	2400	1800	900	3500
ENSG00000000326	125000	2500	3900	2400	2000	1900
ENSG00000000327	75000	2300	1100	2300	1200	2300
ENSG00000000328	170000	900	2100	1900	3500	3200
ENSG00000000329	195000	1700	2100	1500	2200	2500
ENSG00000000330	125000	1800	1100	3100	2200	3200
ENSG00000000331	175000	3100	1400	2100	1900	2900
ENSG00000000332	110000	2600	2200	1500	2100	2000
ENSG00000000333	140000	800	2600	2900	1800	2400
ENSG00000000334	170000	1200	1600	1700	3300	2300
ENSG00000000335	70000	2400	2700	900	2900	1700
ENSG00000000336	70000	2100	2000	1500	2300	2700
ENSG00000000337	160000	2700	1100	2100	1700	1300
ENSG00000000338	130000	2100	1700	2700	2500	3000
ENSG00000000339	120000	3300	3900	1800	700	1800
ENSG00000000340	95000	3200	1900	2700	3400	1700
ENSG00000000341	75000	2000	1200	1900	2400	1500
ENSG00000000342	40000	2100	1500	3000	3300	1700
ENSG00000000343	95000	1800	1200	2900	2400	2200
ENSG00000000344	70000	2400	1200	3200	1800	2300
ENSG00000000345	95000	2500	1500	1900	5600	2600
ENSG00000000346	120000	1800	1800	2600	1800	6200
ENSG00000000347	65000	2600	3100	1500	1100	2600
ENSG00000000348	100000	2800	2200	1800	1500	3000
ENSG00000000349	100000	1700	4500	1700	3000	1600
ENSG00000000350	130000	1400	1500	2100	3000	1000
ENSG00000000351	60000	1600	3000	2600	2300	2800
ENSG00000000352	115000	1800	2000	3500	1300	2400
ENSG00000000353	85000	1900	1400	2200	1800	4000
ENSG00000000354	35000	2200	2100	3000	1200	1900
ENSG00000000355	150000	3000	2500	2700	1600	3700
ENSG00000000356	155000	3100	2300	1100	3900	3200
ENSG00000000357	150000	2400	2000	1300	1600	4200
ENSG00000000358	165000	700	3400	2000	4200	2900
ENSG00000000359	120000	2600	2700	3300	3200	2100
ENSG00000000360	110000	3400	2200	2300	2400	2800
ENSG00000000361	30000	1300	1500	2800	2800	2400
ENSG00000000362	150000	1800	3000	1900	1500	1400
ENSG00000000363	140000	1300	2800	800	2800	3000
ENSG00000000364	130000	1900	3800	1400	3900	1300
ENSG00000000365	200000	2300	1000	2800	1500	1100
ENSG00000000366	95000	1900	1100	1400	1800	1800
ENSG00000000367	145000	2300	700	2200	400	2300
ENSG00000000368	125000	3200	900	1900	3600	2800
ENSG00000000369	25000	4100	1800	2800	2100	2700
ENSG00000000370	125000	2000	3100	1200	2200	1100
ENSG00000000371	115000	4900	1700	2000	2400	1100
ENSG00000000372	150000	3600	1600	2200	2500	1700
ENSG00000000373	135000	3200	3400	1500	3300	2100
ENSG00000000374	105000	2200	1300	2900	2200	2600
ENSG00000000375	85000	4000	3200	2900	2300	900
ENSG00000000376	65000	2000	1000	1500	2200	2100
ENSG00000000377	110000	3500	1900	900	1600	2200
ENSG00000000378	65000	4900	2400	1800	2500	2300
ENSG00000000379	105000	1400	3600	4100	2800	1200
ENSG00000000380	150000	3000	3300	1400	1500	2700
ENSG00000000381	100000	1400	3000	3000	2200	1700
ENSG00000000382	90000	2200	1800	1400	2100	2900
ENSG00000000383	65000	2400	2500	2400	1700	2100
ENSG00000000384	155000	2900	1000	2400	3400	2100
ENSG00000000385	45000	2200	1300	2700	3100	2000
ENSG00000000386	170000	2100	3500	1800	3200	3100
ENSG00000000387	140000	1900	2200	2500	1300	3800
ENSG00000000388	95000	4000	2100	3000	1400	1400
ENSG00000000389	70000	2500	3100	2700	2800	1600
ENSG00000000390	110000	1500	1900	1200	900	3800
ENSG00000000391	120000	2600	1700	3700	2400	4000
ENSG00000000392	120000	2300	1700	1400	1500	3800
ENSG00000000393	95000	2100	2100	1900	1900	2300
ENSG00000000394	125000	1900	3500	2000	2700	2400
ENSG00000000395	110000	1400	2000	4000	1200	1100
ENSG00000000396	125000	3600	1600	2300	2700	2300
ENSG00000000397	70000	2600	2600	2500	1700	3200
ENSG00000000398	110000	1600	2500	2200	4000	1000
ENSG00000000399	65000	2000	1900	2300	3800	2800
ENSG00000000400	150000	3500	1300	1000	2500	2300
ENSG00000000401	115000	1500	1800	3300	4600	800
ENSG00000000402	100000	3100	2000	2700	2400	2400
ENSG00000000403	145000	2600	5300	2300	2600	2500
ENSG00000000404	130000	1500	1200	3600	3300	2700
ENSG00000000405	115000	2700	2100	3300	4700	3500
ENSG00000000406	70000	2100	4000	2200	2400	2700
ENSG00000000407	90000	1500	2100	2800	3300	2400
ENSG00000000408	160000	3500	2500	2000	2500	3300
ENSG00000000409	95000	2000	2100	2700	2400	2400
ENSG00000000410	100000	2000	3000	1400	2600	3800
ENSG00000000411	130000	3300	4300	1500	1500	1700
ENSG00000000412	70000	1200	2300	4300	2400	1000
ENSG00000000413	85000	1300	5900	2700	2600	2500
ENSG00000000414	120000	1400	3000	1700	2300	1900
ENSG00000000415	35000	3100	4200	2600	2100	2400
ENSG00000000416	40000	1400	1600	3700	2600	2900
ENSG00000000417	55000	2500	1400	1300	2300	3300
ENSG00000000418	45000	1700	1700	1900	800	700
ENSG00000000419	125000	1900	1700	3400	2100	1700
ENSG00000000420	70000	700	4200	2700	1900	1300
ENSG00000000421	125000	2600	2800	2000	1200	2000
ENSG00000000422	130000	3100	1700	1500	2100	3100
ENSG00000000423	70000	3200	4200	2000	2500	1700
ENSG00000000424	85000	1600	2000	1600	2300	3000
ENSG00000000425	75000	1800	2500	2300	1900	1700
ENSG00000000426	140000	3300	2900	2900	1700	1700
ENSG00000000427	190000	2600	3800	1400	1500	3600
ENSG00000000428	165000	2600	1400	2900	3900	2100
ENSG00000000429	180000	1700	2000	2000	2400	1400
ENSG00000000430	85000	2000	3400	2700	1900	1700
ENSG00000000431	125000	1900	1500	2600	1600	2200
ENSG00000000432	100000	1700	2000	900	3400	2700
ENSG00000000433	175000	1400	2300	5100	2000	1200
ENSG00000000434	100000	1000	2300	3800	1300	1700
ENSG00000000435	150000	1100	1700	1200	1900	2700
ENSG00000000436	195000	3100	2000	1900	2600	2600
ENSG00000000437	220000	2600	2100	1400	2400	2500
ENSG00000000438	55000	2100	1600	4000	1600	1100
ENSG00000000439	110000	3000	4400	900	2800	2000
ENSG00000000440	155000	1600	3300	1600	1300	600
ENSG00000000441	125000	2300	1900	2000	2200	2400
ENSG00000000442	140000	1700	2900	1500	3000	2000
ENSG00000000443	160000	2800	1600	1400	1200	1200
ENSG00000000444	115000	3700	2400	2000	3500	900
ENSG00000000445	145000	1300	3300	1900	1300	1700
ENSG00000000446	150000	2500	3100	2100	3000	4200
ENSG00000000447	95000	1400	1600	1000	1700	2400
ENSG00000000448	110000	2500	4400	2000	2700	3500
ENSG00000000449	100000	1500	2300	3200	1200	2100
ENSG00000000450	105000	2000	2000	1100	1600	1600
ENSG00000000451	155000	2000	1000	1800	1700	2400
ENSG00000000452	95000	1200	2200	1500	2600	1400
ENSG00000000453	165000	3300	1800	2000	1800	2000
ENSG00000000454	65000	4500	2400	2100	2500	3300
ENSG00000000455	60000	2300	3600	3100	2100	2700
ENSG00000000456	190000	1700	3100	2500	1300	3500
ENSG00000000457	70000	3200	2400	2700	2400	1800
ENSG00000000458	180000	1900	3000	1500	2000	2100
ENSG00000000459	120000	2600	2400	1800	3800	2000
ENSG00000000460	110000	1400	3700	1500	2400	1900
ENSG00000000461	110000	2300	2400	4600	1300	2400
ENSG00000000462	90000	1000	2900	1500	1500	2200
ENSG00000000463	140000	2300	2700	1700	1900	2300
ENSG00000000464	105000	700	6100	1500	3700	2700
ENSG00000000465	80000	1800	1600	3500	5200	3300
ENSG00000000466	50000	3200	5600	3200	2100	2200
ENSG00000000467	65000	1400	3400	3600	2300	1600
ENSG00000000468	85000	1900	2300	1100	2400	2200
ENSG00000000469	40000	1400	3500	2800	2200	2600
ENSG00000000470	135000	2800	2100	2200	3600	1300
ENSG00000000471	110000	2800	2900	3100	800	4000
ENSG00000000472	135000	1900	1500	2700	2600	1600
ENSG00000000473	125000	4300	3300	2300	2400	1800
ENSG00000000474	85000	1900	2400	2000	3100	700
ENSG00000000475	100000	1800	1500	2900	2400	2900
ENSG00000000476	70000	1400	2200	3500	1800	1600
ENSG00000000477	205000	1800	2200	2800	3700	1600
ENSG00000000478	140000	1600	1800	700	4100	2700
ENSG00000000479	105000	1200	1300	2000	3200	2600
ENSG00000000480	90000	1900	2600	3700	2500	2100
ENSG00000000481	175000	1900	1100	2200	4800	2100
ENSG00000000482	105000	2000	2800	1300	2700	2300
ENSG00000000483	95000	1700	3200	3800	2200	600
ENSG00000000484	100000	2900	2100	900	3600	4100
ENSG00000000485	200000	1200	1900	3600	2200	2600
ENSG00000000486	125000	2900	1200	2000	1700	2900
ENSG00000000487	95000	1600	1900	1600	1800	1900
ENSG00000000488	90000	1600	2900	1600	3500	2900
ENSG00000000489	135000	900	3000	3300	3100	2400
ENSG00000000490	90000	1900	1800	3500	1700	2100
ENSG00000000491	135000	1800	2000	1400	2000	2700
ENSG00000000492	115000	3100	1500	2100	1200	2700
ENSG00000000493	125000	2100	1900	3000	1400	3500
ENSG00000000494	215000	2700	1500	3500	1400	2900
ENSG00000000495	135000	2600	2800	2500	2800	1600
ENSG00000000496	60000	2900	1800	2400	1000	4200
ENSG00000000497	190000	2900	2600	2300	3200	2200
ENSG00000000498	125000	1700	2300	2000	1500	1100
ENSG00000000499	105000	2100	2100	2400	2000	2500
ENSG00000000500	80000	3000	2800	1600	3500	2100
