gene_id	ctrl_1	ctrl_2	ctrl_3	treat_1	treat_2	treat_3
ENSG00000000220	3700	2300	2800	2200	2700	1000
ENSG00000000221	2200	1900	900	2300	2200	1300
ENSG00000000222	0	0	0	0	0	0
ENSG00000000223	0	0	0	0	0	0
ENSG00000000224	0	0	0	0	0	0
ENSG00000000225	0	0	0	0	0	0
ENSG00000000226	0	0	0	0	0	0
ENSG00000000227	0	0	0	0	0	0
ENSG00000000228	0	0	0	0	0	0
ENSG00000000229	0	0	0	0	0	0
ENSG00000000230	0	0	0	0	0	0
ENSG00000000231	3500	2900	1700	2100	3400	2100
ENSG00000000232	0	0	0	0	0	0
ENSG00000000233	0	0	0	0	0	0
ENSG00000000234	2100	2100	2500	3000	3200	2400
ENSG00000000235	0	0	0	0	0	0
ENSG00000000236	0	0	0	0	0	0
ENSG00000000237	0	0	0	0	0	0
ENSG00000000238	0	0	0	0	0	0
ENSG00000000239	0	0	0	0	0	0
ENSG00000000240	3600	3400	2800	2100	2400	1800
ENSG00000000241	0	0	0	0	0	0
ENSG00000000242	0	0	0	0	0	0
ENSG00000000243	1200	2100	5000	1800	1900	1600
ENSG00000000244	0	0	0	0	0	0
ENSG00000000245	2400	2000	3200	3200	3700	2300
ENSG00000000246	0	0	0	0	0	0
ENSG00000000247	0	0	0	0	0	0
ENSG00000000248	2100	2000	2000	1900	2500	1200
ENSG00000000249	0	0	0	0	0	0
ENSG00000000250	0	0	0	0	0	0
ENSG00000000251	1500	1300	1300	2900	2000	4300
ENSG00000000252	0	0	0	0	0	0
ENSG00000000253	2600	1200	1300	1000	2000	2400
ENSG00000000254	0	0	0	0	0	0
ENSG00000000255	4200	1600	2000	2600	3800	1100
ENSG00000000256	0	0	0	0	0	0
ENSG00000000257	2700	1800	2000	1400	4200	2500
ENSG00000000258	0	0	0	0	0	0
ENSG00000000259	0	0	0	0	0	0
ENSG00000000260	0	0	0	0	0	0
ENSG00000000261	2500	2900	3500	2400	1000	1900
ENSG00000000262	0	0	0	0	0	0
ENSG00000000263	0	0	0	0	0	0
ENSG00000000264	0	0	0	0	0	0
ENSG00000000265	0	0	0	0	0	0
ENSG00000000266	0	0	0	0	0	0
ENSG00000000267	0	0	0	0	0	0
ENSG00000000268	0	0	0	0	0	0
ENSG00000000269	1700	1500	2500	1800	1300	2100
ENSG00000000270	2900	3000	1700	1500	4200	3400
ENSG00000000271	0	0	0	0	0	0
ENSG00000000272	0	0	0	0	0	0
ENSG00000000273	0	0	0	0	0	0
ENSG00000000274	0	0	0	0	0	0
ENSG00000000275	0	0	0	0	0	0
ENSG00000000276	2600	5700	1200	2800	2500	4100
ENSG00000000277	600	4100	1600	3300	1900	1500
ENSG00000000278	2400	400	2800	2600	1700	2100
ENSG00000000279	1800	1900	1800	2600	2100	3000
ENSG00000000280	0	0	0	0	0	0
ENSG00000000281	0	0	0	0	0	0
ENSG00000000282	0	0	0	0	0	0
ENSG00000000283	0	0	0	0	0	0
ENSG00000000284	0	0	0	0	0	0
ENSG00000000285	0	0	0	0	0	0
ENSG00000000286	0	0	0	0	0	0
ENSG00000000287	0	0	0	0	0	0
ENSG00000000288	0	0	0	0	0	0
ENSG00000000289	0	0	0	0	0	0
ENSG00000000290	0	0	0	0	0	0
ENSG00000000291	3800	2000	4300	3000	1100	1900
ENSG00000000292	0	0	0	0	0	0
ENSG00000000293	900	4900	2700	1600	2600	2200
ENSG00000000294	2900	1400	3500	1700	3100	2400
ENSG00000000295	0	0	0	0	0	0
ENSG00000000296	0	0	0	0	0	0
ENSG00000000297	0	0	0	0	0	0
ENSG00000000298	0	0	0	0	0	0
ENSG00000000299	0	0	0	0	0	0
ENSG00000000300	1500	3600	6400	1700	2100	1400
ENSG00000000301	0	0	0	0	0	0
ENSG00000000302	2000	3600	3100	2700	3700	800
ENSG00000000303	0	0	0	0	0	0
ENSG00000000304	0	0	0	0	0	0
ENSG00000000305	0	0	0	0	0	0
ENSG00000000306	1600	1400	2600	1000	2400	2900
ENSG00000000307	0	0	0	0	0	0
ENSG00000000308	0	0	0	0	0	0
ENSG00000000309	0	0	0	0	0	0
ENSG00000000310	2100	2800	2400	1400	1800	1000
ENSG00000000311	0	0	0	0	0	0
ENSG00000000312	0	0	0	0	0	0
ENSG00000000313	0	0	0	0	0	0
ENSG00000000314	0	0	0	0	0	0
ENSG00000000315	0	0	0	0	0	0
ENSG00000000316	0	0	0	0	0	0
ENSG00000000317	0	0	0	0	0	0
ENSG00000000318	1400	1000	1900	2800	1800	2700
ENSG00000000319	0	0	0	0	0	0
ENSG00000000320	0	0	0	0	0	0
ENSG00000000321	0	0	0	0	0	0
ENSG00000000322	1500	1700	2800	2100	1700	1700
ENSG00000000323	0	0	0	0	0	0
ENSG00000000324	2100	2700	2300	1700	1600	1000
ENSG00000000325	0	0	0	0	0	0
ENSG00000000326	2500	2500	3900	2400	2000	1900
ENSG00000000327	1500	2300	1100	2300	1200	2300
ENSG00000000328	3400	900	2100	1900	3500	3200
ENSG00000000329	0	0	0	0	0	0
ENSG00000000330	2500	1800	1100	3100	2200	3200
ENSG00000000331	0	0	0	0	0	0
ENSG00000000332	0	0	0	0	0	0
ENSG00000000333	2800	800	2600	2900	1800	2400
ENSG00000000334	0	0	0	0	0	0
ENSG00000000335	1400	2400	2700	900	2900	1700
ENSG00000000336	0	0	0	0	0	0
ENSG00000000337	3200	2700	1100	2100	1700	1300
ENSG00000000338	0	0	0	0	0	0
ENSG00000000339	2400	3300	3900	1800	700	1800
ENSG00000000340	0	0	0	0	0	0
ENSG00000000341	0	0	0	0	0	0
ENSG00000000342	0	0	0	0	0	0
ENSG00000000343	0	0	0	0	0	0
ENSG00000000344	0	0	0	0	0	0
ENSG00000000345	0	0	0	0	0	0
ENSG00000000346	0	0	0	0	0	0
ENSG00000000347	1300	2600	3100	1500	1100	2600
ENSG00000000348	0	0	0	0	0	0
ENSG00000000349	2000	1700	4500	1700	3000	1600
ENSG00000000350	0	0	0	0	0	0
ENSG00000000351	1200	1600	3000	2600	2300	2800
ENSG00000000352	2300	1800	2000	3500	1300	2400
ENSG00000000353	0	0	0	0	0	0
ENSG00000000354	0	0	0	0	0	0
ENSG00000000355	0	0	0	0	0	0
ENSG00000000356	0	0	0	0	0	0
ENSG00000000357	3000	2400	2000	1300	1600	4200
ENSG00000000358	0	0	0	0	0	0
ENSG00000000359	2400	2600	2700	3300	3200	2100
ENSG00000000360	2200	3400	2200	2300	2400	2800
ENSG00000000361	600	1300	1500	2800	2800	2400
ENSG00000000362	0	0	0	0	0	0
ENSG00000000363	2800	1300	2800	800	2800	3000
ENSG00000000364	0	0	0	0	0	0
ENSG00000000365	0	0	0	0	0	0
ENSG00000000366	1900	1900	1100	1400	1800	1800
ENSG00000000367	0	0	0	0	0	0
ENSG00000000368	2500	3200	900	1900	3600	2800
ENSG00000000369	0	0	0	0	0	0
ENSG00000000370	0	0	0	0	0	0
ENSG00000000371	2300	4900	1700	2000	2400	1100
ENSG00000000372	3000	3600	1600	2200	2500	1700
ENSG00000000373	2700	3200	3400	1500	3300	2100
ENSG00000000374	2100	2200	1300	2900	2200	2600
ENSG00000000375	1700	4000	3200	2900	2300	900
ENSG00000000376	0	0	0	0	0	0
ENSG00000000377	2200	3500	1900	900	1600	2200
ENSG00000000378	0	0	0	0	0	0
ENSG00000000379	0	0	0	0	0	0
ENSG00000000380	3000	3000	3300	1400	1500	2700
ENSG00000000381	0	0	0	0	0	0
ENSG00000000382	1800	2200	1800	1400	2100	2900
ENSG00000000383	1300	2400	2500	2400	1700	2100
ENSG00000000384	0	0	0	0	0	0
ENSG00000000385	0	0	0	0	0	0
ENSG00000000386	0	0	0	0	0	0
ENSG00000000387	2800	1900	2200	2500	1300	3800
ENSG00000000388	0	0	0	0	0	0
ENSG00000000389	1400	2500	3100	2700	2800	1600
ENSG00000000390	0	0	0	0	0	0
ENSG00000000391	0	0	0	0	0	0
ENSG00000000392	0	0	0	0	0	0
ENSG00000000393	0	0	0	0	0	0
ENSG00000000394	0	0	0	0	0	0
ENSG00000000395	0	0	0	0	0	0
ENSG00000000396	0	0	0	0	0	0
ENSG00000000397	0	0	0	0	0	0
ENSG00000000398	2200	1600	2500	2200	4000	1000
ENSG00000000399	1300	2000	1900	2300	3800	2800
ENSG00000000400	3000	3500	1300	1000	2500	2300
ENSG00000000401	2300	1500	1800	3300	4600	800
ENSG00000000402	0	0	0	0	0	0
ENSG00000000403	0	0	0	0	0	0
ENSG00000000404	0	0	0	0	0	0
ENSG00000000405	0	0	0	0	0	0
ENSG00000000406	0	0	0	0	0	0
ENSG00000000407	0	0	0	0	0	0
ENSG00000000408	3200	3500	2500	2000	2500	3300
ENSG00000000409	0	0	0	0	0	0
ENSG00000000410	0	0	0	0	0	0
ENSG00000000411	0	0	0	0	0	0
ENSG00000000412	0	0	0	0	0	0
ENSG00000000413	0	0	0	0	0	0
ENSG00000000414	0	0	0	0	0	0
ENSG00000000415	0	0	0	0	0	0
ENSG00000000416	800	1400	1600	3700	2600	2900
ENSG00000000417	0	0	0	0	0	0
ENSG00000000418	900	1700	1700	1900	800	700
ENSG00000000419	2500	1900	1700	3400	2100	1700
ENSG00000000420	1400	700	4200	2700	1900	1300
ENSG00000000421	0	0	0	0	0	0
ENSG00000000422	2600	3100	1700	1500	2100	3100
ENSG00000000423	1400	3200	4200	2000	2500	1700
ENSG00000000424	0	0	0	0	0	0
ENSG00000000425	1500	1800	2500	2300	1900	1700
ENSG00000000426	0	0	0	0	0	0
ENSG00000000427	0	0	0	0	0	0
ENSG00000000428	3300	2600	1400	2900	3900	2100
ENSG00000000429	3600	1700	2000	2000	2400	1400
ENSG00000000430	0	0	0	0	0	0
ENSG00000000431	0	0	0	0	0	0
ENSG00000000432	0	0	0	0	0	0
ENSG00000000433	0	0	0	0	0	0
ENSG00000000434	0	0	0	0	0	0
ENSG00000000435	0	0	0	0	0	0
ENSG00000000436	0	0	0	0	0	0
ENSG00000000437	0	0	0	0	0	0
ENSG00000000438	0	0	0	0	0	0
ENSG00000000439	2200	3000	4400	900	2800	2000
ENSG00000000440	0	0	0	0	0	0
ENSG00000000441	0	0	0	0	0	0
ENSG00000000442	0	0	0	0	0	0
ENSG00000000443	3200	2800	1600	1400	1200	1200
ENSG00000000444	0	0	0	0	0	0
ENSG00000000445	0	0	0	0	0	0
ENSG00000000446	0	0	0	0	0	0
ENSG00000000447	1900	1400	1600	1000	1700	2400
ENSG00000000448	2200	2500	4400	2000	2700	3500
ENSG00000000449	2000	1500	2300	3200	1200	2100
ENSG00000000450	2100	2000	2000	1100	1600	1600
ENSG00000000451	0	0	0	0	0	0
ENSG00000000452	0	0	0	0	0	0
ENSG00000000453	0	0	0	0	0	0
ENSG00000000454	1300	4500	2400	2100	2500	3300
ENSG00000000455	1200	2300	3600	3100	2100	2700
ENSG00000000456	0	0	0	0	0	0
ENSG00000000457	1400	3200	2400	2700	2400	1800
ENSG00000000458	0	0	0	0	0	0
ENSG00000000459	2400	2600	2400	1800	3800	2000
ENSG00000000460	2200	1400	3700	1500	2400	1900
ENSG00000000461	0	0	0	0	0	0
ENSG00000000462	1800	1000	2900	1500	1500	2200
ENSG00000000463	0	0	0	0	0	0
ENSG00000000464	0	0	0	0	0	0
ENSG00000000465	0	0	0	0	0	0
ENSG00000000466	0	0	0	0	0	0
ENSG00000000467	1300	1400	3400	3600	2300	1600
ENSG00000000468	0	0	0	0	0	0
ENSG00000000469	0	0	0	0	0	0
ENSG00000000470	2700	2800	2100	2200	3600	1300
ENSG00000000471	0	0	0	0	0	0
ENSG00000000472	0	0	0	0	0	0
ENSG00000000473	0	0	0	0	0	0
ENSG00000000474	0	0	0	0	0	0
ENSG00000000475	2000	1800	1500	2900	2400	2900
ENSG00000000476	0	0	0	0	0	0
ENSG00000000477	0	0	0	0	0	0
ENSG00000000478	0	0	0	0	0	0
ENSG00000000479	2100	1200	1300	2000	3200	2600
ENSG00000000480	1800	1900	2600	3700	2500	2100
ENSG00000000481	0	0	0	0	0	0
ENSG00000000482	0	0	0	0	0	0
ENSG00000000483	0	0	0	0	0	0
ENSG00000000484	2000	2900	2100	900	3600	4100
ENSG00000000485	0	0	0	0	0	0
ENSG00000000486	0	0	0	0	0	0
ENSG00000000487	0	0	0	0	0	0
ENSG00000000488	1800	1600	2900	1600	3500	2900
ENSG00000000489	0	0	0	0	0	0
ENSG00000000490	1800	1900	1800	3500	1700	2100
ENSG00000000491	2700	1800	2000	1400	2000	2700
ENSG00000000492	0	0	0	0	0	0
ENSG00000000493	2500	2100	1900	3000	1400	3500
ENSG00000000494	4300	2700	1500	3500	1400	2900
ENSG00000000495	0	0	0	0	0	0
ENSG00000000496	0	0	0	0	0	0
ENSG00000000497	3800	2900	2600	2300	3200	2200
ENSG00000000498	2500	1700	2300	2000	1500	1100
ENSG00000000499	2100	2100	2100	2400	2000	2500
ENSG00000000500	0	0	0	0	0	0
