gene_id	ctrl_1	ctrl_2	ctrl_3	treat_1	treat_2	treat_3
ENSG00000000036.19	3000	1800	2200	2200	1900	2300
ENSG00000000037.13	2100	3300	2100	2500	1800	3600
ENSG00000000038.7	3700	2100	2500	2600	1600	1700
ENSG00000000039.8	2000	1100	2500	2000	2600	2500
ENSG00000000040.18	2200	2300	2000	1600	2000	1600
ENSG00000000041.7	4400	2900	1800	2100	1800	2300
ENSG00000000042.17	3000	3400	3400	2700	1200	2700
ENSG00000000043.17	1500	1100	3800	2700	500	3300
ENSG00000000044.7	1800	2300	2000	2000	2000	2400
ENSG00000000045.10	1900	1600	2100	3000	1000	1700
ENSG00000000046.4	1400	2700	1500	4000	2700	2300
ENSG00000000047.13	1400	1500	3700	2700	1400	2200
ENSG00000000048.7	1700	2400	3000	3800	2800	2700
ENSG00000000049.5	3400	2300	1900	3600	1500	2900
ENSG00000000050.18	600	2800	2000	2500	2700	4200
ENSG00000000051.11	2000	3000	2400	2000	4000	1900
ENSG00000000052.9	800	2000	1400	2800	1800	3800
ENSG00000000053.3	1400	2300	1600	2600	1800	5700
ENSG00000000054.10	1600	2300	3800	1700	1900	1900
ENSG00000000055.2	2800	2200	4200	3600	3500	900
ENSG00000000056.3	2900	3400	3300	2600	2200	1000
ENSG00000000057.3	3000	1700	1700	3200	2500	2200
ENSG00000000058.5	3200	2800	4600	2200	2200	2200
ENSG00000000059.19	2300	2200	2200	2700	2400	3100
ENSG00000000060.18	1800	2500	1300	2700	2300	3200
ENSG00000000061.10	4900	3200	3000	2200	2700	2600
ENSG00000000062.18	1200	1000	2800	2700	1100	1400
ENSG00000000063.9	2400	3000	3500	1000	1500	1700
ENSG00000000064.6	2400	3600	3700	1900	1000	2000
ENSG00000000065.13	2200	1900	1200	2900	1600	1500
ENSG00000000066.14	3300	1800	1800	1400	1900	3100
ENSG00000000067.8	800	700	2800	2900	2400	3100
ENSG00000000068.14	2000	2400	700	2100	1600	2800
ENSG00000000069.12	1800	1800	1100	1600	3500	2200
ENSG00000000070.9	3300	1300	2100	1900	1000	600
ENSG00000000071.17	1900	3600	2400	1300	2000	2000
ENSG00000000072.14	1900	1300	2600	1000	1000	2000
ENSG00000000073.2	2300	2700	2300	2300	1900	900
ENSG00000000074.18	2200	1700	2100	1300	3200	1400
ENSG00000000075.19	1600	4200	2100	600	2200	3400
ENSG00000000076.15	1500	1700	3500	1300	2200	1300
ENSG00000000077.9	800	2000	3500	2300	2600	3900
ENSG00000000078.11	2600	3400	1300	2300	2000	1900
ENSG00000000079.3	2500	2400	3100	2100	2200	2600
ENSG00000000080.13	1100	1600	2700	4300	1800	1200
ENSG00000000081.8	2900	3500	2000	1600	1800	2000
ENSG00000000082.16	2200	2500	2200	2300	1500	1900
ENSG00000000083.10	1800	1900	2300	1700	3700	900
ENSG00000000084.15	3300	1100	2400	1000	2700	3100
ENSG00000000085.12	2800	3600	2600	2400	1700	3200
ENSG00000000086.18	2400	1800	1700	3800	1600	1600
ENSG00000000087.17	3300	2000	3400	1600	3500	2300
ENSG00000000088.16	4000	2100	2900	2200	2600	2200
ENSG00000000089.6	3600	1900	2200	4000	3100	700
ENSG00000000090.2	3500	2800	1100	2200	2800	2400
ENSG00000000091.10	2800	2200	1500	1100	2700	2900
ENSG00000000092.14	2500	2200	2500	1700	1700	1200
ENSG00000000093.15	2700	2400	3800	3700	4900	800
ENSG00000000094.3	1500	3400	2200	2600	3100	2600
ENSG00000000095.17	2100	2200	3500	2500	3800	2200
ENSG00000000096.16	3700	4900	1600	3700	2400	2200
ENSG00000000097.18	2700	1800	3000	1800	3300	2900
ENSG00000000098.2	3100	1700	2200	3300	800	1900
ENSG00000000099.11	2500	900	1800	3400	2600	3000
ENSG00000000100.6	1300	2400	3200	2400	1900	1700
ENSG00000000101.14	1400	2400	1300	1500	2000	2300
ENSG00000000102.6	2600	2500	1200	2900	1400	3200
ENSG00000000103.19	2000	1800	1400	2100	2200	2800
ENSG00000000104.18	1200	1600	1100	1400	2900	1700
ENSG00000000105.17	2300	4800	2000	4100	1600	2600
ENSG00000000106.19	1900	1900	5500	3900	1400	1200
ENSG00000000107.11	2900	3100	1400	2800	1700	1900
ENSG00000000108.11	3100	1900	1900	1500	1500	4100
ENSG00000000109.9	2400	2000	2000	2300	1800	2400
ENSG00000000110.10	2900	2300	2400	2300	2900	3200
ENSG00000000111.12	2000	2500	1100	2600	2400	1900
ENSG00000000112.11	1000	1400	3100	1200	1600	1400
ENSG00000000113.5	2400	3100	1800	2100	5200	3000
ENSG00000000114.13	1700	2000	1100	1400	2400	4200
ENSG00000000115.7	3900	700	2900	1900	2600	3300
ENSG00000000116.2	2000	3800	1900	2100	1600	1800
ENSG00000000117.19	1800	2800	3600	1200	3500	900
ENSG00000000118.6	1800	1800	1600	2600	3300	1900
ENSG00000000119.11	3400	2000	1400	2700	3500	1900
ENSG00000000120.12	2500	1500	3000	3200	1800	2400
ENSG00000000121.4	2800	1700	2900	2700	900	1100
ENSG00000000122.5	2600	2700	1100	3300	1900	2100
ENSG00000000123.9	1900	4000	1000	2100	2300	2500
ENSG00000000124.12	1800	1700	1500	1700	400	1000
ENSG00000000125.19	2200	2400	1500	2800	1800	2300
ENSG00000000126.18	3100	2800	600	1400	2700	5400
ENSG00000000127.19	5000	1500	1400	1600	1000	1500
ENSG00000000128.15	2800	2700	900	3200	3100	1200
ENSG00000000129.15	2500	3300	1300	3900	1900	2600
ENSG00000000130.11	2600	3800	2600	1200	1800	1400
ENSG00000000131.8	3500	3200	2300	3800	2200	2600
ENSG00000000132.6	2500	3000	2300	3200	1600	1100
ENSG00000000133.14	2000	2100	3000	1400	4700	2000
ENSG00000000134.8	1900	2500	1800	2000	3500	3500
ENSG00000000135.18	1800	2100	1100	2000	1700	2000
ENSG00000000136.2	2400	1200	1800	2700	3000	2900
ENSG00000000137.11	3100	3300	1300	2200	1900	2000
ENSG00000000138.3	2800	2900	3300	2700	2000	3100
ENSG00000000139.8	1700	1700	3900	3100	2400	1600
ENSG00000000140.19	1800	2100	2300	2200	1500	3700
ENSG00000000141.5	1600	1900	1900	2100	2600	3500
ENSG00000000142.18	1900	2800	2300	4100	2100	2100
ENSG00000000143.18	1400	2900	2000	1700	2000	1800
ENSG00000000144.12	1200	1400	2900	2500	1400	1500
ENSG00000000145.18	2700	1400	3800	2200	2600	3300
ENSG00000000146.12	2600	3200	3600	3000	3800	1400
ENSG00000000147.17	3300	1700	1100	1000	1700	3100
ENSG00000000148.6	1500	3300	1200	3700	2600	3100
ENSG00000000149.6	2400	3700	4000	2500	2300	1500
ENSG00000000150.8	2100	1800	2500	2100	2500	3100
ENSG00000000151.18	2400	3000	2200	1800	3400	3400
ENSG00000000152.4	1300	1800	1900	1100	2900	2100
ENSG00000000153.19	3300	1400	2600	3200	800	2200
ENSG00000000154.19	2000	4800	3200	2400	3800	1100
ENSG00000000155.10	1500	2200	2200	2500	3400	3100
ENSG00000000156.16	2000	1300	1100	2000	3000	4400
ENSG00000000157.2	4800	1600	3300	2400	1600	2000
ENSG00000000158.6	3800	900	2900	2300	2500	1800
ENSG00000000159.7	2000	1400	3100	2300	2600	1800
ENSG00000000160.7	2400	4600	2300	1900	1700	1000
ENSG00000000161.3	3700	4500	1400	1600	2300	1900
ENSG00000000162.1	1500	1500	1500	2700	2100	1500
ENSG00000000163.8	2500	2300	1700	2000	2500	2100
ENSG00000000164.6	2300	1500	3300	3700	1000	2600
ENSG00000000165.19	2400	1300	2700	1200	1200	1800
ENSG00000000166.6	2800	1600	2600	1700	2900	2400
ENSG00000000167.16	2100	1900	1900	3900	1400	2100
ENSG00000000168.3	3200	1600	2100	1700	2800	1300
ENSG00000000169.19	3300	3000	2100	2500	1700	3000
ENSG00000000170.18	3000	700	3100	1900	1900	1800
ENSG00000000171.1	1400	2500	3000	3900	2300	3900
ENSG00000000172.1	3700	4700	2000	3400	2800	900
ENSG00000000173.17	2200	1800	1600	1700	1800	2800
ENSG00000000174.11	2600	2200	2200	1600	1700	3200
ENSG00000000175.13	2100	3200	1300	2000	2700	1600
ENSG00000000176.8	1800	1900	1400	1700	1900	2100
ENSG00000000177.2	2300	1500	2900	1900	1800	2400
ENSG00000000178.8	2000	3100	1400	2800	2500	900
ENSG00000000179.16	2600	1700	2600	2000	2700	1800
ENSG00000000180.3	2000	800	1600	2500	1400	2900
ENSG00000000181.7	2200	4200	2400	3100	2600	1000
ENSG00000000182.16	2200	1300	2300	2700	1700	4100
ENSG00000000183.11	2300	1800	3000	2700	2700	2100
ENSG00000000184.7	1900	1400	1900	2200	1700	700
ENSG00000000185.13	3700	3300	2300	900	2600	3100
ENSG00000000186.14	3100	2100	1100	2000	2100	1300
ENSG00000000187.14	2600	2400	2100	3000	800	2300
ENSG00000000188.7	3200	1400	2300	2600	1600	1200
ENSG00000000189.18	1700	2000	2300	2300	900	1000
ENSG00000000190.18	2600	1900	1600	2500	2600	2400
ENSG00000000191.12	2900	2100	2700	1100	1700	2600
ENSG00000000192.5	1700	3700	1100	2400	4400	1500
ENSG00000000193.7	2000	2200	2200	1100	3300	1500
ENSG00000000194.16	2400	1600	1800	3400	3500	3400
ENSG00000000195.16	2300	2600	2600	5800	1800	2200
ENSG00000000196.15	2600	1500	3300	1700	1700	1300
ENSG00000000197.10	1900	2000	2800	3700	3800	4000
ENSG00000000198.17	3900	2800	2600	2100	2800	3400
ENSG00000000199.7	2500	1700	400	3700	2100	4800
ENSG00000000200.19	3100	3700	2400	1800	2600	2000
ENSG00000000201.18	1600	2500	1700	2200	2900	3700
ENSG00000000202.11	1900	1800	2600	2000	1100	2000
ENSG00000000203.19	3900	3000	3900	1100	2800	1700
ENSG00000000204.14	2600	2300	2600	2200	3800	2400
ENSG00000000205.6	1700	1300	2100	2700	1200	2400
ENSG00000000206.11	3600	2000	1700	2400	1500	1800
ENSG00000000207.6	2800	2400	2800	2200	5400	2700
ENSG00000000208.17	1100	1500	1800	1500	1800	2200
ENSG00000000209.18	1900	2900	2600	2100	2000	1200
ENSG00000000210.12	3700	2600	3600	1100	2100	2000
ENSG00000000211.1	2000	2300	2200	2700	1900	2700
ENSG00000000212.17	2000	3700	2200	4300	1100	1900
ENSG00000000213.5	3600	400	3100	2600	3600	3000
ENSG00000000214.6	2600	2500	3900	1300	3300	2100
ENSG00000000215.1	3200	2400	2300	1500	2500	1800
ENSG00000000216.1	1900	1400	3800	2200	1900	2600
ENSG00000000217.18	2500	2000	3500	1400	3500	1700
ENSG00000000218.2	2800	1700	2300	1800	3100	1100
ENSG00000000219.11	2400	1700	1400	2700	1900	2400
ENSG00000000220.13	3700	2300	2800	2200	2700	1000
ENSG00000000221.12	2200	1900	900	2300	2200	1300
ENSG00000000222.16	1500	1600	2700	2200	1400	2500
ENSG00000000223.16	1700	2400	800	1700	3200	1300
ENSG00000000224.5	3100	1400	1300	3300	4100	2000
ENSG00000000225.14	1800	3500	1500	2100	1900	3700
ENSG00000000226.12	1400	2900	4000	2200	1500	4100
ENSG00000000227.5	1500	3200	1900	2700	4200	2300
ENSG00000000228.10	400	4200	1600	2900	3100	2100
ENSG00000000229.14	4000	1100	1100	4200	1100	2600
ENSG00000000230.13	2600	3500	1700	2000	3900	4200
ENSG00000000231.11	3500	2900	1700	2100	3400	2100
ENSG00000000232.5	3600	3700	2900	1800	1600	1600
ENSG00000000233.16	1200	1500	4300	2400	1700	2300
ENSG00000000234.5	2100	2100	2500	3000	3200	2400
ENSG00000000235.9	2000	2700	1700	3200	3800	3400
ENSG00000000236.15	1900	2800	1100	2100	3700	1900
ENSG00000000237.18	2700	3000	2000	2100	3500	1600
ENSG00000000238.1	2500	2300	2800	3100	2400	1900
ENSG00000000239.17	4900	3200	2200	1400	1900	2000
ENSG00000000240.14	3600	3400	2800	2100	2400	1800
ENSG00000000241.4	3700	3100	2100	3400	2400	3600
ENSG00000000242.2	2800	5400	1900	1400	2300	2600
ENSG00000000243.4	1200	2100	5000	1800	1900	1600
ENSG00000000244.2	3900	2700	1700	1300	2200	2500
ENSG00000000245.7	2400	2000	3200	3200	3700	2300
ENSG00000000246.5	2900	1000	1700	3700	2600	2700
ENSG00000000247.3	2800	2500	2400	2200	2000	2700
ENSG00000000248.7	2100	2000	2000	1900	2500	1200
ENSG00000000249.16	3600	4300	3300	1400	3000	1700
ENSG00000000250.19	3000	1500	2300	1600	1800	3100
ENSG00000000251.17	1500	1300	1300	2900	2000	4300
ENSG00000000252.9	1500	1900	1400	3200	1200	3900
ENSG00000000253.13	2600	1200	1300	1000	2000	2400
ENSG00000000254.9	2100	1700	4700	2700	1400	2400
ENSG00000000255.11	4200	1600	2000	2600	3800	1100
ENSG00000000256.15	2000	1700	1600	4500	4600	3000
ENSG00000000257.7	2700	1800	2000	1400	4200	2500
ENSG00000000258.6	1900	1200	1900	2900	1700	3000
ENSG00000000259.17	1500	2500	2400	1900	3000	3300
ENSG00000000260.12	3300	2300	1400	2100	1600	3200
ENSG00000000261.10	2500	2900	3500	2400	1000	1900
ENSG00000000262.14	2100	2700	2800	2100	2000	2600
ENSG00000000263.1	1600	2600	1500	2800	2600	700
ENSG00000000264.17	3000	800	1500	1800	2300	2100
ENSG00000000265.16	3100	1400	1500	2700	2300	1200
ENSG00000000266.3	2000	1700	1500	3200	3000	2600
ENSG00000000267.6	2200	2000	1100	3000	2900	2100
ENSG00000000268.13	1900	1400	1800	1500	3800	3400
ENSG00000000269.16	1700	1500	2500	1800	1300	2100
ENSG00000000270.1	2900	3000	1700	1500	4200	3400
ENSG00000000271.4	1500	3900	1000	2700	1600	1600
ENSG00000000272.10	2100	2100	1600	1600	3100	3900
ENSG00000000273.3	1700	2200	3800	4300	3300	1900
ENSG00000000274.7	1600	1800	1600	1600	1300	2000
ENSG00000000275.10	2400	2400	500	2900	2200	2800
ENSG00000000276.16	2600	5700	1200	2800	2500	4100
ENSG00000000277.5	600	4100	1600	3300	1900	1500
ENSG00000000278.14	2400	400	2800	2600	1700	2100
ENSG00000000279.6	1800	1900	1800	2600	2100	3000
ENSG00000000280.14	3400	3400	2100	1900	3400	2500
ENSG00000000281.4	3600	3800	2400	2500	2200	2100
ENSG00000000282.4	2100	1800	4400	1600	2000	1300
ENSG00000000283.15	3200	1900	1900	3100	2000	2000
ENSG00000000284.6	1500	2700	3000	1000	2300	1700
ENSG00000000285.18	3600	3700	4700	1800	1000	1000
ENSG00000000286.6	2100	2200	2500	3600	2300	1300
ENSG00000000287.5	2500	2500	1000	2300	1500	2800
ENSG00000000288.4	2300	2900	2300	2600	1800	3200
ENSG00000000289.7	2500	3800	1100	2800	4100	3000
ENSG00000000290.9	2200	3000	3800	2800	3200	2900
ENSG00000000291.4	3800	2000	4300	3000	1100	1900
ENSG00000000292.9	2600	1200	1900	2800	3700	2200
ENSG00000000293.14	900	4900	2700	1600	2600	2200
ENSG00000000294.7	2900	1400	3500	1700	3100	2400
ENSG00000000295.1	2000	3100	1300	1700	1700	3900
ENSG00000000296.16	2600	1900	2500	2800	2800	3000
ENSG00000000297.1	5200	2000	2100	1100	1600	1800
ENSG00000000298.14	2300	2300	2700	1300	700	1800
ENSG00000000299.5	2900	2900	2400	1100	3200	3100
ENSG00000000300.16	1500	3600	6400	1700	2100	1400
ENSG00000000301.10	1500	2200	2900	1300	3300	2200
ENSG00000000302.16	2000	3600	3100	2700	3700	800
ENSG00000000303.7	1700	4800	1500	2100	1700	2100
ENSG00000000304.5	2300	2700	2700	2800	3100	1700
ENSG00000000305.2	1900	1900	3500	1700	2800	2800
ENSG00000000306.18	1600	1400	2600	1000	2400	2900
ENSG00000000307.17	1300	2100	1600	3700	2900	2300
ENSG00000000308.13	2400	2700	2600	2800	1900	3000
ENSG00000000309.17	2400	2500	900	2000	3200	2200
ENSG00000000310.16	2100	2800	2400	1400	1800	1000
ENSG00000000311.1	3700	2300	2200	1500	1400	1400
ENSG00000000312.18	1600	2300	2200	2900	1500	2400
ENSG00000000313.19	1500	3300	3200	3100	3200	2000
ENSG00000000314.16	700	1200	3000	2000	2100	2600
ENSG00000000315.13	1900	1500	2700	2000	1600	2500
ENSG00000000316.11	600	3400	2200	1900	3800	2800
ENSG00000000317.8	2200	3000	2200	1700	1600	1200
ENSG00000000318.10	1400	1000	1900	2800	1800	2700
ENSG00000000319.5	3700	4000	1300	1700	1800	1300
ENSG00000000320.11	2900	1700	2200	1800	2000	1900
ENSG00000000321.7	2500	2800	3300	1600	1600	3400
ENSG00000000322.17	1500	1700	2800	2100	1700	1700
ENSG00000000323.1	1700	3200	3800	3400	3300	2800
ENSG00000000324.2	2100	2700	2300	1700	1600	1000
ENSG00000000325.17	2500	3600	2400	1800	900	3500
ENSG00000000326.8	2500	2500	3900	2400	2000	1900
ENSG00000000327.11	1500	2300	1100	2300	1200	2300
ENSG00000000328.6	3400	900	2100	1900	3500	3200
ENSG00000000329.5	3900	1700	2100	1500	2200	2500
ENSG00000000330.9	2500	1800	1100	3100	2200	3200
ENSG00000000331.3	3500	3100	1400	2100	1900	2900
ENSG00000000332.12	2200	2600	2200	1500	2100	2000
ENSG00000000333.3	2800	800	2600	2900	1800	2400
ENSG00000000334.15	3400	1200	1600	1700	3300	2300
ENSG00000000335.8	1400	2400	2700	900	2900	1700
ENSG00000000336.1	1400	2100	2000	1500	2300	2700
ENSG00000000337.9	3200	2700	1100	2100	1700	1300
ENSG00000000338.9	2600	2100	1700	2700	2500	3000
ENSG00000000339.2	2400	3300	3900	1800	700	1800
ENSG00000000340.6	1900	3200	1900	2700	3400	1700
ENSG00000000341.6	1500	2000	1200	1900	2400	1500
ENSG00000000342.14	800	2100	1500	3000	3300	1700
ENSG00000000343.15	1900	1800	1200	2900	2400	2200
ENSG00000000344.6	1400	2400	1200	3200	1800	2300
ENSG00000000345.18	1900	2500	1500	1900	5600	2600
ENSG00000000346.5	2400	1800	1800	2600	1800	6200
ENSG00000000347.11	1300	2600	3100	1500	1100	2600
ENSG00000000348.4	2000	2800	2200	1800	1500	3000
ENSG00000000349.3	2000	1700	4500	1700	3000	1600
ENSG00000000350.10	2600	1400	1500	2100	3000	1000
ENSG00000000351.5	1200	1600	3000	2600	2300	2800
ENSG00000000352.1	2300	1800	2000	3500	1300	2400
ENSG00000000353.19	1700	1900	1400	2200	1800	4000
ENSG00000000354.14	700	2200	2100	3000	1200	1900
ENSG00000000355.13	3000	3000	2500	2700	1600	3700
ENSG00000000356.17	3100	3100	2300	1100	3900	3200
ENSG00000000357.14	3000	2400	2000	1300	1600	4200
ENSG00000000358.4	3300	700	3400	2000	4200	2900
ENSG00000000359.18	2400	2600	2700	3300	3200	2100
ENSG00000000360.10	2200	3400	2200	2300	2400	2800
ENSG00000000361.17	600	1300	1500	2800	2800	2400
ENSG00000000362.17	3000	1800	3000	1900	1500	1400
ENSG00000000363.1	2800	1300	2800	800	2800	3000
ENSG00000000364.17	2600	1900	3800	1400	3900	1300
ENSG00000000365.2	4000	2300	1000	2800	1500	1100
ENSG00000000366.15	1900	1900	1100	1400	1800	1800
ENSG00000000367.13	2900	2300	700	2200	400	2300
ENSG00000000368.4	2500	3200	900	1900	3600	2800
ENSG00000000369.18	500	4100	1800	2800	2100	2700
ENSG00000000370.9	2500	2000	3100	1200	2200	1100
ENSG00000000371.8	2300	4900	1700	2000	2400	1100
ENSG00000000372.19	3000	3600	1600	2200	2500	1700
ENSG00000000373.11	2700	3200	3400	1500	3300	2100
ENSG00000000374.5	2100	2200	1300	2900	2200	2600
ENSG00000000375.17	1700	4000	3200	2900	2300	900
ENSG00000000376.3	1300	2000	1000	1500	2200	2100
ENSG00000000377.12	2200	3500	1900	900	1600	2200
ENSG00000000378.8	1300	4900	2400	1800	2500	2300
ENSG00000000379.16	2100	1400	3600	4100	2800	1200
ENSG00000000380.3	3000	3000	3300	1400	1500	2700
ENSG00000000381.12	2000	1400	3000	3000	2200	1700
ENSG00000000382.9	1800	2200	1800	1400	2100	2900
ENSG00000000383.10	1300	2400	2500	2400	1700	2100
ENSG00000000384.12	3100	2900	1000	2400	3400	2100
ENSG00000000385.8	900	2200	1300	2700	3100	2000
ENSG00000000386.8	3400	2100	3500	1800	3200	3100
ENSG00000000387.6	2800	1900	2200	2500	1300	3800
ENSG00000000388.5	1900	4000	2100	3000	1400	1400
ENSG00000000389.18	1400	2500	3100	2700	2800	1600
ENSG00000000390.9	2200	1500	1900	1200	900	3800
ENSG00000000391.7	2400	2600	1700	3700	2400	4000
ENSG00000000392.16	2400	2300	1700	1400	1500	3800
ENSG00000000393.3	1900	2100	2100	1900	1900	2300
ENSG00000000394.16	2500	1900	3500	2000	2700	2400
ENSG00000000395.1	2200	1400	2000	4000	1200	1100
ENSG00000000396.1	2500	3600	1600	2300	2700	2300
ENSG00000000397.6	1400	2600	2600	2500	1700	3200
ENSG00000000398.1	2200	1600	2500	2200	4000	1000
ENSG00000000399.10	1300	2000	1900	2300	3800	2800
ENSG00000000400.18	3000	3500	1300	1000	2500	2300
ENSG00000000401.4	2300	1500	1800	3300	4600	800
ENSG00000000402.5	2000	3100	2000	2700	2400	2400
ENSG00000000403.3	2900	2600	5300	2300	2600	2500
ENSG00000000404.8	2600	1500	1200	3600	3300	2700
ENSG00000000405.9	2300	2700	2100	3300	4700	3500
ENSG00000000406.3	1400	2100	4000	2200	2400	2700
ENSG00000000407.18	1800	1500	2100	2800	3300	2400
ENSG00000000408.7	3200	3500	2500	2000	2500	3300
ENSG00000000409.5	1900	2000	2100	2700	2400	2400
ENSG00000000410.15	2000	2000	3000	1400	2600	3800
ENSG00000000411.13	2600	3300	4300	1500	1500	1700
ENSG00000000412.2	1400	1200	2300	4300	2400	1000
ENSG00000000413.19	1700	1300	5900	2700	2600	2500
ENSG00000000414.9	2400	1400	3000	1700	2300	1900
ENSG00000000415.16	700	3100	4200	2600	2100	2400
ENSG00000000416.12	800	1400	1600	3700	2600	2900
ENSG00000000417.16	1100	2500	1400	1300	2300	3300
ENSG00000000418.6	900	1700	1700	1900	800	700
ENSG00000000419.5	2500	1900	1700	3400	2100	1700
ENSG00000000420.16	1400	700	4200	2700	1900	1300
ENSG00000000421.16	2500	2600	2800	2000	1200	2000
ENSG00000000422.1	2600	3100	1700	1500	2100	3100
ENSG00000000423.2	1400	3200	4200	2000	2500	1700
ENSG00000000424.9	1700	1600	2000	1600	2300	3000
ENSG00000000425.7	1500	1800	2500	2300	1900	1700
ENSG00000000426.17	2800	3300	2900	2900	1700	1700
ENSG00000000427.11	3800	2600	3800	1400	1500	3600
ENSG00000000428.3	3300	2600	1400	2900	3900	2100
ENSG00000000429.9	3600	1700	2000	2000	2400	1400
ENSG00000000430.4	1700	2000	3400	2700	1900	1700
ENSG00000000431.14	2500	1900	1500	2600	1600	2200
ENSG00000000432.13	2000	1700	2000	900	3400	2700
ENSG00000000433.12	3500	1400	2300	5100	2000	1200
ENSG00000000434.6	2000	1000	2300	3800	1300	1700
ENSG00000000435.12	3000	1100	1700	1200	1900	2700
ENSG00000000436.5	3900	3100	2000	1900	2600	2600
ENSG00000000437.6	4400	2600	2100	1400	2400	2500
ENSG00000000438.10	1100	2100	1600	4000	1600	1100
ENSG00000000439.4	2200	3000	4400	900	2800	2000
ENSG00000000440.13	3100	1600	3300	1600	1300	600
ENSG00000000441.17	2500	2300	1900	2000	2200	2400
ENSG00000000442.14	2800	1700	2900	1500	3000	2000
ENSG00000000443.4	3200	2800	1600	1400	1200	1200
ENSG00000000444.8	2300	3700	2400	2000	3500	900
ENSG00000000445.15	2900	1300	3300	1900	1300	1700
ENSG00000000446.12	3000	2500	3100	2100	3000	4200
ENSG00000000447.15	1900	1400	1600	1000	1700	2400
ENSG00000000448.18	2200	2500	4400	2000	2700	3500
ENSG00000000449.14	2000	1500	2300	3200	1200	2100
ENSG00000000450.19	2100	2000	2000	1100	1600	1600
ENSG00000000451.6	3100	2000	1000	1800	1700	2400
ENSG00000000452.13	1900	1200	2200	1500	2600	1400
ENSG00000000453.8	3300	3300	1800	2000	1800	2000
ENSG00000000454.11	1300	4500	2400	2100	2500	3300
ENSG00000000455.11	1200	2300	3600	3100	2100	2700
ENSG00000000456.15	3800	1700	3100	2500	1300	3500
ENSG00000000457.13	1400	3200	2400	2700	2400	1800
ENSG00000000458.18	3600	1900	3000	1500	2000	2100
ENSG00000000459.14	2400	2600	2400	1800	3800	2000
ENSG00000000460.5	2200	1400	3700	1500	2400	1900
ENSG00000000461.10	2200	2300	2400	4600	1300	2400
ENSG00000000462.8	1800	1000	2900	1500	1500	2200
ENSG00000000463.11	2800	2300	2700	1700	1900	2300
ENSG00000000464.1	2100	700	6100	1500	3700	2700
ENSG00000000465.19	1600	1800	1600	3500	5200	3300
ENSG00000000466.19	1000	3200	5600	3200	2100	2200
ENSG00000000467.10	1300	1400	3400	3600	2300	1600
ENSG00000000468.16	1700	1900	2300	1100	2400	2200
ENSG00000000469.15	800	1400	3500	2800	2200	2600
ENSG00000000470.2	2700	2800	2100	2200	3600	1300
ENSG00000000471.3	2200	2800	2900	3100	800	4000
ENSG00000000472.17	2700	1900	1500	2700	2600	1600
ENSG00000000473.4	2500	4300	3300	2300	2400	1800
ENSG00000000474.14	1700	1900	2400	2000	3100	700
ENSG00000000475.19	2000	1800	1500	2900	2400	2900
ENSG00000000476.17	1400	1400	2200	3500	1800	1600
ENSG00000000477.19	4100	1800	2200	2800	3700	1600
ENSG00000000478.17	2800	1600	1800	700	4100	2700
ENSG00000000479.1	2100	1200	1300	2000	3200	2600
ENSG00000000480.5	1800	1900	2600	3700	2500	2100
ENSG00000000481.19	3500	1900	1100	2200	4800	2100
ENSG00000000482.6	2100	2000	2800	1300	2700	2300
ENSG00000000483.2	1900	1700	3200	3800	2200	600
