gene_id	SRR6200001	SRR6200002	SRR6200003	SRR6200004	SRR6200005	SRR6200006	SRR6200007	SRR6200008	SRR6200009	SRR6200010	SRR6200011	SRR6200012
ENSG00000146753	509800	11921	9466	12239	9815	7302	9164	10199	10893	13148	8477	9529
ENSG00000187110	1650	42	42	25	70	68	73	43	45	73	74	48
ENSG00000167060	3850	61	84	100	71	72	110	87	81	100	97	62
ENSG00000133389	18050	268	375	976	225	168	246	365	874	325	289	337
ENSG00000246994	1750	36	36	19	48	19	11	9	25	23	13	43
ENSG00000213765	2150	74	80	72	54	48	67	65	71	44	118	99
ENSG00000142195	7900	145	202	119	164	157	158	135	369	70	233	108
ENSG00000118662	32250	572	779	1074	666	664	785	872	1171	548	1112	782
ENSG00000104688	850	6	13	11	8	22	6	9	24	13	13	18
ENSG00000118840	146650	3022	3664	2015	1865	1740	1962	1896	3531	1311	3107	1508
ENSG00000216947	3400	63	75	65	43	54	79	73	62	75	99	82
ENSG00000190999	10100	180	209	390	167	204	280	190	176	231	238	334
ENSG00000243849	76850	1361	783	794	853	548	1273	828	1027	1156	935	1350
ENSG00000135537	31600	532	730	879	541	795	595	672	922	1001	568	484
ENSG00000116602	59650	1966	1967	1705	1090	894	2181	786	1846	1381	1408	1320
ENSG00000249042	13100	199	134	176	205	204	223	185	235	176	161	120
ENSG00000153143	11250	142	167	157	114	126	231	153	114	163	132	64
ENSG00000108048	20750	300	216	257	222	140	295	361	347	241	422	299
ENSG00000197737	800	18	35	31	28	24	33	12	23	22	21	20
ENSG00000243956	64700	1798	1695	1596	1219	2766	1450	1330	2114	1778	2608	1306
ENSG00000199172	1950	34	23	34	37	60	30	55	15	29	32	35
ENSG00000188457	800	10	2	18	41	24	27	34	29	35	27	39
ENSG00000223169	282000	7120	6300	17744	12239	15183	13198	9196	8936	9207	10521	11325
ENSG00000173601	6450	122	105	171	243	177	59	94	118	86	131	167
ENSG00000177361	950	14	15	16	23	13	24	13	19	7	6	16
ENSG00000211408	332950	7800	4189	8164	5142	7490	8854	7886	8802	11279	8118	6462
ENSG00000111041	2450	77	64	73	73	74	82	94	119	82	78	97
ENSG00000223407	68900	1065	1004	2005	1348	450	2056	916	1124	1225	1058	1601
ENSG00000214692	1450	34	26	42	41	19	56	37	28	50	40	20
ENSG00000204310	5300	95	102	114	97	58	38	104	76	68	36	81
ENSG00000228103	250	7	7	3	19	9	35	26	8	14	13	12
ENSG00000122398	250	5	6	2	5	5	0	1	8	0	4	1
ENSG00000215136	1200	14	21	20	30	25	32	11	23	15	18	16
ENSG00000222555	6750	149	160	215	161	67	126	113	103	160	176	141
ENSG00000124174	19850	633	1041	559	411	704	730	858	622	926	1101	840
ENSG00000226949	1727550	23339	18169	19069	35561	14295	22093	15697	26522	20936	16232	17067
ENSG00000187583	1500	11	22	8	12	12	13	24	20	27	19	16
ENSG00000123963	38100	1088	1188	1546	942	1341	951	1319	1013	1230	1502	1265
ENSG00000175116	4250	37	32	54	40	29	33	45	26	35	25	23
ENSG00000238608	5600	108	188	106	145	121	127	124	134	112	72	93
ENSG00000198566	600	5	8	4	9	11	7	7	6	13	16	9
ENSG00000117052	400	13	7	8	5	8	12	3	8	9	10	10
ENSG00000146536	1650	34	45	44	15	38	31	22	45	26	48	31
ENSG00000222463	550	23	17	11	22	19	19	22	10	23	15	12
ENSG00000120062	10950	177	197	168	121	129	184	194	174	161	172	181
ENSG00000216355	3700	21	36	45	57	35	63	54	44	25	49	44
ENSG00000155393	92950	2126	2278	1546	8030	6742	5452	5691	2133	4706	3314	4511
ENSG00000172904	3100	177	245	197	172	153	241	279	111	386	175	266
ENSG00000246645	11800	363	174	250	320	214	303	386	349	193	247	154
ENSG00000125276	49600	1202	821	570	2518	1695	979	1713	1269	1985	1114	1428
ENSG00000144046	18900	358	462	546	392	586	437	383	408	765	410	466
ENSG00000138029	6850	147	166	196	194	124	149	92	141	162	150	85
ENSG00000140258	4250	204	174	46	43	138	237	137	124	74	134	167
ENSG00000219271	4300	170	139	158	116	102	43	136	174	74	56	122
ENSG00000147955	44900	913	1845	1412	2065	2209	1062	1070	1136	597	1097	932
ENSG00000203500	46350	504	389	432	565	1276	1174	900	548	702	731	716
ENSG00000170820	21650	317	284	321	293	464	286	112	420	161	398	170
ENSG00000128582	33150	837	652	1046	415	410	1018	1000	445	946	668	981
ENSG00000120263	3150	62	64	47	76	46	51	54	72	60	49	27
ENSG00000184191	22900	436	297	519	387	719	257	356	363	424	384	350
ENSG00000221734	650	9	16	3	11	13	3	13	19	14	6	7
ENSG00000211809	187600	3528	902	2181	2084	2958	3247	1948	2160	2587	2923	2268
ENSG00000244401	9600	195	171	280	218	172	157	186	233	156	214	211
ENSG00000222476	7800	226	189	207	262	119	165	308	123	232	299	157
ENSG00000238106	13500	268	523	785	474	447	460	366	335	720	371	407
ENSG00000123110	8900	113	104	82	124	200	131	79	219	226	165	262
ENSG00000149060	7950	101	115	108	140	386	203	235	219	189	280	343
ENSG00000141797	69150	1983	1915	1336	4492	11072	7673	6747	3543	3370	2854	2797
ENSG00000215708	8350	180	113	135	169	100	301	307	143	281	159	176
ENSG00000205019	1550	33	23	14	26	16	13	26	11	24	27	30
ENSG00000141169	33050	474	598	360	514	360	396	697	468	342	396	450
ENSG00000119217	200	4	9	7	7	8	6	9	2	7	6	5
ENSG00000162409	348950	3158	6004	4388	3246	3775	4268	3208	4043	3732	2592	5338
ENSG00000217779	6800	185	96	161	114	150	94	112	103	53	90	90
ENSG00000134655	11500	188	131	84	37	185	68	205	189	162	182	199
ENSG00000245200	643050	13019	16039	12269	22203	14514	17399	10755	14687	15057	7812	12074
ENSG00000165530	521650	13690	12250	13581	8678	14052	15217	9800	24481	9821	8672	11829
ENSG00000246417	5700	209	165	172	258	149	228	107	126	325	109	305
ENSG00000212627	39500	370	671	360	736	651	696	606	646	997	579	708
ENSG00000107496	47700	1542	1388	1244	1107	862	1187	937	1615	600	1138	938
ENSG00000146542	267200	4031	6476	6497	4653	6107	6220	2784	3736	10117	2949	4962
ENSG00000185965	4650	99	109	138	110	88	125	169	63	96	118	105
ENSG00000168274	11600	381	143	197	180	215	214	254	131	223	176	265
ENSG00000238869	89950	1695	1202	737	2854	2731	2026	2169	1590	1686	1719	1376
ENSG00000174644	11550	417	262	248	274	276	406	285	273	422	311	131
ENSG00000237123	41600	312	603	527	697	750	1206	583	573	819	574	657
ENSG00000128163	45700	458	455	615	752	503	468	454	435	816	396	424
ENSG00000237681	1000	14	21	13	60	64	99	40	31	18	36	39
ENSG00000189618	1100	26	43	45	131	53	69	219	73	56	73	48
ENSG00000217464	200	1	1	2	2	0	2	2	2	2	1	2
ENSG00000196953	5950	29	100	64	100	77	105	97	61	103	82	57
ENSG00000137845	116450	2186	2370	4750	3644	2173	2711	2032	2622	951	2833	2880
ENSG00000232433	350	12	20	8	12	23	22	17	18	14	17	10
ENSG00000174636	62350	1893	1657	2011	2615	2005	1641	2802	1717	1612	1846	1851
ENSG00000203994	45150	602	779	1673	1326	996	1357	1224	1294	882	782	1303
ENSG00000136100	8050	215	123	135	173	180	148	75	100	140	121	167
ENSG00000222147	8700	108	88	124	199	275	194	101	166	106	147	136
ENSG00000210480	10250	196	128	271	95	226	193	140	229	96	169	101
ENSG00000231455	2550	32	25	19	40	17	24	15	28	40	28	31
ENSG00000176987	3100	78	88	152	34	138	123	147	88	98	83	116
ENSG00000184616	5950	176	91	179	195	144	163	199	227	171	187	76
ENSG00000176149	22900	618	500	677	444	505	748	410	527	850	498	267
ENSG00000226686	49550	1002	1329	745	1014	1381	1529	830	808	772	918	1286
ENSG00000115476	3450	50	27	52	22	29	34	29	25	24	45	22
ENSG00000156725	48850	402	843	1354	444	593	736	648	884	813	796	1016
ENSG00000180522	1600	18	44	46	40	11	30	30	30	11	21	30
ENSG00000150792	6900	120	158	70	99	204	90	139	72	129	125	65
ENSG00000151341	14800	301	434	203	385	255	492	318	286	326	431	275
ENSG00000186171	5650	188	242	196	114	151	129	203	106	141	187	199
ENSG00000231465	7550	81	237	104	104	160	125	120	139	122	152	72
ENSG00000142607	13450	185	315	177	189	406	209	250	482	155	245	245
ENSG00000151085	1800	70	52	59	41	49	59	69	36	42	43	83
ENSG00000226080	1850	45	37	43	50	83	37	46	32	46	36	72
ENSG00000198384	6150	128	68	49	87	110	227	66	41	162	108	104
ENSG00000106530	28700	805	1044	1141	490	1514	2234	745	833	951	1007	1509
ENSG00000195684	5500	119	124	124	167	121	150	64	108	88	92	117
ENSG00000108731	544800	8108	5142	5845	11736	6306	13894	7793	7258	7898	8697	4578
ENSG00000146299	14000	224	321	137	170	316	198	209	278	226	305	331
ENSG00000123612	0	1	0	3	0	2	2	0	6	2	0	1
ENSG00000225342	3800	108	116	92	37	44	81	52	29	87	65	106
ENSG00000211491	206200	2729	3379	6620	2887	5284	5493	5799	6989	5108	4210	5098
ENSG00000104515	10950	211	89	185	133	256	119	155	120	120	243	109
ENSG00000132207	2450	74	57	71	67	35	48	65	67	43	98	88
ENSG00000245284	1400	38	41	30	19	37	13	32	11	21	49	36
ENSG00000226408	91750	1754	2923	3254	6594	15251	9984	10333	3222	3475	2295	3769
ENSG00000235316	73900	1032	1011	1383	7314	8252	4367	5855	1629	2680	1841	2337
ENSG00000103331	29900	599	534	420	905	405	642	568	528	852	1036	653
ENSG00000140747	19750	635	709	284	568	525	605	415	162	432	550	411
ENSG00000151047	137900	3181	1736	2857	3040	2668	2109	3927	2466	2322	2133	2555
ENSG00000154161	21300	898	994	887	682	852	903	966	593	873	893	501
ENSG00000158652	350	15	10	11	23	5	9	18	5	9	23	17
ENSG00000224281	31550	481	769	575	718	934	1053	853	465	719	725	649
ENSG00000193726	12300	262	94	204	141	226	266	180	408	231	180	217
ENSG00000134845	9400	193	71	119	105	129	130	67	152	146	167	171
ENSG00000222500	28100	674	425	668	1023	310	868	378	294	505	444	888
ENSG00000148137	9750	109	113	170	134	247	109	194	150	231	104	184
ENSG00000101571	50	1	0	1	1	2	1	2	2	2	1	0
ENSG00000215673	176850	4376	3299	3327	22443	22825	16874	7451	11702	5354	9051	9368
ENSG00000166075	54200	1341	1559	1328	750	1415	1199	1163	1206	1082	872	1495
ENSG00000196305	7550	207	116	133	104	117	132	156	148	263	115	173
ENSG00000158645	2800	69	61	94	78	76	80	70	120	124	67	64
ENSG00000240836	12550	169	304	208	387	437	235	252	248	236	293	155
ENSG00000201254	450	13	11	15	7	15	17	11	14	25	5	5
ENSG00000110993	12200	254	251	493	312	184	216	270	313	264	305	453
ENSG00000181144	4950	80	97	121	156	152	81	221	160	193	161	141
ENSG00000120729	2600	74	60	64	54	58	90	44	93	20	94	101
ENSG00000176923	1100	44	15	17	14	21	17	19	33	33	25	30
ENSG00000218857	2650	28	29	38	42	59	25	53	42	35	29	51
ENSG00000132146	135950	1783	1579	961	6334	5764	6423	3708	2183	2288	4012	2385
ENSG00000162113	65950	3028	2812	1013	1288	2474	1157	1910	3181	2754	1376	2739
ENSG00000181279	24000	400	462	262	330	367	614	369	207	397	553	287
ENSG00000184115	5600	127	140	146	145	165	211	205	182	103	82	193
ENSG00000167141	1150	26	33	28	19	40	52	24	27	21	31	30
ENSG00000129078	18650	583	663	416	1053	1184	920	490	417	524	561	587
ENSG00000108590	174550	3366	2904	4873	2702	2074	3858	3784	3120	3993	4169	3098
ENSG00000120123	450	6	3	4	2	5	2	2	11	1	10	8
ENSG00000128282	109050	1629	1781	1043	1754	1366	2232	2571	2132	1953	1471	2335
ENSG00000170809	0	3	3	3	3	1	0	4	2	1	0	6
ENSG00000227392	4400	54	70	75	80	77	81	75	137	99	119	65
ENSG00000133462	10250	345	266	321	194	288	226	324	422	463	293	184
ENSG00000140661	450	12	5	0	9	7	13	9	5	11	10	12
ENSG00000190484	350	7	8	8	3	13	7	4	15	6	9	14
ENSG00000130577	9350	304	194	284	217	127	230	191	309	178	136	146
ENSG00000231489	48400	662	1241	721	1215	1036	1260	1470	1232	826	1053	785
ENSG00000122591	4350	60	36	61	231	229	101	170	178	122	143	62
ENSG00000182563	94550	2760	1744	2025	3186	1999	1265	3428	1882	3735	2241	1216
ENSG00000248078	1800	54	33	58	25	29	50	29	32	40	41	44
ENSG00000161076	215100	5378	4810	4537	6116	3968	4418	5275	4627	4302	4894	4729
ENSG00000107391	6900	138	188	167	77	241	196	180	292	87	126	148
ENSG00000135524	9250	235	279	203	424	227	313	239	254	162	344	219
ENSG00000108539	24650	753	290	467	2675	841	1728	1729	1233	1580	564	529
ENSG00000187194	9900	185	250	277	184	410	318	426	234	620	365	554
ENSG00000105315	412800	6049	6246	7134	7568	7249	3000	7608	7177	3644	7574	9837
ENSG00000207872	488700	9071	13727	36315	19521	58424	42158	55513	33407	23301	16070	19391
ENSG00000112357	15800	787	472	311	770	446	606	562	470	759	417	388
ENSG00000203466	4000	103	117	72	116	49	124	173	86	63	131	181
ENSG00000128823	1200	23	16	8	8	17	16	6	21	12	20	21
ENSG00000154933	2300	40	41	37	34	28	50	51	48	34	39	53
ENSG00000156741	6900	205	233	87	140	218	201	163	231	148	183	73
ENSG00000166993	5150	154	94	126	93	118	133	95	125	81	200	152
ENSG00000123036	5200	158	192	216	108	147	144	104	121	221	200	184
ENSG00000187986	5700	230	275	114	116	162	240	251	167	151	209	227
ENSG00000216299	17900	519	388	346	582	362	540	510	372	565	350	425
ENSG00000117763	550	9	14	33	14	5	11	13	10	13	8	10
ENSG00000157301	800	27	23	15	19	23	25	23	29	25	15	13
ENSG00000221613	88700	2220	2060	2164	1026	1831	1571	2046	1802	1075	1575	1240
ENSG00000187559	64800	948	818	381	962	939	1322	374	1335	729	826	853
ENSG00000223345	1750	44	46	49	40	66	38	44	75	50	60	76
ENSG00000179664	117500	2900	2232	4433	2329	1413	3106	2239	2515	2200	1311	1954
ENSG00000126984	2850	30	40	36	31	43	20	55	53	33	67	32
ENSG00000144787	4650	98	61	107	125	93	102	138	70	143	108	99
ENSG00000228622	350	4	3	0	4	2	3	4	1	6	4	1
ENSG00000173398	52500	659	1357	1023	370	1347	774	556	1449	857	381	687
ENSG00000149741	8450	184	91	179	164	149	220	212	174	112	124	154
ENSG00000130857	78650	1402	1983	1732	1103	1240	2213	1170	689	1170	3072	1024
ENSG00000136599	22500	710	586	575	557	486	621	588	1104	572	459	657
ENSG00000150814	12200	139	188	123	192	180	211	306	180	257	177	115
ENSG00000204450	11650	138	172	335	124	346	208	365	235	244	358	277
ENSG00000140966	64500	1112	1886	1948	563	1319	2395	1503	2662	1405	2157	1824
ENSG00000101200	8800	217	132	114	103	97	81	158	184	117	151	55
ENSG00000136630	5300	187	100	168	102	92	145	124	92	114	173	150
ENSG00000243304	8600	202	376	153	244	173	166	201	145	249	122	218
ENSG00000226688	70000	807	547	944	771	1426	428	965	690	937	908	830
ENSG00000243211	44800	851	668	875	789	943	1664	1416	1339	1559	1196	953
ENSG00000203981	214750	6101	5190	9398	4210	7581	7055	9392	6380	7270	4448	5459
ENSG00000211839	8150	96	147	81	147	105	116	91	99	146	255	117
ENSG00000167535	72250	1150	1280	2052	2960	2114	2860	2524	2437	1933	3326	2528
ENSG00000137304	2600	38	51	43	55	46	47	96	29	41	34	70
ENSG00000122148	24500	405	513	732	552	604	402	872	555	625	406	913
ENSG00000213133	13750	338	187	198	129	383	128	352	184	255	317	142
ENSG00000175752	203700	9932	3261	5596	6688	5019	5665	7185	2096	6056	3842	3103
ENSG00000245607	25750	429	605	735	769	614	407	455	568	513	827	821
ENSG00000167601	3000	42	93	41	49	68	55	165	72	67	84	116
ENSG00000246738	24500	328	631	550	363	351	439	522	540	566	382	995
ENSG00000172280	19400	433	318	277	380	326	339	438	461	211	329	274
ENSG00000156817	3600	101	99	143	360	298	211	454	184	172	148	124
ENSG00000216908	3300	114	94	141	102	89	115	94	117	147	89	77
ENSG00000118523	1500	32	44	34	20	32	15	28	57	42	20	41
ENSG00000220134	2237350	38528	68099	39885	39870	37716	49941	51284	51205	50706	48138	43288
ENSG00000200282	15350	124	305	168	272	202	168	313	228	180	281	255
ENSG00000219033	48400	901	1896	1377	1364	1547	813	1809	640	980	1361	1275
ENSG00000135251	1000	11	15	18	5	13	10	16	8	17	15	14
ENSG00000107111	400	15	21	26	24	17	23	23	34	32	15	11
ENSG00000120647	7500	170	208	137	151	162	144	127	152	181	117	78
ENSG00000198457	6150	86	193	136	148	105	160	178	164	132	114	173
ENSG00000128031	38600	981	621	660	558	965	796	910	717	794	489	682
ENSG00000178592	600	17	34	34	43	21	34	17	11	14	36	24
ENSG00000121454	30800	321	476	834	441	548	471	582	523	693	722	606
ENSG00000120573	167350	2594	3129	5907	3140	4118	5089	3557	1421	3023	5002	2229
ENSG00000167669	2900	18	28	19	30	35	22	23	13	22	56	35
ENSG00000211402	51400	1298	1206	864	1168	724	1516	1561	1344	609	1751	1076
ENSG00000198263	800	18	36	16	24	39	25	32	24	24	12	18
ENSG00000145707	26500	467	431	397	406	254	380	246	455	368	321	213
ENSG00000121744	15650	398	206	254	302	240	239	314	517	287	368	459
ENSG00000119687	289900	2207	2378	10532	4559	4663	4430	7573	6688	4422	5332	6306
ENSG00000169102	4800	43	53	29	34	43	59	24	60	46	54	44
ENSG00000243038	17500	349	205	119	185	296	197	387	182	272	421	141
ENSG00000159587	86100	1073	1647	1781	1608	1846	919	1648	1468	2022	1091	1461
ENSG00000244757	550	20	21	15	19	14	11	7	11	24	12	15
ENSG00000159938	7350	90	170	113	120	99	146	147	135	326	166	187
ENSG00000178972	1150	26	14	30	29	44	23	23	51	33	39	29
ENSG00000169575	1900	46	47	50	28	51	33	16	55	47	61	49
ENSG00000220418	27300	588	995	436	946	1049	1115	786	787	676	674	650
ENSG00000143623	45750	861	680	829	608	818	374	726	831	574	406	723
ENSG00000196982	1502850	39897	25636	36552	51993	48694	32951	29289	28090	21168	35409	25504
ENSG00000244210	178600	5746	2498	1746	3021	1700	4870	1882	3266	2988	3151	3219
ENSG00000181944	127750	1176	1661	2802	3569	3679	2420	2516	2339	1777	2043	2390
ENSG00000194820	7750	105	93	97	564	574	354	561	211	183	168	244
ENSG00000192783	3650	130	56	104	104	88	67	82	92	132	158	87
ENSG00000110111	10700	392	248	157	158	242	377	307	153	202	187	303
ENSG00000123734	0	0	2	1	2	3	3	4	1	6	2	0
ENSG00000175980	415050	7396	4712	4426	3995	1149	5462	6251	5572	6349	5660	6102
ENSG00000240003	1650	29	76	85	211	124	190	165	83	126	95	83
ENSG00000101857	2200	15	35	9	18	16	12	27	30	27	18	41
ENSG00000122082	3450	73	138	43	95	56	80	35	73	57	58	72
ENSG00000188229	37250	1408	814	927	1193	1287	778	959	825	694	1107	730
ENSG00000217604	91600	2002	1552	1122	2456	2718	2055	970	1720	2333	2007	2587
ENSG00000222160	3950	75	78	92	76	44	83	66	83	81	63	49
ENSG00000160215	26450	262	459	545	718	339	347	429	213	280	292	657
ENSG00000109484	8450	167	141	165	139	143	165	150	145	185	233	315
ENSG00000221601	700	16	21	18	25	25	28	39	14	18	36	11
ENSG00000205987	9150	289	191	351	299	220	247	399	231	127	382	194
ENSG00000240547	7150	311	156	161	150	94	210	155	231	192	114	241
ENSG00000212978	450	5	9	12	1	4	6	14	12	7	17	4
ENSG00000173268	73850	2327	2286	2056	1675	917	1992	1085	1997	1992	1246	2046
ENSG00000122009	350	5	6	11	38	20	56	14	23	12	13	10
ENSG00000102483	15200	139	268	191	419	185	310	208	220	162	150	326
ENSG00000106123	1250	22	14	33	18	30	26	24	19	13	21	20
ENSG00000157707	2750	23	36	39	21	14	40	28	34	20	22	35
ENSG00000236149	2350	40	59	35	43	30	40	28	52	30	30	40
ENSG00000183814	44750	507	650	569	596	985	550	924	478	592	576	539
ENSG00000104736	1100	12	12	11	15	10	19	8	13	21	13	16
ENSG00000116153	4250	100	95	72	142	102	85	90	166	169	143	167
ENSG00000176820	336500	2724	4703	3253	7333	3235	4355	4397	2747	2736	2120	4695
ENSG00000127554	1600	30	25	56	32	29	30	40	43	38	32	42
ENSG00000247865	7900	192	74	73	135	169	226	120	113	104	145	134
ENSG00000100876	43600	769	518	466	940	1047	832	428	603	230	638	1073
ENSG00000230559	2500	35	60	45	254	174	214	354	117	81	100	99
ENSG00000227993	17100	544	296	432	687	271	278	634	253	260	276	453
ENSG00000149983	2900	36	45	63	57	67	41	45	44	66	53	37
ENSG00000233404	46750	819	992	522	495	647	835	439	666	393	813	534
ENSG00000147512	9000	111	121	166	162	148	134	226	186	340	123	147
ENSG00000244939	1200	16	28	12	24	27	32	20	28	25	31	30
ENSG00000128559	136350	1720	3492	1651	5593	2402	2089	2602	2320	2825	1757	3097
ENSG00000195294	4950	82	198	138	192	116	125	169	187	169	87	105
ENSG00000235847	5700	145	71	108	59	89	78	84	112	129	148	100
ENSG00000145637	1350	27	12	25	39	19	22	21	27	17	22	47
ENSG00000152802	3200	48	99	48	58	89	56	101	76	67	65	72
ENSG00000138291	6350	127	142	150	74	100	97	128	274	135	154	91
ENSG00000101153	10350	194	173	369	202	198	254	400	120	155	301	120
ENSG00000220248	128750	1004	1045	1279	2920	1133	1925	1077	2574	2418	890	2046
ENSG00000118572	800	9	10	21	13	11	5	20	15	10	15	10
ENSG00000222022	3050	63	65	49	100	127	126	55	74	55	106	105
ENSG00000154577	68550	2484	1822	1648	2759	2649	2064	1152	1653	1229	1830	2933
ENSG00000234897	14650	216	199	251	612	980	841	832	474	347	630	769
ENSG00000139141	34650	411	295	269	519	549	106	447	335	259	556	401
ENSG00000132487	207650	2725	4331	1557	3747	2268	6328	2579	4421	4165	5365	4249
ENSG00000188318	27650	388	374	338	456	291	358	385	381	582	236	180
ENSG00000121486	13550	320	331	328	454	379	346	372	404	385	544	511
ENSG00000200285	8000	111	156	106	181	98	120	215	145	120	181	156
ENSG00000135014	150450	3746	3643	3076	5959	4818	4315	4752	3232	6661	4009	4469
ENSG00000135762	140050	1194	1229	966	1799	1542	1113	873	1270	1316	1007	1400
ENSG00000203164	2650	52	55	40	55	48	23	19	22	52	38	48
ENSG00000186150	28400	380	607	479	953	1790	2100	1843	985	581	1341	1335
ENSG00000210649	700	35	40	16	83	68	69	45	52	27	27	31
ENSG00000228070	40750	1177	1692	1308	1089	1861	996	934	1007	1421	2133	1397
ENSG00000203642	19650	510	873	688	939	741	563	404	696	624	528	524
ENSG00000175114	5200	68	134	122	84	100	99	49	162	92	122	158
ENSG00000216018	4050	74	67	78	51	34	51	59	59	58	97	152
ENSG00000155875	250	6	5	8	23	23	14	12	6	7	13	7
ENSG00000126238	33250	727	799	957	1240	1150	911	627	570	792	537	900
ENSG00000231057	6250	95	256	90	142	73	107	130	228	100	139	94
ENSG00000244054	2600	69	72	97	113	140	61	58	119	177	127	72
ENSG00000199813	31350	663	501	745	820	479	617	902	543	1247	825	466
ENSG00000107170	2250	32	33	48	40	15	39	36	33	56	50	38
ENSG00000140304	1900	74	25	73	31	39	44	71	51	49	55	42
ENSG00000144370	3000	19	54	34	30	26	8	73	42	53	44	46
ENSG00000199123	600	18	6	9	59	84	65	51	16	46	27	17
ENSG00000213585	1200350	18789	21071	17795	17018	21990	12712	14883	19071	18615	33458	17683
ENSG00000112710	7100	193	121	88	521	447	481	523	264	264	136	155
ENSG00000202676	1250	49	88	67	113	85	97	54	118	58	117	83
ENSG00000142303	60650	941	750	607	1056	722	1529	903	743	1168	682	1248
ENSG00000246167	50	1	1	0	1	1	3	0	1	0	2	1
ENSG00000149929	12900	138	149	115	126	223	104	112	167	111	255	172
ENSG00000178237	6900	175	122	201	129	237	203	190	71	120	103	112
ENSG00000178379	1250	24	11	34	21	16	8	27	29	40	34	19
ENSG00000225493	24800	382	258	468	369	429	663	427	246	341	489	389
ENSG00000100632	50	4	1	1	2	6	2	2	2	1	3	0
ENSG00000179489	7650	261	220	107	127	188	147	165	149	150	155	170
ENSG00000117981	34700	1088	563	866	776	702	685	917	537	1377	751	835
ENSG00000173537	50	0	1	2	5	0	0	3	1	2	4	1
ENSG00000179540	400	7	5	3	10	9	6	9	7	4	3	9
ENSG00000209139	4500	55	109	113	144	99	87	131	49	136	82	98
ENSG00000152695	3800	90	149	119	203	173	97	91	169	124	130	144
