gene_id	SRR493366	SRR493367	SRR493368	SRR493369	SRR493370	SRR493371
ENSG00000249042	716	517	323	564	521	708
ENSG00000199172	121	131	88	100	170	119
ENSG00000137438	105	69	58	117	244	152
ENSG00000148123	105	162	59	132	52	224
ENSG00000110974	441	486	906	685	564	678
ENSG00000112419	30	14	30	21	16	14
ENSG00000211408	13	10	13	8	5	6
ENSG00000224496	1	1	1	1	0	2
ENSG00000137943	1686	1270	1192	993	2004	1312
ENSG00000119294	415	372	493	148	76	185
ENSG00000181332	1368	2785	3511	1837	3832	1923
ENSG00000214692	106	115	122	166	214	163
ENSG00000229818	30	38	30	30	25	18
ENSG00000210656	390	428	425	152	243	474
ENSG00000142413	113	97	137	130	122	157
ENSG00000189281	6	5	19	23	11	16
ENSG00000215327	33	26	27	23	26	31
ENSG00000169230	3144	6698	3336	5151	3702	2846
ENSG00000160217	392	206	282	431	364	322
ENSG00000199621	332	322	384	487	266	302
ENSG00000139742	66	194	71	58	105	79
ENSG00000201811	17	39	35	32	25	22
ENSG00000222463	618	554	1117	989	571	1111
ENSG00000119639	101	59	123	165	90	104
ENSG00000148344	59	28	27	33	22	20
ENSG00000144960	157	118	116	124	124	116
ENSG00000161245	28	24	24	17	9	27
ENSG00000140375	309	406	394	154	181	241
ENSG00000147626	1834	921	1098	1626	945	1115
ENSG00000101431	41	29	23	28	45	38
ENSG00000150631	3611	3856	2136	2729	2383	2098
ENSG00000166727	35	44	54	40	37	66
ENSG00000169130	177	201	183	116	275	142
ENSG00000136167	29	39	20	13	34	44
ENSG00000164225	119	164	188	100	102	116
ENSG00000120263	253	154	139	166	250	150
ENSG00000154340	43	41	67	43	88	48
ENSG00000211809	12	44	38	26	33	59
ENSG00000160191	31	45	30	35	19	45
ENSG00000144508	27	55	32	33	48	25
ENSG00000111579	6	5	3	5	4	4
ENSG00000229267	94	120	73	38	161	89
ENSG00000150471	273	231	410	344	238	541
ENSG00000100153	1059	1565	847	540	550	966
ENSG00000149060	767	382	711	359	467	360
ENSG00000248996	36639	29590	35418	12672	22239	15663
ENSG00000119685	293	204	162	257	207	299
ENSG00000198255	96	50	72	53	59	56
ENSG00000171611	7601	5689	7136	10916	7016	6660
ENSG00000178485	14	18	20	22	23	12
ENSG00000215679	1442	448	894	1942	883	858
ENSG00000148056	20	13	22	19	22	40
ENSG00000217779	267	544	183	258	233	409
ENSG00000103569	2	3	3	2	6	4
ENSG00000150247	859	864	1006	714	1133	1028
ENSG00000244700	66	195	138	80	88	114
ENSG00000194547	24	21	20	23	14	29
ENSG00000136221	2675	4822	4669	6766	4199	7089
ENSG00000208679	693	869	694	611	685	802
ENSG00000149529	50	104	195	191	121	201
ENSG00000120362	42	55	102	33	36	28
ENSG00000219013	66	136	162	185	65	131
ENSG00000116646	161	109	186	62	133	83
ENSG00000248362	1167	635	411	584	352	775
ENSG00000123286	696	795	733	918	872	1057
ENSG00000247496	26	48	37	23	53	55
ENSG00000127725	30	46	21	46	31	58
ENSG00000149697	43	30	87	90	33	42
ENSG00000193076	27	4	30	7	19	12
ENSG00000142628	35	61	15	77	28	30
ENSG00000191367	82	133	77	78	143	177
ENSG00000237681	633	293	455	876	486	792
ENSG00000236680	2141	1585	4166	2564	3281	1406
ENSG00000151966	36	25	24	33	30	20
ENSG00000137845	218	589	564	522	325	386
ENSG00000106453	43	81	101	46	39	33
ENSG00000232433	13618	6968	9672	8976	15106	14435
ENSG00000116398	247	149	70	185	148	167
ENSG00000122186	627	758	300	441	423	523
ENSG00000231455	20	9	22	33	19	19
ENSG00000112841	33	43	44	26	30	25
ENSG00000223375	281	117	274	146	160	108
ENSG00000226686	143	70	181	55	68	47
ENSG00000245128	292	346	294	270	145	272
ENSG00000239311	13	11	11	7	6	8
ENSG00000104843	623	1105	1586	459	366	517
ENSG00000162983	32	30	17	29	25	17
ENSG00000191965	5867	8074	8786	5928	4259	6605
ENSG00000115405	49	68	24	52	55	101
ENSG00000172578	1008	2795	945	672	2051	1118
ENSG00000121517	14	8	16	10	6	12
ENSG00000244860	372	178	303	323	308	380
ENSG00000141583	47	34	36	30	8	42
ENSG00000215290	53	51	79	60	65	28
ENSG00000183042	193	163	242	116	229	129
ENSG00000211491	77	73	62	142	58	93
ENSG00000114063	321	206	238	161	252	341
ENSG00000190284	794	1107	836	474	577	330
ENSG00000119356	295	649	615	307	1032	699
ENSG00000142970	106	166	72	109	89	79
ENSG00000247069	10	6	13	14	8	3
ENSG00000226408	31	31	44	23	31	34
ENSG00000159037	79	81	95	117	93	116
ENSG00000101703	0	1	4	0	1	0
ENSG00000216987	679	488	873	756	454	636
ENSG00000131232	34	145	117	126	99	68
ENSG00000133185	59	96	90	92	50	79
ENSG00000215814	2203	2407	3361	1088	1551	1112
ENSG00000248098	530	569	559	739	305	389
ENSG00000100905	216	170	247	135	226	152
ENSG00000247727	13	19	29	24	34	28
ENSG00000101768	187	181	241	296	385	284
ENSG00000110993	416	322	371	319	189	328
ENSG00000196898	26	26	33	51	22	30
ENSG00000132520	1384	691	1035	986	970	1015
ENSG00000238070	355	317	545	565	455	471
ENSG00000133026	1	4	1	0	1	6
ENSG00000241554	140	199	218	134	167	188
ENSG00000181279	9	14	10	8	8	8
ENSG00000120861	1100	1460	1675	909	1314	1164
ENSG00000117138	516	512	919	529	551	673
ENSG00000105230	14	32	10	32	17	25
ENSG00000138656	26	11	20	28	27	23
ENSG00000248189	172	129	205	201	169	143
ENSG00000128282	153	121	141	147	73	114
ENSG00000170809	2455	3208	3537	5013	2633	4460
ENSG00000168321	908	958	368	403	321	624
ENSG00000125802	131	119	63	131	167	187
ENSG00000130025	463	419	510	536	658	655
ENSG00000177512	5	1	7	4	2	2
ENSG00000176630	262	186	290	502	136	242
ENSG00000178196	764	641	572	898	929	717
ENSG00000232192	152	123	84	69	115	96
ENSG00000191775	26	49	38	26	21	67
ENSG00000198485	290	366	381	391	562	329
ENSG00000163460	10590	6365	9180	6606	6676	8697
ENSG00000232370	261	217	260	126	244	247
ENSG00000133829	6	14	8	11	23	31
ENSG00000226759	3813	2092	2152	1174	2742	1398
ENSG00000105315	1	0	1	2	7	3
ENSG00000121389	511	385	479	545	375	352
ENSG00000227057	46	80	47	29	47	48
ENSG00000227286	988	1062	1014	1408	1120	960
ENSG00000178996	13	33	14	42	32	31
ENSG00000212174	4206	2527	2404	1905	1865	2145
ENSG00000229829	188	314	246	322	412	426
ENSG00000151364	4	5	5	6	10	4
ENSG00000142980	0	1	7	0	3	1
ENSG00000241149	57	60	55	70	89	49
ENSG00000198497	2305	3981	3278	2896	1281	1399
ENSG00000117763	178	209	142	91	184	180
ENSG00000121889	198	224	156	244	131	130
ENSG00000104522	212	153	139	69	94	72
ENSG00000212881	556	885	651	488	418	940
ENSG00000120618	266	246	456	310	253	265
ENSG00000123193	427	231	286	313	189	161
ENSG00000153674	14	29	11	15	15	26
ENSG00000201020	3505	3016	3962	1206	1206	2056
ENSG00000126814	2302	2435	1868	1755	1842	1039
ENSG00000203373	23	15	9	7	9	14
ENSG00000233582	11057	19997	21355	15822	23041	8438
ENSG00000240361	506	575	615	377	774	589
ENSG00000140142	50	83	26	27	62	70
ENSG00000161793	1	3	2	3	9	4
ENSG00000144002	514	430	368	417	605	553
ENSG00000204193	357	527	533	451	305	483
ENSG00000238884	48	56	37	40	62	58
ENSG00000126202	0	7	7	7	0	3
ENSG00000207982	2296	693	1475	1719	1902	1739
ENSG00000213889	34	34	94	60	93	63
ENSG00000201607	46	70	54	53	68	58
ENSG00000246986	51801	94099	66829	37572	46515	45651
ENSG00000208249	18568	14041	20367	15606	8711	7881
ENSG00000230331	734	819	1373	1231	1227	830
ENSG00000243335	48	47	44	67	67	72
ENSG00000218882	607	595	373	566	584	651
ENSG00000221266	2	1	4	2	3	0
ENSG00000104611	124	140	155	196	107	234
ENSG00000104547	37	38	17	33	59	12
ENSG00000136527	15	18	4	9	16	8
ENSG00000110040	18	12	20	8	4	7
ENSG00000108176	435	538	367	362	397	677
ENSG00000234380	164	168	100	172	229	278
ENSG00000213133	241	306	342	148	132	190
ENSG00000138701	365	825	658	1069	1279	960
ENSG00000120122	24	18	15	37	25	21
ENSG00000163441	9	16	12	19	12	12
ENSG00000202313	4	6	3	7	4	3
ENSG00000188520	179	174	183	68	59	66
ENSG00000208268	1010	740	473	531	811	557
ENSG00000170785	126	89	103	89	39	103
ENSG00000134056	519	874	533	310	544	528
ENSG00000231870	11	8	6	11	6	4
ENSG00000233384	43	40	92	42	76	54
ENSG00000207504	35	14	28	35	20	20
ENSG00000234303	15	2	12	17	12	2
ENSG00000195431	5479	1852	6374	5011	7576	5881
ENSG00000237850	1295	854	650	841	977	387
ENSG00000111743	47	23	33	40	25	39
ENSG00000120573	34	31	11	37	42	35
ENSG00000167049	289	301	211	102	82	153
ENSG00000159173	9	8	10	8	12	7
ENSG00000186596	263	523	526	334	247	569
ENSG00000155860	24	3	22	17	3	20
ENSG00000145707	54	36	91	72	56	65
ENSG00000154772	24	15	21	26	19	22
ENSG00000171055	66	95	65	24	62	57
ENSG00000101599	9	6	18	10	7	9
ENSG00000121744	3	4	9	13	16	5
ENSG00000169102	19	13	29	13	12	39
ENSG00000199655	22	45	36	53	39	34
ENSG00000223191	79	64	66	45	120	66
ENSG00000227141	143	128	152	180	300	198
ENSG00000211889	3428	3075	5146	3550	3983	3255
ENSG00000229658	538	867	663	781	284	1460
ENSG00000159587	79	84	70	72	95	116
ENSG00000184861	864	731	527	484	440	538
ENSG00000207626	39	21	33	26	46	27
ENSG00000172293	2808	3459	1855	1578	3368	3432
ENSG00000117233	567	290	519	308	346	513
ENSG00000191201	14	10	7	12	14	8
ENSG00000243329	725	355	776	977	457	479
ENSG00000161886	761	853	1559	461	789	515
ENSG00000191500	2	0	1	2	1	0
ENSG00000142784	40	35	47	12	38	47
ENSG00000244210	40	47	55	59	61	45
ENSG00000161318	1	3	3	1	4	4
ENSG00000144421	14	16	9	12	20	18
ENSG00000130007	11	24	28	27	23	31
ENSG00000136291	255	528	544	343	442	259
ENSG00000146017	202	365	198	344	379	308
ENSG00000131380	25745	20755	27430	46229	26964	37199
ENSG00000135289	62	70	55	72	68	63
ENSG00000101408	1088	1452	1495	1692	990	1511
ENSG00000105743	150	114	112	143	231	266
ENSG00000218770	270	228	725	290	153	143
ENSG00000143469	7	20	26	30	11	9
ENSG00000178585	6	3	2	0	2	3
ENSG00000240003	43	25	48	33	35	36
ENSG00000239646	1157	1693	1483	700	607	854
ENSG00000169035	5025	3764	4879	2304	3018	5366
ENSG00000191075	592	444	481	484	446	622
ENSG00000153305	317	476	497	514	644	280
ENSG00000121363	24	37	34	30	24	18
ENSG00000188229	8740	2910	7327	2881	2921	4170
ENSG00000214231	2844	1154	1415	2279	1943	1612
ENSG00000100019	82	27	54	69	38	56
ENSG00000204220	526	344	209	178	81	165
ENSG00000128351	8	16	13	11	22	22
ENSG00000205235	7280	2842	4863	3066	3725	2444
ENSG00000190027	473	376	211	331	347	359
ENSG00000225652	83	167	110	99	144	123
ENSG00000161351	390	768	351	532	482	519
ENSG00000239647	263	279	426	257	268	247
ENSG00000112290	73	59	77	55	23	101
ENSG00000229652	8	15	12	8	13	3
ENSG00000229282	10	24	13	16	15	9
ENSG00000179801	6	5	7	3	12	7
ENSG00000181981	365	584	601	384	684	615
ENSG00000110600	26248	29128	29004	15436	15888	13840
ENSG00000112104	1	8	6	4	9	3
ENSG00000147006	121	167	193	276	214	205
ENSG00000216662	386	211	239	335	155	208
ENSG00000185956	14	11	9	17	20	17
ENSG00000220093	258	277	210	331	142	345
ENSG00000176596	19	21	21	23	24	22
ENSG00000198333	1665	1271	2213	1457	2042	1561
ENSG00000226487	53	26	36	34	32	50
ENSG00000201199	136	240	192	146	150	256
ENSG00000176820	504	489	683	525	411	814
ENSG00000194723	60	56	86	81	38	33
ENSG00000155780	4	10	4	9	4	1
ENSG00000105687	37	59	47	27	39	93
ENSG00000202471	741	463	304	534	495	920
ENSG00000180437	127	91	127	129	99	69
ENSG00000214553	311	582	434	110	323	491
ENSG00000174903	8	10	25	9	14	14
ENSG00000158223	168	218	137	194	254	203
ENSG00000170392	636	630	591	547	361	423
ENSG00000208576	260	500	283	173	140	157
ENSG00000164968	4667	6702	6592	8488	15826	8245
ENSG00000106653	69	79	84	90	93	77
ENSG00000155586	10	20	9	16	31	20
ENSG00000146245	11	8	8	11	4	4
ENSG00000103192	948	1324	508	1869	1789	1235
ENSG00000105793	147	95	128	164	219	167
ENSG00000123043	1087	959	1004	1455	1174	1447
ENSG00000152802	341	344	253	420	375	421
ENSG00000118572	3498	3803	3021	4019	2716	4542
ENSG00000157958	1539	2968	1480	2440	1528	2641
ENSG00000194825	107	133	101	49	86	57
ENSG00000141469	294	288	116	422	289	324
ENSG00000202584	1035	1301	1504	1406	1028	623
ENSG00000199814	23	9	23	13	12	10
ENSG00000134933	1602	2101	3050	2432	4619	3930
ENSG00000124839	1649	1829	1841	1726	1788	1750
ENSG00000104510	503	683	660	727	1183	735
ENSG00000186150	106	163	82	132	108	123
ENSG00000113013	596	592	573	284	342	280
ENSG00000182849	17	26	10	26	18	30
ENSG00000231836	349	373	338	133	82	107
ENSG00000229404	47	34	30	38	30	34
ENSG00000224902	245	115	192	198	237	247
ENSG00000138090	55	55	68	69	29	54
ENSG00000201427	198	186	314	306	221	357
ENSG00000219742	2246	1234	1847	1734	2882	993
ENSG00000142868	13	6	11	16	11	14
ENSG00000192821	561	1327	1496	707	1267	814
ENSG00000182916	3	4	3	5	3	3
ENSG00000107444	3	2	2	2	1	4
ENSG00000195188	219	173	144	57	91	125
ENSG00000212921	102	241	129	184	218	149
ENSG00000100862	406	360	323	296	275	237
ENSG00000131769	8	11	11	5	5	2
ENSG00000174111	123	182	208	148	109	123
ENSG00000168948	202	233	191	265	229	162
ENSG00000205833	2492	1898	1615	2027	1595	1441
ENSG00000133438	153	57	205	96	89	105
ENSG00000149929	561	600	381	316	309	604
ENSG00000159710	44	24	12	25	35	21
ENSG00000150664	126	77	128	72	124	77
ENSG00000113559	94	134	94	53	37	54
ENSG00000116863	626	396	586	655	892	522
ENSG00000239884	33	12	30	20	20	28
ENSG00000225493	49	29	28	33	22	26
ENSG00000159731	577	427	319	317	405	275
ENSG00000117981	5204	5885	4221	2908	8027	9465
ENSG00000203732	313	397	544	250	385	96
ENSG00000152916	230	273	130	261	319	273
ENSG00000212074	41	131	59	58	61	79
ENSG00000154135	1298	914	1126	1532	1029	1105
ENSG00000175412	653	604	454	318	377	665
ENSG00000231575	4259	4264	4616	5027	3496	5125
ENSG00000197540	322	327	330	303	492	367
ENSG00000215209	12	13	23	16	34	28
ENSG00000197854	64	60	62	44	43	51
ENSG00000156461	35	18	17	17	22	19
ENSG00000156888	14	7	6	9	13	17
ENSG00000175068	2263	1387	1475	2675	2528	2383
ENSG00000247723	913	913	638	880	1446	650
ENSG00000180197	11	7	9	19	13	15
ENSG00000164244	3284	3674	2803	6359	4164	2876
ENSG00000120591	158	227	365	165	52	250
ENSG00000194222	38	57	60	34	32	18
ENSG00000245157	266	405	355	379	409	413
ENSG00000231505	193	123	165	144	136	241
ENSG00000105541	50	25	31	24	34	26
ENSG00000130427	1	4	5	0	1	2
ENSG00000186088	107	106	187	149	166	156
ENSG00000238238	260	273	272	294	230	270
ENSG00000181175	0	2	1	2	0	2
ENSG00000169913	654	277	475	561	339	223
ENSG00000218979	391	282	481	345	727	436
ENSG00000249157	59	49	55	106	73	71
ENSG00000103568	103	187	215	198	149	158
ENSG00000175844	62	86	78	95	33	109
ENSG00000170244	63	48	77	21	29	19
ENSG00000122640	94	77	76	63	72	95
ENSG00000230217	1679	2654	3849	1771	2175	1530
ENSG00000155193	5	9	5	5	3	7
ENSG00000132425	123	149	286	142	273	157
ENSG00000236796	229	269	170	133	205	236
ENSG00000247635	70	20	30	18	45	52
ENSG00000159365	73	43	64	56	67	47
ENSG00000135653	7	8	8	8	4	11
ENSG00000175966	28	38	43	27	17	11
ENSG00000172090	141	79	169	135	221	131
ENSG00000229767	253	559	217	190	239	355
ENSG00000152155	10	25	12	32	26	43
ENSG00000163972	45950	21558	100217	52820	52658	42101
ENSG00000236728	25	44	29	38	74	40
ENSG00000214664	198	215	166	198	150	210
ENSG00000131091	111	82	44	102	87	86
ENSG00000123283	77	81	71	42	61	76
ENSG00000152362	1724	2391	1738	2294	2645	2739
ENSG00000237264	34	41	41	51	52	76
ENSG00000175217	2529	1700	655	2003	1505	2490
ENSG00000122025	1318	1361	1606	635	1806	928
ENSG00000240108	16	37	22	25	18	26
ENSG00000227546	1325	810	1054	1583	1115	1063
ENSG00000164127	16	38	38	45	43	29
ENSG00000170730	60022	57539	39548	26320	39785	39129
ENSG00000186614	118	35	71	59	61	79
ENSG00000171652	16	14	19	37	14	28
ENSG00000170580	5	1	5	5	2	5
ENSG00000230767	38	36	19	16	5	22
ENSG00000103043	63	39	36	40	49	96
ENSG00000166399	7	25	14	22	17	21
ENSG00000200474	5	12	7	8	11	31
ENSG00000118816	24	17	23	14	33	38
ENSG00000176379	234	304	243	87	110	121
ENSG00000112024	2863	5106	7081	1580	2130	3302
ENSG00000172311	5	5	10	8	11	6
ENSG00000149050	51	55	25	88	70	22
ENSG00000228972	34	29	26	20	29	41
ENSG00000106249	14	2	7	1	11	10
ENSG00000144082	5	11	11	8	15	7
ENSG00000140222	16	25	35	19	29	21
ENSG00000196351	461	839	754	716	465	525
ENSG00000245935	276	229	203	142	96	77
ENSG00000204534	70	44	38	41	35	20
ENSG00000126470	210	778	928	688	391	510
ENSG00000151874	180	292	333	145	415	253
ENSG00000169774	102	89	58	138	92	46
ENSG00000119789	415	296	322	193	380	276
ENSG00000133004	49	28	21	30	22	13
ENSG00000101118	655	810	367	524	583	407
ENSG00000191766	474	669	795	358	683	438
ENSG00000170704	50	48	61	75	85	79
ENSG00000145220	13	14	7	24	16	9
ENSG00000210022	1949	3113	1891	1632	2150	4606
ENSG00000247176	303	146	247	93	168	162
ENSG00000220701	64815	48976	75840	60417	53184	51749
ENSG00000159511	22	50	35	22	23	31
ENSG00000207089	407	1623	905	480	667	1022
ENSG00000153655	59	63	47	35	103	46
ENSG00000216832	333	183	278	405	265	361
ENSG00000187814	763	1344	672	666	688	499
ENSG00000120884	59	66	63	39	21	27
ENSG00000197302	116	72	146	115	143	111
ENSG00000211912	271	154	204	232	171	266
ENSG00000112879	189	125	155	207	212	270
ENSG00000101821	484	597	434	695	326	516
ENSG00000117983	1052	1820	986	927	1114	880
ENSG00000155162	772	1307	528	694	901	768
ENSG00000220288	262	229	205	232	233	78
ENSG00000150854	226	106	106	116	39	110
ENSG00000213332	28	47	27	26	18	18
ENSG00000129830	85	29	26	51	47	29
ENSG00000185982	80	49	42	41	66	42
ENSG00000120025	907	1119	1094	510	399	847
ENSG00000167505	59	57	85	66	49	41
ENSG00000107254	3	14	11	12	15	13
ENSG00000203598	384	855	391	647	283	449
ENSG00000204024	17	46	45	43	36	32
ENSG00000119475	62	50	16	30	31	32
ENSG00000140330	109	161	44	105	236	124
ENSG00000205688	490	493	348	394	434	344
ENSG00000228994	1	3	2	1	1	2
ENSG00000100362	10	18	18	9	23	17
ENSG00000244964	385	220	317	378	197	235
ENSG00000216741	86	76	70	73	43	31
ENSG00000132632	22	36	21	23	17	10
ENSG00000162057	45	67	91	69	39	25
ENSG00000171659	1934	3921	2162	2286	2284	3498
ENSG00000234205	68	41	42	40	39	48
ENSG00000129106	782	508	536	498	644	243
ENSG00000190785	517	554	1069	1077	716	546
ENSG00000134185	42	56	38	61	76	82
ENSG00000145316	482	283	218	460	429	273
ENSG00000143863	51	56	51	83	71	72
ENSG00000193107	37	32	24	82	15	30
ENSG00000181143	20	10	14	10	16	14
ENSG00000155546	736	1024	544	942	981	1400
ENSG00000185027	77	75	61	72	125	110
ENSG00000116542	80	53	32	66	48	42
ENSG00000187247	12	24	24	24	15	16
ENSG00000186414	5103	5901	4850	4992	5520	4968
ENSG00000155963	573	510	706	698	593	647
ENSG00000175819	177	137	179	145	68	130
ENSG00000236532	31	35	24	43	30	29
ENSG00000168190	15	10	9	7	13	2
ENSG00000193461	326	579	517	197	303	289
ENSG00000144390	200	247	278	307	191	301
ENSG00000129609	13	16	9	10	9	8
ENSG00000153792	1524	906	1593	830	2118	1331
ENSG00000166564	284	365	788	558	802	704
ENSG00000171118	20	28	18	17	17	36
ENSG00000225417	51	40	51	48	51	50
ENSG00000207559	176	114	92	24	92	49
ENSG00000112400	190	238	326	252	179	126
ENSG00000208312	113	128	125	129	109	144
ENSG00000221925	4	6	4	2	5	5
ENSG00000107621	3199	3190	2387	2178	2807	2408
ENSG00000184461	227	392	415	590	263	185
ENSG00000133085	1776	1578	1430	2371	2209	2778
ENSG00000166604	1429	1875	1559	1291	1648	1463
ENSG00000224991	110	91	110	95	47	86
ENSG00000187722	245	296	356	295	276	282
ENSG00000198390	399	788	557	804	401	688
ENSG00000168698	767	571	766	574	587	1098
ENSG00000127559	120	89	106	121	70	122
ENSG00000111756	46	58	47	34	38	43
ENSG00000165334	125	221	124	254	124	145
ENSG00000210562	30	25	28	33	33	48
ENSG00000111597	85	74	61	51	47	89
ENSG00000198426	3	2	0	1	4	1
ENSG00000155747	250	152	176	141	214	184
ENSG00000180639	28	14	11	16	21	13
ENSG00000122915	47	45	35	43	68	43
ENSG00000188138	168	78	107	167	188	137
ENSG00000152677	211	431	220	222	202	450
ENSG00000127248	4841	8703	3453	7449	4712	5045
ENSG00000148505	182	133	186	170	196	323
ENSG00000207685	14	9	14	16	13	9
ENSG00000185570	243	205	300	165	185	183
ENSG00000112979	37	43	58	31	47	55
ENSG00000126331	662	574	563	330	185	305
ENSG00000222361	57	23	20	32	52	36
ENSG00000240844	56	27	28	50	38	57
ENSG00000105644	45	49	33	41	57	62
ENSG00000135694	41	24	30	23	71	62
ENSG00000118412	2	1	6	3	5	5
ENSG00000165515	35	49	41	43	50	38
ENSG00000102510	106	127	202	210	287	117
ENSG00000106872	1629	1169	1393	2049	875	1189
ENSG00000100045	64	95	82	60	56	85
ENSG00000208616	139	187	123	71	55	69
ENSG00000136800	328	363	380	386	525	527
ENSG00000121327	343	392	279	377	496	629
ENSG00000119831	4678	1709	2118	2479	3743	6044
ENSG00000205279	587	197	411	314	237	502
ENSG00000131943	238	168	87	103	234	136
ENSG00000132619	2050	3332	1418	2129	3130	2809
ENSG00000110401	2776	1997	2389	4871	5953	2398
ENSG00000235431	56	39	49	56	64	84
ENSG00000138652	226	181	281	97	244	122
ENSG00000218231	3	5	12	10	11	7
ENSG00000138618	86	71	58	85	131	102
ENSG00000196332	26	32	15	11	21	18
ENSG00000110887	89	74	141	88	88	41
ENSG00000163565	79	63	53	80	85	72
ENSG00000210854	89	126	165	63	132	113
ENSG00000149235	69	248	262	177	97	86
ENSG00000109337	458	711	423	256	334	447
ENSG00000152059	87	426	235	184	173	252
ENSG00000236507	99	86	110	77	85	41
ENSG00000170513	11	9	7	10	4	15
ENSG00000111475	1502	3219	2079	1548	1722	2405
ENSG00000229508	2121	2234	3475	3420	3329	3934
ENSG00000188119	26	28	55	47	81	67
ENSG00000164126	235	268	469	520	772	621
ENSG00000170175	8	9	3	10	3	9
ENSG00000243844	4	5	5	1	5	5
ENSG00000222572	76	129	56	79	99	69
ENSG00000214382	2009	1818	3204	4052	5153	2493
ENSG00000131327	12	13	18	21	26	11
ENSG00000186154	33	25	29	7	22	13
ENSG00000148262	3029	3636	3350	1630	2360	2738
ENSG00000212646	4	2	4	3	2	8
ENSG00000141279	634	240	303	496	485	406
ENSG00000156460	257	305	282	371	447	174
ENSG00000131250	62	117	93	130	163	141
ENSG00000218469	167	126	168	258	171	193
ENSG00000144213	33134	8576	18840	17727	33813	24209
ENSG00000145462	23	13	18	17	17	14
ENSG00000167178	102	152	63	35	55	92
ENSG00000197428	87	143	187	167	84	68
ENSG00000155304	52	57	21	16	33	51
ENSG00000196216	12	0	11	14	11	6
ENSG00000102895	3318	4648	4382	3905	4283	2506
ENSG00000202792	488	548	320	157	151	218
ENSG00000106347	7	12	11	5	6	4
ENSG00000108594	44	43	44	47	36	41
ENSG00000108290	481	350	241	534	310	352
ENSG00000231013	294	337	276	285	270	433
ENSG00000237634	5	6	4	5	4	8
ENSG00000145404	192	185	145	101	165	128
ENSG00000166671	132	138	214	109	179	386
ENSG00000238533	322	373	414	381	242	490
ENSG00000243472	447	285	408	263	271	301
ENSG00000233639	12	6	2	2	1	6
ENSG00000116942	13854	8551	11234	5564	4243	4496
ENSG00000212436	220	160	221	343	205	361
ENSG00000168498	5484	2600	8230	6423	5261	2861
ENSG00000103929	45949	42169	51789	47136	45201	36152
ENSG00000114587	61	80	75	85	123	144
ENSG00000240236	12	19	7	8	11	13
ENSG00000108662	1240	1080	497	838	911	650
ENSG00000156912	166	95	75	82	112	60
ENSG00000188322	87	136	124	39	64	38
ENSG00000156590	19	23	21	20	23	15
ENSG00000148310	3774	5142	3950	4228	6144	7135
ENSG00000213313	59	55	97	91	40	45
