gene_id	SRR493366	SRR493367	SRR493368	SRR493369	SRR493370	SRR493371
ENSG00000172578	50400	2795	945	672	2051	1118
ENSG00000121517	700	8	16	10	6	12
ENSG00000244860	18600	178	303	323	308	380
ENSG00000141583	2350	34	36	30	8	42
ENSG00000215290	2650	51	79	60	65	28
ENSG00000183042	9650	163	242	116	229	129
ENSG00000211491	3850	73	62	142	58	93
ENSG00000114063	16050	206	238	161	252	341
ENSG00000190284	39700	1107	836	474	577	330
ENSG00000119356	14750	649	615	307	1032	699
ENSG00000142970	5300	166	72	109	89	79
ENSG00000247069	500	6	13	14	8	3
ENSG00000226408	1550	31	44	23	31	34
ENSG00000159037	3950	81	95	117	93	116
ENSG00000101703	0	1	4	0	1	0
ENSG00000216987	33950	488	873	756	454	636
ENSG00000131232	1700	145	117	126	99	68
ENSG00000133185	2950	96	90	92	50	79
ENSG00000215814	110150	2407	3361	1088	1551	1112
ENSG00000248098	26500	569	559	739	305	389
ENSG00000100905	10800	170	247	135	226	152
ENSG00000247727	650	19	29	24	34	28
ENSG00000101768	9350	181	241	296	385	284
ENSG00000110993	20800	322	371	319	189	328
ENSG00000196898	1300	26	33	51	22	30
ENSG00000132520	69200	691	1035	986	970	1015
ENSG00000238070	17750	317	545	565	455	471
ENSG00000133026	50	4	1	0	1	6
ENSG00000241554	7000	199	218	134	167	188
ENSG00000181279	450	14	10	8	8	8
ENSG00000120861	55000	1460	1675	909	1314	1164
ENSG00000117138	25800	512	919	529	551	673
ENSG00000105230	700	32	10	32	17	25
ENSG00000138656	1300	11	20	28	27	23
ENSG00000248189	8600	129	205	201	169	143
ENSG00000128282	7650	121	141	147	73	114
ENSG00000170809	122750	3208	3537	5013	2633	4460
ENSG00000168321	45400	958	368	403	321	624
ENSG00000125802	6550	119	63	131	167	187
ENSG00000130025	23150	419	510	536	658	655
ENSG00000177512	250	1	7	4	2	2
ENSG00000176630	13100	186	290	502	136	242
ENSG00000178196	38200	641	572	898	929	717
ENSG00000232192	7600	123	84	69	115	96
ENSG00000191775	1300	49	38	26	21	67
ENSG00000198485	14500	366	381	391	562	329
ENSG00000163460	529500	6365	9180	6606	6676	8697
ENSG00000232370	13050	217	260	126	244	247
ENSG00000133829	300	14	8	11	23	31
ENSG00000226759	190650	2092	2152	1174	2742	1398
ENSG00000105315	50	0	1	2	7	3
ENSG00000121389	25550	385	479	545	375	352
ENSG00000227057	2300	80	47	29	47	48
ENSG00000227286	49400	1062	1014	1408	1120	960
ENSG00000178996	650	33	14	42	32	31
ENSG00000212174	210300	2527	2404	1905	1865	2145
ENSG00000229829	9400	314	246	322	412	426
ENSG00000151364	200	5	5	6	10	4
ENSG00000142980	0	1	7	0	3	1
ENSG00000241149	2850	60	55	70	89	49
ENSG00000198497	115250	3981	3278	2896	1281	1399
ENSG00000117763	8900	209	142	91	184	180
ENSG00000121889	9900	224	156	244	131	130
ENSG00000104522	10600	153	139	69	94	72
ENSG00000212881	27800	885	651	488	418	940
ENSG00000120618	13300	246	456	310	253	265
ENSG00000123193	21350	231	286	313	189	161
ENSG00000153674	700	29	11	15	15	26
ENSG00000201020	175250	3016	3962	1206	1206	2056
ENSG00000126814	115100	2435	1868	1755	1842	1039
ENSG00000203373	1150	15	9	7	9	14
ENSG00000233582	552850	19997	21355	15822	23041	8438
ENSG00000240361	25300	575	615	377	774	589
ENSG00000140142	2500	83	26	27	62	70
ENSG00000161793	50	3	2	3	9	4
ENSG00000144002	25700	430	368	417	605	553
ENSG00000204193	17850	527	533	451	305	483
ENSG00000238884	2400	56	37	40	62	58
ENSG00000126202	0	7	7	7	0	3
ENSG00000207982	114800	693	1475	1719	1902	1739
ENSG00000213889	1700	34	94	60	93	63
ENSG00000201607	2300	70	54	53	68	58
ENSG00000246986	2590050	94099	66829	37572	46515	45651
ENSG00000208249	928400	14041	20367	15606	8711	7881
ENSG00000230331	36700	819	1373	1231	1227	830
ENSG00000243335	2400	47	44	67	67	72
ENSG00000218882	30350	595	373	566	584	651
ENSG00000221266	100	1	4	2	3	0
ENSG00000104611	6200	140	155	196	107	234
ENSG00000104547	1850	38	17	33	59	12
ENSG00000136527	750	18	4	9	16	8
ENSG00000110040	900	12	20	8	4	7
ENSG00000108176	21750	538	367	362	397	677
ENSG00000234380	8200	168	100	172	229	278
ENSG00000213133	12050	306	342	148	132	190
ENSG00000138701	18250	825	658	1069	1279	960
ENSG00000120122	1200	18	15	37	25	21
ENSG00000163441	450	16	12	19	12	12
ENSG00000202313	200	6	3	7	4	3
ENSG00000188520	8950	174	183	68	59	66
ENSG00000208268	50500	740	473	531	811	557
ENSG00000170785	6300	89	103	89	39	103
ENSG00000134056	25950	874	533	310	544	528
ENSG00000231870	550	8	6	11	6	4
ENSG00000233384	2150	40	92	42	76	54
ENSG00000207504	1750	14	28	35	20	20
ENSG00000234303	750	2	12	17	12	2
ENSG00000195431	273950	1852	6374	5011	7576	5881
ENSG00000237850	64750	854	650	841	977	387
ENSG00000111743	2350	23	33	40	25	39
ENSG00000120573	1700	31	11	37	42	35
ENSG00000167049	14450	301	211	102	82	153
ENSG00000159173	450	8	10	8	12	7
ENSG00000186596	13150	523	526	334	247	569
ENSG00000155860	1200	3	22	17	3	20
ENSG00000145707	2700	36	91	72	56	65
ENSG00000154772	1200	15	21	26	19	22
ENSG00000171055	3300	95	65	24	62	57
ENSG00000101599	450	6	18	10	7	9
ENSG00000121744	150	4	9	13	16	5
ENSG00000169102	950	13	29	13	12	39
ENSG00000199655	1100	45	36	53	39	34
ENSG00000223191	3950	64	66	45	120	66
ENSG00000227141	7150	128	152	180	300	198
ENSG00000211889	171400	3075	5146	3550	3983	3255
ENSG00000229658	26900	867	663	781	284	1460
ENSG00000159587	3950	84	70	72	95	116
ENSG00000184861	43200	731	527	484	440	538
ENSG00000207626	1950	21	33	26	46	27
ENSG00000172293	140400	3459	1855	1578	3368	3432
ENSG00000117233	28350	290	519	308	346	513
ENSG00000191201	700	10	7	12	14	8
ENSG00000243329	36250	355	776	977	457	479
ENSG00000161886	38050	853	1559	461	789	515
ENSG00000191500	100	0	1	2	1	0
ENSG00000142784	2000	35	47	12	38	47
ENSG00000244210	2000	47	55	59	61	45
ENSG00000161318	50	3	3	1	4	4
ENSG00000144421	700	16	9	12	20	18
ENSG00000130007	550	24	28	27	23	31
ENSG00000136291	12750	528	544	343	442	259
ENSG00000146017	10100	365	198	344	379	308
ENSG00000131380	1287250	20755	27430	46229	26964	37199
ENSG00000135289	3100	70	55	72	68	63
ENSG00000101408	54400	1452	1495	1692	990	1511
ENSG00000105743	7500	114	112	143	231	266
ENSG00000218770	13500	228	725	290	153	143
ENSG00000143469	350	20	26	30	11	9
ENSG00000178585	300	3	2	0	2	3
ENSG00000240003	2150	25	48	33	35	36
ENSG00000239646	57850	1693	1483	700	607	854
ENSG00000169035	251250	3764	4879	2304	3018	5366
ENSG00000191075	29600	444	481	484	446	622
ENSG00000153305	15850	476	497	514	644	280
ENSG00000121363	1200	37	34	30	24	18
ENSG00000188229	437000	2910	7327	2881	2921	4170
ENSG00000214231	142200	1154	1415	2279	1943	1612
ENSG00000100019	4100	27	54	69	38	56
ENSG00000204220	26300	344	209	178	81	165
ENSG00000128351	400	16	13	11	22	22
ENSG00000205235	364000	2842	4863	3066	3725	2444
ENSG00000190027	23650	376	211	331	347	359
ENSG00000225652	4150	167	110	99	144	123
ENSG00000161351	19500	768	351	532	482	519
ENSG00000239647	13150	279	426	257	268	247
ENSG00000112290	3650	59	77	55	23	101
ENSG00000229652	400	15	12	8	13	3
ENSG00000229282	500	24	13	16	15	9
ENSG00000179801	300	5	7	3	12	7
ENSG00000181981	18250	584	601	384	684	615
ENSG00000110600	1312400	29128	29004	15436	15888	13840
ENSG00000112104	50	8	6	4	9	3
ENSG00000147006	6050	167	193	276	214	205
ENSG00000216662	19300	211	239	335	155	208
ENSG00000185956	700	11	9	17	20	17
ENSG00000220093	12900	277	210	331	142	345
ENSG00000176596	950	21	21	23	24	22
ENSG00000198333	83250	1271	2213	1457	2042	1561
ENSG00000226487	2650	26	36	34	32	50
ENSG00000201199	6800	240	192	146	150	256
ENSG00000176820	25200	489	683	525	411	814
ENSG00000194723	3000	56	86	81	38	33
ENSG00000155780	200	10	4	9	4	1
ENSG00000105687	1850	59	47	27	39	93
ENSG00000202471	37050	463	304	534	495	920
ENSG00000180437	6350	91	127	129	99	69
ENSG00000214553	15550	582	434	110	323	491
ENSG00000174903	400	10	25	9	14	14
ENSG00000158223	8400	218	137	194	254	203
ENSG00000170392	31800	630	591	547	361	423
ENSG00000208576	13000	500	283	173	140	157
ENSG00000164968	233350	6702	6592	8488	15826	8245
ENSG00000106653	3450	79	84	90	93	77
ENSG00000155586	500	20	9	16	31	20
ENSG00000146245	550	8	8	11	4	4
ENSG00000103192	47400	1324	508	1869	1789	1235
ENSG00000105793	7350	95	128	164	219	167
ENSG00000123043	54350	959	1004	1455	1174	1447
ENSG00000152802	17050	344	253	420	375	421
ENSG00000118572	174900	3803	3021	4019	2716	4542
ENSG00000157958	76950	2968	1480	2440	1528	2641
ENSG00000194825	5350	133	101	49	86	57
ENSG00000141469	14700	288	116	422	289	324
ENSG00000202584	51750	1301	1504	1406	1028	623
ENSG00000199814	1150	9	23	13	12	10
ENSG00000134933	80100	2101	3050	2432	4619	3930
ENSG00000124839	82450	1829	1841	1726	1788	1750
ENSG00000104510	25150	683	660	727	1183	735
ENSG00000186150	5300	163	82	132	108	123
ENSG00000113013	29800	592	573	284	342	280
ENSG00000182849	850	26	10	26	18	30
ENSG00000231836	17450	373	338	133	82	107
ENSG00000229404	2350	34	30	38	30	34
ENSG00000224902	12250	115	192	198	237	247
ENSG00000138090	2750	55	68	69	29	54
ENSG00000201427	9900	186	314	306	221	357
ENSG00000219742	112300	1234	1847	1734	2882	993
ENSG00000142868	650	6	11	16	11	14
ENSG00000192821	28050	1327	1496	707	1267	814
ENSG00000182916	150	4	3	5	3	3
ENSG00000107444	150	2	2	2	1	4
ENSG00000195188	10950	173	144	57	91	125
ENSG00000212921	5100	241	129	184	218	149
ENSG00000100862	20300	360	323	296	275	237
ENSG00000131769	400	11	11	5	5	2
ENSG00000174111	6150	182	208	148	109	123
ENSG00000168948	10100	233	191	265	229	162
ENSG00000205833	124600	1898	1615	2027	1595	1441
ENSG00000133438	7650	57	205	96	89	105
ENSG00000149929	28050	600	381	316	309	604
ENSG00000159710	2200	24	12	25	35	21
ENSG00000150664	6300	77	128	72	124	77
ENSG00000113559	4700	134	94	53	37	54
ENSG00000116863	31300	396	586	655	892	522
ENSG00000239884	1650	12	30	20	20	28
ENSG00000225493	2450	29	28	33	22	26
ENSG00000159731	28850	427	319	317	405	275
ENSG00000117981	260200	5885	4221	2908	8027	9465
ENSG00000203732	15650	397	544	250	385	96
ENSG00000152916	11500	273	130	261	319	273
ENSG00000212074	2050	131	59	58	61	79
ENSG00000154135	64900	914	1126	1532	1029	1105
ENSG00000175412	32650	604	454	318	377	665
ENSG00000231575	212950	4264	4616	5027	3496	5125
ENSG00000197540	16100	327	330	303	492	367
ENSG00000215209	600	13	23	16	34	28
ENSG00000197854	3200	60	62	44	43	51
ENSG00000156461	1750	18	17	17	22	19
ENSG00000156888	700	7	6	9	13	17
ENSG00000175068	113150	1387	1475	2675	2528	2383
ENSG00000247723	45650	913	638	880	1446	650
ENSG00000180197	550	7	9	19	13	15
ENSG00000164244	164200	3674	2803	6359	4164	2876
ENSG00000120591	7900	227	365	165	52	250
ENSG00000194222	1900	57	60	34	32	18
ENSG00000245157	13300	405	355	379	409	413
ENSG00000231505	9650	123	165	144	136	241
ENSG00000105541	2500	25	31	24	34	26
ENSG00000130427	50	4	5	0	1	2
ENSG00000186088	5350	106	187	149	166	156
ENSG00000238238	13000	273	272	294	230	270
ENSG00000181175	0	2	1	2	0	2
ENSG00000169913	32700	277	475	561	339	223
ENSG00000218979	19550	282	481	345	727	436
ENSG00000249157	2950	49	55	106	73	71
ENSG00000103568	5150	187	215	198	149	158
ENSG00000175844	3100	86	78	95	33	109
ENSG00000170244	3150	48	77	21	29	19
ENSG00000122640	4700	77	76	63	72	95
ENSG00000230217	83950	2654	3849	1771	2175	1530
ENSG00000155193	250	9	5	5	3	7
ENSG00000132425	6150	149	286	142	273	157
ENSG00000236796	11450	269	170	133	205	236
ENSG00000247635	3500	20	30	18	45	52
ENSG00000159365	3650	43	64	56	67	47
ENSG00000135653	350	8	8	8	4	11
ENSG00000175966	1400	38	43	27	17	11
ENSG00000172090	7050	79	169	135	221	131
ENSG00000229767	12650	559	217	190	239	355
ENSG00000152155	500	25	12	32	26	43
ENSG00000163972	2297500	21558	100217	52820	52658	42101
ENSG00000236728	1250	44	29	38	74	40
ENSG00000214664	9900	215	166	198	150	210
ENSG00000131091	5550	82	44	102	87	86
ENSG00000123283	3850	81	71	42	61	76
ENSG00000152362	86200	2391	1738	2294	2645	2739
ENSG00000237264	1700	41	41	51	52	76
ENSG00000175217	126450	1700	655	2003	1505	2490
ENSG00000122025	65900	1361	1606	635	1806	928
ENSG00000240108	800	37	22	25	18	26
ENSG00000227546	66250	810	1054	1583	1115	1063
ENSG00000164127	800	38	38	45	43	29
ENSG00000170730	3001100	57539	39548	26320	39785	39129
ENSG00000186614	5900	35	71	59	61	79
ENSG00000171652	800	14	19	37	14	28
ENSG00000170580	250	1	5	5	2	5
ENSG00000230767	1900	36	19	16	5	22
ENSG00000103043	3150	39	36	40	49	96
ENSG00000166399	350	25	14	22	17	21
ENSG00000200474	250	12	7	8	11	31
ENSG00000118816	1200	17	23	14	33	38
ENSG00000176379	11700	304	243	87	110	121
ENSG00000112024	143150	5106	7081	1580	2130	3302
ENSG00000172311	250	5	10	8	11	6
ENSG00000149050	2550	55	25	88	70	22
ENSG00000228972	1700	29	26	20	29	41
ENSG00000106249	700	2	7	1	11	10
ENSG00000144082	250	11	11	8	15	7
ENSG00000140222	800	25	35	19	29	21
ENSG00000196351	23050	839	754	716	465	525
ENSG00000245935	13800	229	203	142	96	77
ENSG00000204534	3500	44	38	41	35	20
ENSG00000126470	10500	778	928	688	391	510
ENSG00000151874	9000	292	333	145	415	253
ENSG00000169774	5100	89	58	138	92	46
ENSG00000119789	20750	296	322	193	380	276
ENSG00000133004	2450	28	21	30	22	13
ENSG00000101118	32750	810	367	524	583	407
ENSG00000191766	23700	669	795	358	683	438
ENSG00000170704	2500	48	61	75	85	79
ENSG00000145220	650	14	7	24	16	9
ENSG00000210022	97450	3113	1891	1632	2150	4606
ENSG00000247176	15150	146	247	93	168	162
ENSG00000220701	3240750	48976	75840	60417	53184	51749
ENSG00000159511	1100	50	35	22	23	31
ENSG00000207089	20350	1623	905	480	667	1022
ENSG00000153655	2950	63	47	35	103	46
ENSG00000216832	16650	183	278	405	265	361
ENSG00000187814	38150	1344	672	666	688	499
ENSG00000120884	2950	66	63	39	21	27
ENSG00000197302	5800	72	146	115	143	111
ENSG00000211912	13550	154	204	232	171	266
ENSG00000112879	9450	125	155	207	212	270
ENSG00000101821	24200	597	434	695	326	516
ENSG00000117983	52600	1820	986	927	1114	880
ENSG00000155162	38600	1307	528	694	901	768
ENSG00000220288	13100	229	205	232	233	78
ENSG00000150854	11300	106	106	116	39	110
ENSG00000213332	1400	47	27	26	18	18
ENSG00000129830	4250	29	26	51	47	29
ENSG00000185982	4000	49	42	41	66	42
ENSG00000120025	45350	1119	1094	510	399	847
ENSG00000167505	2950	57	85	66	49	41
ENSG00000107254	150	14	11	12	15	13
ENSG00000203598	19200	855	391	647	283	449
ENSG00000204024	850	46	45	43	36	32
ENSG00000119475	3100	50	16	30	31	32
ENSG00000140330	5450	161	44	105	236	124
ENSG00000205688	24500	493	348	394	434	344
ENSG00000228994	50	3	2	1	1	2
ENSG00000100362	500	18	18	9	23	17
ENSG00000244964	19250	220	317	378	197	235
ENSG00000216741	4300	76	70	73	43	31
ENSG00000132632	1100	36	21	23	17	10
ENSG00000162057	2250	67	91	69	39	25
ENSG00000171659	96700	3921	2162	2286	2284	3498
ENSG00000234205	3400	41	42	40	39	48
ENSG00000129106	39100	508	536	498	644	243
ENSG00000190785	25850	554	1069	1077	716	546
ENSG00000134185	2100	56	38	61	76	82
ENSG00000145316	24100	283	218	460	429	273
ENSG00000143863	2550	56	51	83	71	72
ENSG00000193107	1850	32	24	82	15	30
ENSG00000181143	1000	10	14	10	16	14
ENSG00000155546	36800	1024	544	942	981	1400
ENSG00000185027	3850	75	61	72	125	110
ENSG00000116542	4000	53	32	66	48	42
ENSG00000187247	600	24	24	24	15	16
ENSG00000186414	255150	5901	4850	4992	5520	4968
ENSG00000155963	28650	510	706	698	593	647
ENSG00000175819	8850	137	179	145	68	130
ENSG00000236532	1550	35	24	43	30	29
ENSG00000168190	750	10	9	7	13	2
ENSG00000193461	16300	579	517	197	303	289
ENSG00000144390	10000	247	278	307	191	301
ENSG00000129609	650	16	9	10	9	8
ENSG00000153792	76200	906	1593	830	2118	1331
ENSG00000166564	14200	365	788	558	802	704
ENSG00000171118	1000	28	18	17	17	36
ENSG00000225417	2550	40	51	48	51	50
ENSG00000207559	8800	114	92	24	92	49
ENSG00000112400	9500	238	326	252	179	126
ENSG00000208312	5650	128	125	129	109	144
ENSG00000221925	200	6	4	2	5	5
ENSG00000107621	159950	3190	2387	2178	2807	2408
ENSG00000184461	11350	392	415	590	263	185
ENSG00000133085	88800	1578	1430	2371	2209	2778
ENSG00000166604	71450	1875	1559	1291	1648	1463
ENSG00000224991	5500	91	110	95	47	86
ENSG00000187722	12250	296	356	295	276	282
ENSG00000198390	19950	788	557	804	401	688
ENSG00000168698	38350	571	766	574	587	1098
ENSG00000127559	6000	89	106	121	70	122
ENSG00000111756	2300	58	47	34	38	43
ENSG00000165334	6250	221	124	254	124	145
ENSG00000210562	1500	25	28	33	33	48
ENSG00000111597	4250	74	61	51	47	89
ENSG00000198426	150	2	0	1	4	1
ENSG00000155747	12500	152	176	141	214	184
ENSG00000180639	1400	14	11	16	21	13
ENSG00000122915	2350	45	35	43	68	43
ENSG00000188138	8400	78	107	167	188	137
ENSG00000152677	10550	431	220	222	202	450
ENSG00000127248	242050	8703	3453	7449	4712	5045
ENSG00000148505	9100	133	186	170	196	323
ENSG00000207685	700	9	14	16	13	9
ENSG00000185570	12150	205	300	165	185	183
ENSG00000112979	1850	43	58	31	47	55
ENSG00000126331	33100	574	563	330	185	305
ENSG00000222361	2850	23	20	32	52	36
ENSG00000240844	2800	27	28	50	38	57
ENSG00000105644	2250	49	33	41	57	62
ENSG00000135694	2050	24	30	23	71	62
ENSG00000118412	100	1	6	3	5	5
ENSG00000165515	1750	49	41	43	50	38
ENSG00000102510	5300	127	202	210	287	117
ENSG00000106872	81450	1169	1393	2049	875	1189
ENSG00000100045	3200	95	82	60	56	85
ENSG00000208616	6950	187	123	71	55	69
ENSG00000136800	16400	363	380	386	525	527
ENSG00000121327	17150	392	279	377	496	629
ENSG00000119831	233900	1709	2118	2479	3743	6044
ENSG00000205279	29350	197	411	314	237	502
ENSG00000131943	11900	168	87	103	234	136
ENSG00000132619	102500	3332	1418	2129	3130	2809
ENSG00000110401	138800	1997	2389	4871	5953	2398
ENSG00000235431	2800	39	49	56	64	84
ENSG00000138652	11300	181	281	97	244	122
ENSG00000218231	150	5	12	10	11	7
ENSG00000138618	4300	71	58	85	131	102
ENSG00000196332	1300	32	15	11	21	18
ENSG00000110887	4450	74	141	88	88	41
ENSG00000163565	3950	63	53	80	85	72
ENSG00000210854	4450	126	165	63	132	113
ENSG00000149235	3450	248	262	177	97	86
ENSG00000109337	22900	711	423	256	334	447
ENSG00000152059	4350	426	235	184	173	252
ENSG00000236507	4950	86	110	77	85	41
ENSG00000170513	550	9	7	10	4	15
ENSG00000111475	75100	3219	2079	1548	1722	2405
ENSG00000229508	106050	2234	3475	3420	3329	3934
ENSG00000188119	1300	28	55	47	81	67
ENSG00000164126	11750	268	469	520	772	621
ENSG00000170175	400	9	3	10	3	9
ENSG00000243844	200	5	5	1	5	5
ENSG00000222572	3800	129	56	79	99	69
ENSG00000214382	100450	1818	3204	4052	5153	2493
ENSG00000131327	600	13	18	21	26	11
ENSG00000186154	1650	25	29	7	22	13
ENSG00000148262	151450	3636	3350	1630	2360	2738
ENSG00000212646	200	2	4	3	2	8
ENSG00000141279	31700	240	303	496	485	406
ENSG00000156460	12850	305	282	371	447	174
ENSG00000131250	3100	117	93	130	163	141
ENSG00000218469	8350	126	168	258	171	193
ENSG00000144213	1656700	8576	18840	17727	33813	24209
ENSG00000145462	1150	13	18	17	17	14
ENSG00000167178	5100	152	63	35	55	92
ENSG00000197428	4350	143	187	167	84	68
ENSG00000155304	2600	57	21	16	33	51
ENSG00000196216	600	0	11	14	11	6
ENSG00000102895	165900	4648	4382	3905	4283	2506
ENSG00000202792	24400	548	320	157	151	218
ENSG00000106347	350	12	11	5	6	4
ENSG00000108594	2200	43	44	47	36	41
ENSG00000108290	24050	350	241	534	310	352
